ID,log2FC
LMO3,-0.609384712
PEDS1,-0.106858411
RGS17P1,0.640271168
REEP1,0.754453296
GRPEL1,0.114597524
FASTKD3,0.214706467
RPS15AP29,-0.625418649
PLEKHN1,0.853123712
PTMAP12,0.357576906
VSIG10,-0.271521723
BCL2A1,0.884431423
ADD2,-0.07642958
CALHM6,0.560067197
LDAF1,0.278960788
TOLLIP-DT,0.800418423
STAG3L5P-PVRIG2P-PILRB,-0.885288819
CDK5,0.21079983
ACER2,0.618766987
SNRPGP10,-0.31538556
DNAJB5-DT,-1.004722072
NCK1-DT,0.220193655
LINC01191,-0.908144659
CNNM3-DT,0.788084137
ZXDB,-0.324214872
RPL23AP20,-0.607553651
POLR1A,0.161084535
UBAC2,-0.10122214
AP1S3,-0.666710105
MCEE,0.14129574
C2orf88,0.124061013
MPP7,0.278012109
COX10,0.144569641
TMEM88,-0.739324041
TRIOBP,-0.113021701
KDSR,0.200467589
ZNF829,-0.199085168
SRL,-0.71209936
PAX6,-0.564698544
CD22,-0.426161725
MBOAT1,0.146813221
DLL4,-1.175147604
B3GNT4,-0.325533643
IL22,1.160049318
TMEM17,0.529907858
CFL1,-0.117945681
IFI44L,1.034033925
NUAK2,-0.562404617
RNA5SP204,-1.050676187
ADK,-0.122962123
LINC00824,1.234598164
B3GNT9,-0.474014314
GPBP1,0.117315192
GLTP,0.167258182
SOX4,0.290158909
MICU3,0.991316003
NRADDP,0.795096015
OTULIN,0.115310643
CSMD1,-0.644774152
ABCB6,-0.172977377
MFSD1,0.15932748
RUNDC3A-AS1,-0.38145724
PARD6A,0.58619224
OR13G1,0.738834559
CRABP2,-0.459560023
PROK2,-0.37523416
CT66,-0.860488341
SNX19,-0.117343877
PDGFRB,-0.774326143
MRPL22,-0.121323609
SCN8A,-0.868773833
TMEM263,-0.172863084
INO80D,0.136074782
UTP11,0.138764628
USP42,0.193334725
MRPL32,-0.159388467
FAM110D,-0.783402419
LINC01768,-1.098081209
HDAC1,-0.139220521
CASP2,-0.135743029
DUSP8,0.50698502
PLD3,0.120195763
DMD,0.386644042
TOR1B,0.167453285
BCAS1,-0.57568918
THOC7-AS1,0.489428214
IRAK1BP1,0.159636324
DFFBP1,-0.809528525
ANGPTL4,-0.462074562
GTF2IP14,1.10479324
RFX3-AS1,0.18719994
RGL3,-0.497152373
CHMP1B2P,0.230121195
ARPC1B,0.219222895
ADIRF-AS1,0.4315458
NAPA,-0.094374984
GAPDHP61,-0.66541355
CILK1,0.400971443
MLXIPL,-0.606966377
ZNF562,0.253068107
CACNA1I,-0.177818675
KHDC1-AS1,-0.293883167
C12orf73,-0.154225284
CFAP74,-1.124455534
SLC25A23,0.152514939
RYKP1,-0.781415113
MST1L,-0.437027604
TRMT5,-0.091317879
LYRM4-AS1,-0.594376474
BCKDK,0.138911848
TAT-AS1,-1.090469597
SIGMAR1,0.095146181
TMBIM4,-0.247065629
FNBP1,0.187924434
PIGP,0.27259435
HDAC9,0.520483083
TIMM21,0.220495572
ITPRID2-DT,0.871063809
CHKB-DT,-0.280113363
SENCR,0.970474256
EFHC1,0.220601893
NTNG2,-0.678029836
KCNJ11,-1.063033154
KAT5,-0.11654354
ZKSCAN7,0.553738907
MYG1,-0.717448984
SBK2,0.937151823
CD300C,-0.72840885
AXDND1,-0.590988683
FKBP4,-0.082416895
IGHV3-74,-0.982097247
LAMTOR5-AS1,0.212720184
ACE,0.350180333
RUFY4,-0.759272276
SEPTIN14P4,0.868140639
NLGN2,0.361857283
HES5,-0.596244039
CCDC30,-0.275006785
RASA3,-0.115544401
ZNF341,-0.219554202
SAFB2,0.067466091
RAD50,0.280537713
EAF1-AS1,-0.719883365
SRP14P2,-0.4091933
NAT10,-0.095375442
REXO5,-0.096382481
CGNL1,-1.045704834
ZNF85,0.256747453
ABCB10,0.176518293
TMEM209,0.19530141
ANKRD46,-0.227547716
LINC00632,-0.750752752
MBNL1-AS1,-0.431238905
RFESD,0.152349743
FCGR2A,0.208997751
MT-TW,-0.787952014
ADAP2,-0.455570309
SRGAP2,-0.170890891
UQCRC2,0.160656257
AKAP3,0.347778183
PSMD7-DT,-0.920577083
OR10H1,-1.034655402
NOP58,-0.159307875
NOMO1,0.092909169
DCAF4L1,-0.472147498
FAM174B,-0.509575819
LINC00526,-0.362814403
NUDCP2,-0.483011762
KRT8P33,-0.263229383
LINC01852,1.037354223
ANGPTL7,-1.019960342
COG2,0.230352672
PMS2P1,-0.114981713
LINC00506,0.880736622
HADH,-0.105555875
CKAP4,-0.262062514
GRIN2D,-0.380051885
TRAF3IP2,-0.174978918
ACTBP2,0.652539148
EYA3,0.105011091
PIGM,0.180840148
TNFSF8,-0.582428762
DTWD2,-0.374845619
TINAGL1,-0.526051702
TANC2,0.121056275
ST8SIA1,0.25758882
HAVCR2,0.200890114
PCSK6,0.143364247
PCBD1,-0.298345424
GNRH2,-0.662432691
SEMA6A-AS1,0.36610677
PHC1P1,-0.272635561
CYSRT1,-0.398874547
MYT1L,0.781234516
NDUFB4P12,-0.867180772
SECISBP2,0.078479806
PCSK4,-0.262386629
ABTB2,-0.204090111
ALG1L10P,0.829671862
ASTE1,0.361795477
ATXN10,0.144639559
LINC01238,1.067213103
SRSF1,0.189934048
EIF1B,-0.166814699
LRRC77P,0.393835869
RPAP3-DT,0.672397466
HSDL1,-0.115472243
SENP3-EIF4A1,-0.695649508
SPHK2,-0.220296122
PITRM1-AS1,0.365104852
TMEM14EP,-0.444128561
RPL36AP54,0.413253791
RPF1,-0.181159527
SLC1A3,0.573677361
WDFY3-AS2,0.526074867
MAPT,-0.686016521
MIR3150BHG,-0.33799297
ADCY7,-0.233249575
MTATP6P26,-0.631401177
MGARP,0.772153095
PPM1E,0.670689801
EP300,0.139333707
TCEA1P2,0.275738047
RNF8,-0.15220045
IRAG1,0.891308463
C10orf143,0.312705725
KCNH5,-0.912879954
PDZK1P1,-0.387440495
THYN1,-0.120940747
CSNK1G2,0.111758829
SIK3,0.112521535
C17orf49,-0.373824017
POP7,-0.121357818
GPS2P1,0.847125861
GUSBP5,0.40815208
OVCH1,-0.685043877
MICD,-0.38909356
TTI2,-0.237375099
STK33,-0.745838231
SNHG11,-0.159148163
FITM2,0.262985274
GABARAP,-0.196071995
P4HA2,-0.294596657
GNB5,0.292439902
FSTL3,-0.168644896
PURPL,0.183153075
AOPEP,0.173887385
ZNF226,-0.140058125
ALG10,0.300336485
DEFB124,-0.904596433
SLC41A3-AS1,-0.349343254
SEPTIN5,-0.460815231
GIMAP6,-0.334146139
PVRIG,0.705572635
PRPF38AP2,-0.891557218
MIR5690,-0.260414916
RGP1,-0.099275009
SCN4A,0.593367436
INTS4P2,0.460904936
KLF3-AS1,-0.285625956
SLC8A2,-0.46021454
PTGES3P1,-0.261533479
CD80,0.398500846
LINC02709,0.758636223
FNDC5,-0.713671976
UBA6-DT,-0.257619238
RASGEF1B,0.280664525
SPRY3,0.680971178
TNFSF14,-0.51213795
FITM1,-0.445663521
CYP4A11,-0.77902636
SNORD83A,-0.315219674
ABCB1,-0.415424906
GATA2,0.112089832
SELENOK,-0.127651619
UQCRHP1,-0.583440103
LINC02175,-0.207705861
UBE2E4P,0.691751168
MAN1B1,-0.178720397
CCL5,-0.663478211
CCR5AS,-0.255297853
WDR88,0.38608713
GOLGA8A,-0.129180903
LINC00634,-0.556930118
MDM4,-0.097687946
TMEM80,0.149942047
SMAGP,0.49874106
KRT8,0.448832734
LTA4H,-0.129210362
RPS3AP38,-0.869847802
PRPF40B,-0.133014416
NDUFAF6,-0.123585847
CUX2,-0.781701338
ZNF513,0.167776535
MIR7111,-0.603325361
TUBB2B,-0.385083101
CLMAT3,1.019907503
SMARCE1P5,-0.511176289
ZCCHC24,-0.426332436
HDAC6,-0.17078148
RAPGEF1,-0.194825791
NR5A2,-0.522988424
XKR8,0.231666861
USP30,0.232001642
NOC4L,-0.151027817
ZNF2,-0.241207877
TRMT112P6,-0.621813737
PTP4A2P1,0.317591737
GON7,-0.097253999
FGD4,-0.272465753
TNRC6A,0.178817628
DGUOK,-0.11571244
ANAPC7,0.075053573
GM2A,-0.114903896
ZSCAN32,0.152982276
AQP7,-0.616481924
KLHL7-DT,-0.756610287
TNFRSF10A-AS1,-0.783389911
QPCT,0.84657667
TNPO1P1,-0.972947425
LINC02232,-0.735292119
GRASLND,-0.127030479
AP5S1,-0.199875806
OGA,0.088625873
TMEM134,0.182850672
ZNF221,0.289974896
NCKIPSD,-0.240406404
ZW10,0.12439343
RFT1,0.137140154
MBD1,-0.057709177
TMEM273,-0.293123917
SPOCK2,-0.540983378
GPR19,0.40312611
STK36,-0.192040504
RPS12P27,-0.692755781
MT-TI,-0.271409806
DSTYK,0.115380449
KIF13B,0.180577814
AMZ2,0.151490287
MYH15,0.257419207
FAM83H,-0.279621634
XPA,0.116217803
SPINDOC,0.108525504
KPNB1-DT,0.321751473
SLC12A2,0.214958919
LONRF3,-0.490791647
TMEM220,0.244398402
ARSG,-0.173782593
SMPDL3B,0.278434308
CXCL3,0.459667863
PP7080,0.847552516
RN7SL738P,-0.981093643
CFAP77,-0.487620401
USP2-AS1,-0.399588852
ZNF264,-0.139710428
POLRMTP1,-0.228596647
PRR13P1,-0.815938718
HAUS6,0.124247143
MAP7D1,-0.103089634
MGAT4A,0.34740222
PRKX-AS1,-0.618208264
PCGF2,-0.435194526
OMA1,0.180643759
NT5DC3,0.206649507
ZNF830,-0.151352309
ZNF669,-0.267734337
ROR1,-0.962128087
TMEM182,0.579650743
GAS8-AS1,-0.667090122
RPL23AP53,-0.141782172
POLR3D,0.120221453
PPP1R3E,-0.172057153
HNRNPD,-0.122043898
FBXO48,0.158656345
SPATA32,-0.664799161
DNAJB1,0.082272919
TSPAN6,-0.108174274
THY1,-0.71625956
INPP5A,0.226792205
AGTPBP1,0.158370204
BCAN-AS1,0.685263782
LMCD1,-0.896474501
ZNF154,-0.264037081
RPH3AL,-0.529154601
CUL7,0.115062659
LINC02580,-0.847323369
HECTD2,0.379063861
TDRD9,0.310561491
NDUFV2,0.227031601
LMF1-AS1,-1.880641646
RPL41P1,-0.341780204
RN7SL434P,-0.799607174
BOLA3,-0.173614303
AGBL5-IT1,-0.684719566
SEPTIN7P14,0.223562268
PDE8B,-0.478587501
CTDSP2,0.110054347
RNU6-59P,-0.824042746
ZNF619,0.151386894
GTF2IP5,-0.715721127
TFEC,0.632117212
KLF17P1,1.10541853
DNM2,0.138172756
PEX5,-0.064336817
APH1A,-0.075409903
ADGRL2,-0.539272742
TSPAN18,-0.811324055
CTAGE7P,0.655984943
TMEM98,-0.276185393
LINC00674,0.351811923
STYX,-0.097713435
SIKE1,0.107828346
FHL3,-0.183594337
RGS17,-0.470396352
SMARCC2,-0.209460505
CYBC1,-0.185233274
RN7SKP80,-0.763770496
MYO7B,-0.49247384
MORC2-AS1,-0.714998201
RANP1,0.285726379
HYPK,-0.242329731
UBAP2L,0.15241282
TRERF1,-0.168768064
SLC16A6P1,-0.471251808
MAJIN,-0.732226571
PTMAP5,0.112023909
CPPED1,0.107546836
PANK2,0.056321968
SHOX,2.058319145
RDH10-AS1,-0.528124007
ZNF668,-0.205165835
PRPF3,0.103154069
LIMD1-AS1,-0.675647996
ENPP1,0.556483319
RASGEF1C,-0.815110074
ANO1,-0.962127833
GP5,0.697283072
ARTN,0.597760863
GPM6B,0.685418234
LINC02328,-0.57062733
PPP3CC,0.165326928
MS4A14,0.283927354
ZNF418,-0.176764351
TECPR2,0.120675486
ZNF674-AS1,0.320330838
KLF8,-0.630924418
MELTF,-0.149022214
PIWIL2,-1.001674571
LIPC,-0.944437076
FLJ42969,-0.64183909
TCTN3,0.201438695
HBG1,-0.474307285
HOTAIRM1,-0.495268091
GMEB2,-0.132447774
GGT1,-0.423601414
RFX5,0.089651854
LITAF,0.152117456
TNFRSF14-AS1,-0.20216864
RHOB,-0.256736171
PIGBOS1,0.128842749
ENTPD3,-0.47039626
LINC01431,-0.720094568
COL6A3,0.594450782
ZNF512B,-0.206662892
RPL12P27,0.845325879
ETS1,0.396944084
FADD,0.170986297
STRIP1,-0.088143622
RNY1P4,0.508618131
ME1,0.491798976
NADK,-0.14750017
RSPH10B,-0.452346607
ERP44,0.100414799
CYB5D1,-0.73237655
KCTD1,0.322219467
SPATA25,0.452232153
ADAMTS9,-0.507255231
RNF139-DT,-0.236249182
TTN,-0.18078283
PDE11A,0.364483233
ZNF595,0.320124816
GALNT7,0.191416796
CREBZF,0.107567943
SELENOS,0.105167374
RPL7AP66,0.199753795
CYP2S1,0.189314869
RNU4-60P,0.693032892
CBR3,-0.829691649
AQP10,-0.307482036
PRCD,0.5886495
FAM245A,0.721104884
TXK,-0.312889308
PDXP-DT,-0.922505137
ZNF682,0.408283605
C6orf89,-0.096046233
PRF1,1.01450646
ZC3HC1,-0.107607513
MRPS28,-0.14758041
FNDC10,-0.435848122
ZNF879,-0.494798755
ATP6V1F,-0.249122911
AKR1C6P,0.512558154
CERCAM,-0.272354743
PCGF1,-0.108060308
MYMK,0.935943877
ZBTB16,-0.162648729
CNTF,0.745210563
GBAP1,-0.241004405
UBE2Z,-0.113243264
TRAF1,0.188348115
SLC25A5-AS1,-0.402456508
ZNF835,0.356804253
RNU6-1128P,0.827813739
FAM221A,0.426181903
OTOG,-0.583555473
RCBTB2,0.245852186
TNFSF13,-0.197621929
SLC8B1,-0.211613693
ZNF702P,-0.736432303
RBPMS2,-0.821500914
ATP6AP1L,-0.138607321
CACNA1E,-0.641812673
RIMS2,-0.855277035
CSGALNACT2-DT,-0.961724836
RAB3A,0.614698234
LRRIQ4,0.59835724
IGF1R,0.075846915
THUMPD3-AS1,-0.093961875
SBF2,0.260184474
CTSK,0.193879812
COX20P1,-0.271962989
ENSAP2,0.371246692
MOV10L1,-0.347866805
EIF4A2P2,-0.793530378
RAB5IF,0.121606656
TTC39A,-0.209821189
MFHAS1,0.097545506
ELOC,-0.124500873
DRAIC,-0.493859362
CENATAC,-0.10165258
WDR87,-0.710793589
DPH3,0.126325646
LINC01358,-0.911896348
FAM138E,-0.562084842
ANKRD33B,0.154604959
ETV7,0.582386306
MBOAT4,1.212597442
ADGRB1,0.677817205
SLC37A4,0.135604219
HSPA4,0.114063723
TMEM120A,-0.117732089
UBL7-DT,-0.21201825
VAT1,0.119371834
TNFRSF9,0.605899816
HSD11B1-AS1,0.338659956
THG1L,0.139735897
ZFAND2A-DT,0.250657513
SAT1,-0.085733948
ZNF485,0.224681561
MAP3K5,0.176443854
GATAD2B,-0.150144895
PMS2P5,0.226176523
TULP1,0.784864816
ADAM28,0.28404924
CLIC2,0.149634537
DNAJC28,0.189245753
RPSAP11,-1.669514839
MMP2,-0.301750741
C7,-1.038821617
MAN1C1,0.563191323
CHIC2,0.136783138
CYP4F29P,-0.580475998
AVPR1B,-0.640733592
ATP10D,0.305200036
VDAC3,0.122222615
SRRD,0.163879973
MYO5B,-0.501484879
SLC30A6,0.135288339
INTS3,0.081212467
WRAP73,0.109326515
LY75,-0.602239846
TRIM52,-0.138950967
TDRD7,0.152778372
IGSF6,-0.261901704
UBE2CP1,-0.49067502
RNASEH2B-AS1,-0.504414597
FAM66C,-0.646919476
CHAC1,-0.19961451
FALEC,-0.477787572
KLC4,-0.121598133
LINC02454,0.47739273
TRPM6,0.629959563
BOD1,0.132193228
TICRR,0.067481823
ADAM19,-0.591218951
GSS,-0.110401622
GIN1,0.198660221
NAP1L5,-0.095111805
RALGPS1,-0.50854266
C12orf43,-0.110525788
HEG1,0.894245953
RASGEF1A,0.581849623
TBC1D22B,-0.151906194
ERICH6B,-0.837586848
TPTE2,-0.684907905
MIR647,-0.689839003
ZSWIM1,0.152291154
PITPNM2-AS1,-1.151952778
HNRNPA3P1,-0.398117872
KLK7,0.864085948
PHF2,0.16067782
DTX1,-0.325108236
UBAC2-AS1,0.438441919
ENTPD5,0.094944103
IRX3,-1.043792909
MTX1P1,0.207846507
ARHGEF4,-0.781624916
SNW1,0.157215954
H3P6,-0.133887764
IFNGR2,0.179877171
GPR107,-0.06655445
MRPS11,-0.12218996
DCLK3,-0.729372682
ZNF257,0.574657248
ATXN3,0.109076725
CRYBB1,0.384552211
RNU6-701P,-0.80519752
HNRNPC,0.124484967
GAS5-AS1,-0.487714792
GNAT2,0.492656421
CYP27B1,-0.426172633
FRG1HP,0.124481796
CLEC12B,0.675256931
AGAP5,-0.442451352
MYO1H,0.783184652
IQSEC2,-0.259344514
CACNB2,-0.234652186
VIM-AS1,0.595034705
CMTM4,-0.323774461
CMTM1,-0.568075805
EVC2,0.46554273
ZSCAN16-AS1,0.152545072
RPS10P7,0.440547741
GOLGA8H,0.284553785
BACE2,-0.212567582
INPP4B,0.280407726
NOL3,0.153889144
SRRT,-0.115667182
SNORA74B,-0.541909246
UBXN7,0.121511494
SHISA5,-0.090148796
MYL12B,-0.097593002
MTND4LP30,-0.59964871
ERBIN-DT,0.85965383
HMGN2P5,0.138235215
TJAP1,-0.141592529
CCDC146,0.27771448
ZNF491,-0.309185715
UNK,-0.139329207
MYO1E,-0.183735466
URAHP,-0.729649546
SAPCD2,0.110508624
EMC6,-0.569369751
NHEJ1,-0.180560492
ASAH2B,-0.238201029
ALG14,0.282778095
NBPF20,-0.357403837
CZIB,-0.088790783
SPTA1,0.09604526
SMAD9,0.406409867
CEACAM21,-0.663130697
ZNF625,-0.750720712
NDE1,0.110964194
MRGBP,-0.058616186
CYB5B,0.110340203
ARHGAP15,-0.114539613
TBC1D9B,0.108938324
CCDC144NL-AS1,-0.645188569
TM4SF19-AS1,-0.673339044
ACTB,-0.053350033
CBWD1,0.085596993
PCNPP1,-0.446228083
SNHG29,-0.083164422
E2F3-IT1,-0.677730087
RARRES1,0.259452851
ZNF827,0.245499902
LINC01018,-0.643221565
MCAM,-0.689129678
PIMREG,0.251227006
CHMP5P1,-0.774872224
PDPR,0.155993815
SLC25A35,0.137987781
ZHX2,0.20902307
HNRNPCL1,-0.614728256
UBE2Q2P2,-0.162213777
PCDH9,-0.460084155
RPL3L,0.854037134
SIMC1,0.344633252
PNMA6A,0.156600921
CTTN-DT,0.34360806
RREB1,-0.17043726
METTL15P1,0.772819511
FAM86DP,-0.128223165
RHEBP2,0.209942715
SLC10A4,-0.158158216
MPRIP,0.111360802
RNU2-17P,-0.560705531
SASH1,1.041692222
PHF20,0.070163348
DGCR8,-0.157727387
SNRNP200,-0.11417878
CETN2,0.122080168
MIR181A2HG,-0.778353389
DPY19L2,-0.084201667
ERRFI1,0.441170567
KCNV2,0.799149251
RNF125,0.591783095
PDE4B,0.59261242
GPR3,0.396244015
PFN4,-0.291823653
RNU7-19P,-1.000122256
CLDN12,0.268280137
DUSP18,0.294804813
TBX19,0.57849982
DNAI1,-0.888636552
FAM120B,0.083062343
PKN3,-0.115740833
ARL4D,-0.430011036
FAM184B,-0.321496721
TNFRSF10C,-0.433049568
MAP4K2,-0.105874514
CTSZ,-0.062589308
RERE-AS1,-0.50778141
C1orf116,0.185467214
RTP4,-0.983494235
CHKB,0.30227394
SPEG,-0.423422668
FZD4,-0.298277811
ITGBL1,-0.650323423
PPIAP3,-0.742522083
SORCS2,0.751532938
HNRNPA1,0.109861871
GLMP,-0.096690183
EEF2,0.103791877
MAP3K10,-0.20051454
MAP1LC3B2,0.326350778
DHRS13,-0.132010766
NUCB1,-0.13722787
HMGA1P3,0.416859744
KPNA4P1,0.609343809
GMIP,-0.181226837
MIR4422HG,-0.741552881
DSTNP1,-0.610790645
NUF2,0.135920736
FRMD3,0.30979386
SYNJ2BP,0.149018263
MEIOSIN,-0.773912228
SMARCE1P1,-0.333787786
TPT1P9,0.448228149
TMEM178A,0.874880759
MAPK3,-0.112670501
SYT14,-0.970516452
IARS2,0.091346111
SMIM8,-0.153067772
COG7,0.094628516
ALKAL2,-0.902444271
SELENOP,-0.521169683
FES,-0.127452694
RPS18P12,-0.599452339
ZNF528,-0.121664412
MRPL34,-0.137966787
RHEBP1,-0.538698409
SPATA5L1,0.106060288
ITGA9,-0.189666761
LINC00664,0.730548156
DNAJC15,-0.120388716
SMCR2,-0.854974926
MACC1,0.153262673
FMC1,0.521839697
PNO1,-0.101883986
BDH1,-0.098301658
MYO7A,-0.77383617
AP4B1-AS1,-0.841568686
RAD1,-0.087694694
YAP1,-0.835424983
DNMT1,0.137040318
ZNF602P,-0.550795589
TMEM106C,0.136676294
TICAM1,-0.118111574
SLC12A3,-1.665182616
OTUB2,-0.464978026
SNRPC,-0.098669116
MCM3,0.147880712
RAPGEF5,0.423277275
VASH1-AS1,0.587455994
MED18,-0.135361741
PIM2,0.125325204
ST20-AS1,-0.329533011
LINC00907,-0.753831622
SMIM20,0.125090764
GIMAP2,-0.302997768
TOR4A,0.147723849
CCDC163,0.373060062
COL16A1,-0.611666919
H3-3A-DT,-0.398454171
METTL2A,0.074540176
FMN2,0.509338904
CYSTM1,0.138969256
CSK,0.101933231
C3orf52,0.471446535
TASL,0.305517507
NBPF15,0.29351429
KBTBD6,-0.144063735
SDHAP3,0.12809001
MIR4432HG,0.650724663
ANXA8,-0.369348922
HAT1,0.125296974
CMTM7,0.275158648
CAPS2,-0.189214773
STARD13,0.237840247
CREBBP,-0.139048452
CCDC144CP,-0.27300413
KCNB1,0.609226382
GPRASP1,-0.174238117
LINC01505,-0.950312095
IQANK1,-0.645484325
MT-ND5,-0.102895958
ASH1L,0.120684299
BCS1L,-0.075871355
IRX5,0.462117488
LPIN3,-0.254238995
SETP11,-0.340775515
NCF1C,0.210113575
LINC02160,-0.73900027
OPHN1,-0.140534819
TRAPPC9,-0.136994497
SMARCE1,0.111233552
FMR1-IT1,0.650510857
SCAI,-0.174949064
RBMX2P3,-0.622846
ALS2CL,0.476667387
LINC01845,-0.596890352
PLEKHA2,0.109895107
HSD11B1L,-0.247570115
NATD1,-0.139142216
CACNA1B,0.875154794
C2orf15,0.322505948
ABCG2,0.154329165
PER2,-0.132431926
ZAP70,-0.507295736
MORC1,-0.54844371
FAM3A,-0.085230144
BMF,-0.099097789
ZNF251,0.141604594
FLT3,-0.54761066
MEIS3,-0.592692812
MTND4P23,0.482583779
BCL3,0.404515306
SERPINE3,-0.494906697
RUBCNL,0.603323067
C1QTNF12,-0.568077441
RAB29,0.10834134
SLC7A14-AS1,0.405377095
RHOXF1P1,-0.686290654
ERBB2,-0.216665376
DDAH1,0.517547709
MED30,-0.173158619
FJX1,-0.282113843
RN7SKP271,0.894305443
NUP93-DT,-0.430612849
ZC4H2,0.170429813
ANKRD2,0.341610787
AEBP2,-0.150702186
ZSWIM7,-0.072292392
ZKSCAN8P1,0.299426929
RARS2,0.17241018
PELO,0.172390445
SLC2A13,0.233746792
EDC3,0.067739183
ZNF132-DT,-0.255691225
ZNF665,-0.319833365
EHD2,-0.146737649
EPPK1,-0.659464755
SND1,0.062477904
SEPSECS-AS1,-0.305190367
RPL37AP8,-0.633141414
DNAJB13,-0.356790496
PEG10,0.987922737
MTND1P9,-0.514294794
WDR59,0.063818093
PACSIN1,0.372000309
FPGT,0.195471857
RFX5-AS1,-0.633448315
JCHAIN,-0.867312755
EZR,0.180756183
H6PD,0.133502493
MIR486-1,-0.406958684
CASC3,0.165700621
CSNK1E,0.157766991
MSTO2P,-0.167503954
ADGRG3,-0.482297834
NEBL,0.664584835
GPR55,-0.943356239
NRG4,-0.845391533
SAP30BP,0.06732852
LINC02560,0.89158821
OR5C1,-0.619025396
FAAHP1,0.54725138
FHIT,-0.176360352
INPP5E,-0.192731863
C1QA,0.614066486
ZNF266,0.091214186
MRPL46,0.141426169
TARS1-DT,-0.519767056
PIWIL4,0.445519832
LINC02323,0.792933522
SPESP1,0.215557214
SPINT1,0.229797
PALMD,-0.252679607
PLRG1,0.101261335
LAT,-0.222312676
KMT2C,0.102335734
TDGF1P6,-0.699382122
GDF15,-0.078219081
C2orf16,0.4611609
VASH1,-0.170035689
INHBC,-0.537315347
HYAL2,-0.198427134
ZNF552,0.148762395
ANKRD36BP2,-0.106015835
TOR2A,0.108733928
MIR202HG,0.65260208
SH3D21,-0.191974335
METTL21A,0.130496827
FREM1,0.242684438
CCDC62,-0.37499609
POLR1D,0.081380365
NTRK2,-0.749606458
PLEKHG4,-0.184233245
ANKRD53,0.203803018
TERT,0.449139966
TYW1,0.066859407
RIC3,-0.280986452
APBA3,0.153461588
CD69,0.431133318
LINC01137,-0.433776147
TMEM19,0.121750056
TMCC1-DT,-0.096780188
ID2-AS1,-0.16137502
LINC01091,-0.782327794
SNORA51,-0.616717895
ZNF439,-0.173661012
LRRC7,0.285180928
EPCAM,-0.107002742
MIR3142HG,-0.305319831
LINC01515,-0.264760915
PRSS30P,-0.672951848
JTBP1,0.595197374
MARVELD1,0.083785006
BTBD7P1,-0.590188157
DNAAF10,0.158901441
ACVR2A,0.343658528
RNU7-18P,0.302634979
TTC29,0.18550184
CHMP4A,-0.131204273
ATP6V0E2-AS1,0.463016049
SEC11B,0.337695988
RNU6-323P,-0.412564966
HSD17B1,-0.43851828
ERVW-1,-0.317400689
TSPYL2,0.06276859
ZDHHC13,0.17911306
CDON,0.817295231
SDCBP2-AS1,0.231297767
WASF4P,-0.613711434
SLC35D2,-0.233243115
ATP23,-0.206508157
TCEA2,-0.112639716
PDCL,-0.085253026
STK10,0.105783915
KRT8P42,-0.61166241
TTC30A,0.243247437
MT-TY,-0.750140286
MUTYH,-0.148804967
TRIM67,-0.169034793
ITIH2,0.602375845
FTH1P23,-0.254469388
OLFM5P,-0.485946943
C11orf96,-0.166168288
TESMIN,0.159804425
COL21A1,0.621901124
MTND3P23,0.563003046
LBHD1,0.0825799
PGPEP1,-0.140267279
GOLM1,-0.059107209
CMC1,0.107546864
CCDC127,0.077858771
NTAQ1,-0.143835515
RPL7P9,-0.085356018
COL19A1,-0.724479258
GPR1-AS,0.340547918
GPC2,0.344122626
UBE2D4,0.148830322
LRRC8D-DT,-0.320866108
GATC,-0.11678904
ANK2,0.501877764
ZSCAN20,-0.122790165
GPR157,-0.479064204
MRPS9-AS2,-0.536895856
UNC5CL,0.172794854
MIR34AHG,-0.081011922
IPO9,0.056449092
SEMA4D,-0.12900702
RPL11P3,-0.710459974
TACO1,-0.109975795
DNAH8,0.41555937
MYCBP,0.102089111
BRPF3,0.144351622
FKBP10,-0.478907012
COQ10B,0.116205956
RPP40,-0.182156188
KLF7,-0.199703693
ZNF79,0.091528862
UPF3AP1,0.239991144
SNORD100,-0.660225047
NPM1P46,-0.340085558
WDR73,0.139212807
SLC27A6,0.609854942
ATP5PB,-0.13001276
CASC11,-0.642713252
CD276,0.11121122
LINC00996,-0.776801158
RN7SL329P,0.738732075
CCNDBP1,0.114930142
PHF13,-0.078774502
COQ9,0.083445672
GPR75,0.420745601
NSUN6,0.087471766
ZNF223,-0.530290346
PCDH12,-0.475226586
DNAH5,0.92820806
MCPH1-DT,-0.25053058
PRXL2C,0.14060466
SIL1,0.075450622
TMEM9B,0.118036912
VTI1B,0.106398477
P4HB,-0.044922631
PKHD1,-0.692034096
LINC01572,0.171709446
SHROOM1,-0.35550595
KDM2B,0.149000553
GALNT13,-1.028696169
TTF1,-0.052455813
LRRC8C-DT,-0.383168316
SNX29P2,-0.482749798
CADM1,0.625200648
PEBP1,-0.072731374
CFAP418-AS1,-0.307127383
ZFC3H1,0.147706799
DYNLT5,-0.185274551
FYB1,0.161793079
KLK14,-0.398024299
FLRT2,-0.756933091
FAM166B,-0.680581501
KRT7,-1.683486924
RAB11B,-0.079958978
PLXNA1,-0.128639977
WDR55,-0.069654647
MED15,-0.07544055
TCEAL3,-0.0666087
RN7SL834P,-0.323173524
CNNM1,0.50951075
SALL4,0.251915283
SNRPD3,0.119927905
LIAS,0.073041375
PNLDC1,-0.634639589
HLA-DRB5,-0.458602412
CACNA2D4,0.132979964
