L1	L2	L3	L4	R1_1	R1_2	R1_3	R1_4
id	L1	L2	L3	L4	R1_1	R1_2	R1_3	R1_4
ATP6V1G1	10.1569600012665	9.32498057038048	9.64504646890628	9.77539735869615	10.4902090956486	10.4200253501261	10.5354399035651	10.6056719636943
ZNF304	6.22430627041072	6.15330300299358	5.91611374193866	6.05088875348282	6.71748834340229	6.55358105810396	6.88403325399585	6.5783519082922
CICP14	5.62112571811273	7.61978714201338	6.82072815054893	6.69644675451324	5.74015301641053	5.5421924159365	5.40217280108874	5.70871527527046
KLHL28	4.32831314841644	3.84513769580707	4.16283783185795	4.25771542646712	5.14548125095464	4.59879116759361	5.16100412473261	5.10235937598828
ACSL1	6.06586940742426	5.25608141640127	5.52739579045865	5.7501610189284	6.56541962555845	6.24632233997022	6.71040455830502	6.54567493444599
OXSM	7.46015850349461	6.37862184338478	6.84824006871491	6.9144784415353	7.81502240309821	7.822671132076	7.96699383960267	7.91566834187047
PARP10	8.60276642519769	9.66785351279248	9.17641796739727	8.93245063939004	8.33848067501055	8.28253323818662	8.27237845920867	8.41628399608873
PDE8A	5.32489871649922	5.36027583245999	5.36392942092885	5.02838207475455	6.02294085000081	6.05650805766491	5.98130575022494	5.71504631766117
SLC12A6	7.83960653835652	7.51694670157943	7.21010523640967	7.6511216982101	8.43346184291314	7.98407789923196	8.57986970037502	8.2530193339051
HERPUD2	5.80337610947804	5.33675792063464	5.76070630077041	5.57515016712232	6.23249307240144	6.17634532823707	6.38690511959669	6.27530757806178
NUP160	8.66774142713354	8.0610740797467	8.04543983337493	8.28693249337451	9.03117028754916	8.7900381348361	9.16540311230176	9.00131996023987
SLC25A24	3.95420547889567	3.86255369921501	4.10629438239115	4.31522496765221	4.72326843191837	5.13747907412722	4.88079658077257	4.84128722332655
FAM114A2	8.76750377791788	8.06594288482222	8.04815590395638	8.20236096315547	9.08345867480172	8.91863321357461	9.17071189374217	9.11063739141765
MMS22L	7.29458910841802	6.6628152266872	7.08985385892133	7.25660232457055	7.69528095077967	7.73600060618117	7.82985526505503	7.76000938088709
CSNK2B	6.06779328156454	6.57378891742042	6.52423549948633	6.34469365088024	5.73437823378712	5.86987602261968	5.7606431041664	5.48123505150605
TTC17	8.8802170855156	8.26985617186766	8.26132610897463	8.67360770543153	9.35987762515911	9.07169840532767	9.44002169940384	9.23208723763392
DNA2	6.21935363733444	5.61921992519199	5.94348450538245	5.85084307179409	6.70470257644664	6.34435037084093	6.95203450597714	6.71117223696823
GDAP1	6.51461762776167	5.50817741910775	5.82211460207753	5.81496044880323	6.84021095231968	6.78809209733998	6.95787552629801	6.985906787703
CFAP58	6.80422145886486	6.00622079454701	6.20308262673314	6.46141377248511	7.23739683996063	7.13226450793032	7.1011804318396	7.1899616282566
ZNF550	6.11750729170002	5.7607019594354	6.08773768896383	5.98798850430109	6.63337805651467	6.4356428850113	6.57558667822726	6.64660483417335
POLE3	11.4311225776717	11.0511303060672	10.7745243421545	10.9189501998703	11.763455447776	11.620086581717	11.8091312621336	11.7065420577253
CSNK1G3	5.76094392700294	4.95589406893389	5.56041214678868	5.74271996739965	6.54944627530163	6.26183795044454	6.58406369163818	6.2666213371951
RGPD8	4.43710557287001	4.68983362782308	4.5849710346471	5.12049168337709	5.55705998702689	5.48264628131575	5.81385300049542	5.51649656389594
FRG1-DT	6.16892836812379	6.28837557301779	6.01954219715904	6.1109299423613	5.62161158028853	5.62947232985002	5.6040988443875	5.51060764579648
MOB3B	6.27095390452949	5.82228941904079	5.61432063952734	5.91188253812486	6.58198674843959	6.57374343727771	6.59826890715957	6.61571643017669
PRKACB	6.00283871588184	5.61246996624369	5.26074401975254	5.49491534648087	6.22171773762442	6.34530918403413	6.57863142530709	6.40694669875225
VAMP2	8.10088269009833	8.86995637261398	8.70559634029221	8.53723364726323	7.92320908966775	7.99944418975636	7.81824902032099	7.91021853653502
MED20	6.38836917018491	5.61648343189899	5.78790975599712	5.68412010920997	6.8346436420064	6.63071898235748	6.70443236887601	6.66529672138589
KCND1	5.38068391861389	5.63578702491252	5.58852694769002	5.56345496784014	4.88973238934835	5.03264365237795	4.86548387646587	4.97122400090233
LINC01004	6.59338736937611	7.25327316836276	6.89920616822686	7.04221405075246	6.35129219090465	6.45121302731937	6.18814521481691	6.18032167376374
ZFP91	8.01010884598866	7.41701274045335	7.34756023493246	7.5963653714527	8.35285307830677	8.11095605695944	8.58377518083253	8.38608490728923
STK17B	5.9463151339302	5.29027401862137	5.53392162581498	5.9965387493586	6.58679297634834	6.28230644086509	6.93096027345955	6.60927492956734
COA8	6.44962728611941	6.02909802344362	6.31524598232027	6.53347807124979	5.67760954929501	5.8331771474284	5.39441299233664	5.69969235062573
RBBP5	7.84386553229563	7.33102456211779	7.50044879802684	7.57299009095555	8.30820329554444	7.91809639599282	8.4391506729901	8.24546567455112
FARSB	8.79002037908833	8.12437661741308	8.14197665531742	8.34820058766254	8.93477439504242	9.04934098630796	9.28548533564573	9.17232257114198
ITGB4	5.88082467973212	6.86403490095084	6.80571791483633	6.47441847854499	5.79264204495886	5.83449666523736	5.58955886704265	5.61982130077762
MKRN2	6.15634001548533	6.08411340444422	5.93798578538227	5.64178248465025	6.6707945866378	6.52409790950109	6.7202612365006	6.49884072403068
SMAP1	6.05823400763004	5.38716937249255	5.2835264626846	5.39897252775637	6.52434982204819	6.14858521651572	6.61885594367295	6.42482543782939
BRCC3	6.83670747312375	6.18690218347995	6.16487679332122	6.25057538921555	7.14127373255934	7.01483161329165	7.35986194182354	7.09912471889618
PAPSS1	7.23909251574246	5.92436925806794	6.16779916491029	6.4819914963599	7.68835449214989	7.62424038879981	7.86374911510166	7.77746547671514
ANXA2R	4.83678686488737	4.52657829887486	4.04130870366258	4.20455743609106	3.52846319339544	3.66723921760451	3.42536850833212	3.69085319584336
DGAT1	6.45255294745112	7.74006983322074	7.16550639435653	7.02767446767188	6.01630327137953	6.17107754486809	6.28496219470692	6.38425026216852
CEACAM4	2.53628646449669	2.89924598451302	3.02691885092374	2.89834333854708	2.11164593252784	2.09698810842286	1.99718073115538	2.16640817561536
IFITM10	3.49097925036817	5.10026179311652	4.42607504454515	4.13539055211144	3.30795763735669	3.44202774818265	3.3339185202602	3.15393431910831
CALCOCO2	11.4200533195388	10.750537947333	10.8320334649606	11.0713800258949	11.7380977814235	11.6028422279622	11.8301047083147	11.7456556768474
MEX3D	5.00109847228854	4.70918850105681	4.96897204388068	4.85559448510094	4.34583787535376	3.98397251401803	3.96167099335107	4.23823136064003
ASPM	10.5070011351357	9.86858084467599	10.1112808250442	10.2742042663171	10.7921998614698	10.7185526415213	10.9954636422408	10.9025237557495
CREM	7.07493238687264	6.36896522018759	6.55495504420455	6.83168640983693	7.51496597388819	7.61319079112694	7.34943294327936	7.35383433303937
YY1AP1	8.80993318856419	8.25439795111522	8.1950416454656	8.23208355046149	9.161095865584	8.86854679118415	9.20215774881542	9.19137360787069
ORM1	3.80737128059693	3.73105395000914	3.83248318211416	3.80847376587842	3.1638786948327	2.9852162815759	2.75781691011809	3.11236138231626
PLCH2	3.39213061260563	4.80413833203567	3.97619005161852	4.13467988212444	2.93390564542591	3.27170301036736	3.0522098674033	2.6737809019013
PDE3A	3.3280493197715	3.23015285020325	2.97970335593999	3.02046446207607	3.78220684773629	3.94856117571053	4.04532717290659	3.95016864142591
C2orf69	6.59856004740834	5.95397291844132	6.09021651040685	6.07574623947025	7.05749819162041	6.66408255849193	7.13740435321439	6.94857640559949
ZNF189	5.92815603997387	5.33483284343918	5.77388622289975	5.4625829010518	6.46617346069535	6.0858110465172	6.57652642909996	6.47220086999182
OLA1	10.3292765352066	9.67736700312108	9.76596735184696	9.97223455004077	10.6003307302365	10.6025034008741	10.6257647496873	10.6169861517789
TSC22D1	10.8538977312552	9.89052034024769	10.1034320148883	10.3124542090655	11.0551507527243	11.1656409686785	11.3207589845474	11.3110487932649
MISP3	4.69915764737249	5.15329258438982	5.65782141513934	5.25702458252043	4.40850171077105	4.56747250748858	4.29058209369115	4.34425994965416
NUP58	7.25604052331657	6.55956069890613	6.89109779086282	6.98106384686807	7.7300571924163	7.43454600493531	7.75313579684723	7.61107057735751
SPART	10.9091167530214	9.99976246623254	10.2551539563863	10.3843452129953	11.1487567716397	11.1565904226992	11.3745392155291	11.3170540976515
P2RY11	7.15189174324393	8.25156963163565	7.88952443476803	7.80984149744816	7.06743007864514	7.10925118237365	6.93525935607948	6.92217563560257
ADM	3.84690350356227	4.30020152029733	4.34643425486745	4.42097636592913	3.52180250042293	3.50322989096605	3.40038658543431	3.02910221201111
SPOPL	4.10510028924595	4.74422184165993	4.66618594995403	4.89058934638346	5.37373809585963	5.50351265168718	5.90520145098672	5.48767890030277
SLC40A1	10.3960869189601	9.64244296883823	9.95915904295342	9.92882223632044	10.6717362650208	10.5607113614701	10.8870517913038	10.7690416405306
CEP97	5.3296978241774	5.0725323699834	5.48048425965479	5.60941565435298	5.9256721582715	6.07454499707583	6.36906493403512	6.1267008428311
RHOT2	9.47554010361829	10.2542642267901	9.99218127792947	9.79839414286926	9.23704225399483	9.26515269073571	9.23288235973623	9.31555593970725
PSMD10	7.51091269299774	6.3810918890654	6.45402591782209	6.56532635357447	7.81846774120867	7.83830407852119	8.01144186675286	7.96903573082575
CLTCL1	5.20467012035979	5.06742113666537	4.70065459340787	4.80689021954591	4.29822703124123	4.34252900769361	4.14676285560948	4.13044080041161
HAUS3	8.69419631512286	7.77914837760181	8.04259297152813	8.2355828825509	8.98361541497451	9.0074120942522	9.14761470574993	9.02764402500699
KIF20A	9.08090783970018	8.17513037560634	8.48082222148838	8.54809437536711	9.40676779065478	9.32467002155258	9.43872558945064	9.45491277002546
MICALL2	11.0537125413156	11.8575046487157	11.6137245640113	11.4954661896592	10.8711489211554	10.9780906161081	10.7016616920242	10.8723947266145
ANKRD13D	7.53197512827502	8.12836918171507	7.76282584326533	7.55189827613408	7.11164727353536	7.25619209866496	6.99517499594122	7.11911471860397
MIR29B2CHG	6.18840840148898	6.95283058916685	6.71542807314893	6.55654612961671	6.05562726946859	5.92772052408953	5.5762195001087	5.82793807364027
FRMD5	4.59308503928683	5.39550726188608	4.7863256662009	4.95512263242104	4.16297164054533	4.33892323287303	4.07617153943345	3.94282230469973
NCAPH2	9.96205453364248	10.6749566565014	10.4966618423615	10.4414881185003	9.74499070670806	9.89210521134727	9.65891302816197	9.83972906818787
CAPN7	6.62265434358976	6.15966531736549	6.37818640827905	6.67830202720631	7.15195254994327	6.92830301593708	7.2205940836193	7.15085177496102
ATP1B4	5.11697683805081	4.59601812047797	5.18117085257687	4.97362512846236	5.65335305023762	5.63351203278347	5.67139955739553	5.92480183741342
SLC34A3	4.81989770395793	6.21490003637414	5.65412383375892	5.0848178424927	4.4757670423345	4.66518468160779	4.47603631621422	4.15685240896846
MT-TC	7.92070806367867	7.7062928453841	8.01427094034266	7.77200728369476	8.13749860892609	8.45206371035468	8.90582808605846	8.65494686054125
STARD10	5.82947511113889	6.36373006236669	6.22486497166443	5.97870583608816	5.19866516984785	5.60399448335478	5.4810072248926	5.36734385231171
C11orf54	5.40746617951976	5.11116305147841	5.01450972061957	5.21746119379399	5.88566312845215	5.74938200962844	5.72125194804841	6.06438310292491
LRRC29	4.12500713771019	5.41033704862249	4.3678797663767	4.67926988930119	3.85233951275178	3.83804584875532	3.45329693214719	3.47133164343095
HDAC7	10.1478804594672	10.7893680225579	10.8436973957754	10.6134012992884	10.0298093786116	10.0651222308558	9.87621057635919	9.9942878855974
LY9	4.89979919121558	4.47560425327633	4.82844575025662	4.84925742542269	4.02273442383728	4.15957144178725	3.67176893614951	4.08867622143787
MIR4435-2HG	9.37889500284702	10.0657411143054	9.97209134621989	9.7349444111051	9.13381912986782	9.31005545814705	9.15806611254985	9.13690832991466
NBEAL2	7.8412789793218	8.88241244955937	8.35814486992426	8.25836535847382	7.6113927345229	7.63160909445246	7.53873907331497	7.64371219599993
ZNF614	5.21190735123665	4.74391076143648	5.06260347328417	4.878459766194	5.59961305180645	5.52462505058612	5.87289180403152	5.70526703642431
SMIM6	3.07133783910548	3.74140892814233	3.77295213704636	3.80512937255908	2.61930810371004	3.00165063873993	2.66033661786622	2.77812663412679
TMEM233	2.41461447260135	2.29472901402961	2.25525484237809	2.23426972925959	3.03858570533586	3.07863942134923	2.94150911362576	3.22073978852796
SCAPER	5.18914984865345	4.88769767983302	5.07921612917092	5.13803199679809	5.67476199607814	5.61579702264939	6.01265591215543	5.69512485022183
CC2D1A	9.4634704017257	10.3499096878484	9.95614537614895	9.79854253215636	9.25917950873051	9.26311145301095	9.17245637260678	9.24172461449407
EXOC1	7.80025116012795	7.19924952976445	7.37671783123637	7.6188316537081	8.07793124164576	8.09385860660407	8.26568463144494	8.1180184758891
EIF2AK1	12.0308703677074	11.4768078428698	11.3763472294488	11.5914686366667	12.3157215632845	12.170266278919	12.394426697289	12.3308010062684
CTH	4.67998774991991	4.38332984088539	4.84563601186485	4.94566903463435	5.43151125819128	5.42420381977487	5.43172576733605	5.54553537820969
DNAJB4	6.6250182043507	5.91668352901558	5.66299391210719	5.7656535043545	6.97482782089168	6.75366711239932	7.21751265424699	7.05959532132628
PMS1	6.84433652710615	6.08567853197053	6.72401279675966	6.46310483430164	7.28588541266439	7.10481640179576	7.44648170085985	7.40484377087581
SENP2	8.95126022435923	8.11958367877733	8.40759930358594	8.5695453471583	9.28708217490964	9.10220976621597	9.49531494180703	9.36575907803896
SMC1B	5.91149823027819	5.6544649127217	5.44814221503178	5.93455449633343	6.28690169710661	6.48690820669867	6.33392233394202	6.51484390972883
RNF213-AS1	3.44874708048224	4.29536340396174	4.17150151112958	4.12614337578668	3.16342050918282	3.33296964397223	3.01398385930799	3.27826963968219
FAM27B	6.39964149365551	6.56135148988695	6.70238564408889	6.68985825459875	5.87467189367012	6.18365252255204	5.75934145155323	6.06713601625436
SIGIRR	4.92609257621007	4.99055034603767	5.02506321343562	5.18365569055748	4.51009069534036	4.43954069640917	4.04903730703173	4.14152613230145
STT3B	9.01984124917525	8.32705302833216	8.4857315444811	8.77153767205175	9.3271061014286	9.27537292654602	9.40324714626874	9.38494712889693
PCBP1	7.17133766401788	6.5784716134484	6.36588942113754	6.58762138290236	7.35871953936372	7.4764195928738	7.51505815906563	7.5088716825996
PDHB	10.1919741586777	9.2655967370319	9.63948414649532	9.72073326963596	10.644351110996	10.3667516768197	10.6052096702817	10.5664709720169
ZC3H15	11.4503520949832	10.4493807553307	10.6589861071551	10.9372231854373	11.846082515328	11.7025210094408	11.8830473494306	11.7994022100133
LONRF1	6.53640750679177	5.9706114536468	5.5914449440478	5.92731137555369	6.93489121151549	6.76661373210054	7.08457520324209	6.82675362112048
HUWE1	11.5944485364147	13.0393899238861	12.5224862282646	12.3794772186896	11.6532343304705	11.4467532011456	11.5910831975496	11.3715693136749
WDR11	8.33625643572598	7.81148515933966	7.64101611343513	8.02164520254478	8.71483783170472	8.47097536921324	8.83750335070076	8.67561873159437
LTB4R	5.6866637101477	6.76625609193821	6.42155605640961	6.1762725341145	5.43389302527639	5.65195505023285	5.32538225988376	5.42764567969467
COP1	8.49963907600647	8.00087289850678	7.90897325681354	8.33341585486644	8.86900791434139	8.75394090020273	8.83574104236815	8.87362374362216
B3GALNT1	6.13604160553073	5.82033193525146	5.65649927826782	5.90163731819913	6.38625650672049	6.41424480563592	6.67498180160543	6.55461343741091
KIF26A	6.80189077838183	7.83026262864058	7.68994871979745	7.53540353770616	6.90154415240924	6.62967698773133	6.47444686428587	6.64692843457902
RBM39	11.7445547633147	10.9263049783369	11.17457347987	11.3404628897417	12.0282643479768	11.9965380328583	12.1630784026731	12.0567446725138
BTBD8	3.76680218287233	3.88848843853015	3.70683571502316	3.85615808622179	4.34873939931839	4.57697496908885	4.8507208978354	4.48347783972317
MGC16275	4.31244799157061	4.40138703851794	4.475164421544	4.38911782521855	5.08660369171448	5.1063617006164	5.15912149342056	4.91678945562843
RPRD1A	7.89199851873554	6.92186464394711	7.32485108902838	7.41142203980314	8.2553944930192	8.04716278746691	8.54885418952875	8.32091348856241
SLC25A10	5.22238073320341	5.52408778460436	4.76777091854738	4.91933740316946	4.26186586558684	4.54737579455089	4.30309020314943	4.13661312901954
IFFO2	5.94643401288234	6.25560637722479	5.95619108795025	5.81977687864426	5.38505904637865	5.38904905011411	5.49522305313872	5.32641056453434
VTA1	7.9795420612321	6.82003487955647	7.31326427254761	7.61926041247731	8.4493687175027	8.25381839201166	8.63077728546447	8.58597387234822
SPIN1	5.23191087609324	5.20420540736953	5.38848258165582	4.97348586787471	5.8896132549733	5.72204777617421	6.26565771021541	5.8204171874887
LNX2	5.59513658274753	5.50708047610078	5.5968891446055	5.55102434185344	6.21855682096163	5.87330712160201	6.51660024942808	6.30117132677174
ZGPAT	8.64303643689185	9.660438876242	9.12551872321913	8.76039631350544	8.22340666411605	8.40689806960688	8.18136447113284	8.31331124644805
GRSF1	9.23246900037707	8.57240964063263	8.71532637011303	8.93016078070083	9.56667468794587	9.48329135744978	9.50316171812477	9.52557334294574
IFI27L2	4.83147804266398	5.37507321307978	5.58173496919594	5.2102341705276	4.45823440532691	4.64185339169541	4.37274633983446	4.61148406067951
FARSA-AS1	4.65707229711468	6.5729105147268	5.76925878148955	5.1297263443045	4.6683550605091	4.5409242633305	4.27007245646295	4.28863503177098
RCE1	6.15675244801892	6.61202724285632	6.79403925861317	6.79800814725539	6.0136534311986	6.00191783291894	5.88273033271315	5.983991415892
ENDOV	5.55568208834978	6.45794951546004	6.56768045896233	6.48154469818333	5.5191245471358	5.43979986502611	5.41769436448594	5.59216035048019
PRG2	6.66648815330607	6.86654095816826	6.36788139090573	6.44811410545474	7.08223818107398	7.24463324966729	7.1547624678879	7.24677993057262
ZNF888	5.80882232636169	5.82861628866193	5.8633066423844	5.90136581036787	6.42368003883192	6.16945613135181	6.68699750238688	6.59294805783853
NEDD9	5.4851595477794	4.82249057711976	4.43366718988471	4.74524891635423	5.87861002160983	5.82498359483791	6.12792211348914	5.8255879394695
CCDC122	4.49679953801622	4.04943239788843	4.12472664559715	4.69850935134334	5.30156738906238	5.18934588806468	5.11681624946369	5.18813455329227
COPS2	9.26080430814255	8.43663190744304	8.86100207156165	9.1258544200543	9.69126059255459	9.51514677946565	9.90476491150471	9.81027914900267
PARP9	7.45786545153427	6.62980873480435	6.90917288688301	6.99617828211485	7.68648532424212	7.69880493523957	7.84958701903889	7.85066798898128
THAP12	7.65439387401382	6.7413373185042	6.99121684672381	7.29306587779892	8.02710963036776	7.83394347904003	8.19836497201126	8.13254080588431
CCDC68	5.74113527625674	5.3296239363292	5.25653779957047	5.71584837417459	6.21861071222787	6.06967504057755	6.3990530380838	6.1950193294567
MTARC1	4.39423986406052	4.528607611308	4.86486211161565	4.5163226290526	3.79438327520723	3.74930897961731	3.60421424957984	4.05906504706044
CD2AP	8.05503402380698	8.56059614373599	8.32471937672147	8.42807070145519	9.13536992267359	8.65387162920659	9.41581207638743	9.01918021598386
ACSF3	7.91609478488034	8.69892071480553	8.46185574990396	8.32608275156308	7.7259026346462	7.81485855144638	7.73458522044478	7.65927955053911
DTNB	5.48325087102286	5.82168147807747	6.15904194115198	5.88910151435575	5.17826035424626	5.18162065406095	4.9965456034035	5.29593113207673
SMG8	7.4337459998023	6.66076233354008	6.79601332327109	6.97879735605064	7.71771467816311	7.65379339059637	7.73189942989138	7.78751279429864
KLF15	5.23860971543189	5.51749830219923	4.55100341480299	5.1450797247319	6.16011397434834	6.09078682005376	5.8752631012228	6.04955755387739
LRMDA	5.38463321667786	5.27270650353119	5.86939519748924	5.06126308946878	4.68571415654922	4.66757266448001	4.6146763939265	4.70688872039676
ERI2	6.91750407241553	6.58005857826466	6.23598967465591	6.76301664834047	7.40255176611225	7.10286399912375	7.65471748236722	7.38032168269575
ZYG11B	5.89670053505852	5.4723335599853	5.55613755254729	5.65096174400508	6.30536810019198	6.12278263269218	6.34177477544461	6.21588613544524
CAPN3	4.52637799548225	4.42309940990129	4.46556030942347	4.07896505670864	3.47046966426673	3.76707681783972	3.74010997847085	3.60894694069337
NR2C1	7.16809854338382	6.53596227172788	6.45356122938677	6.88099470342138	7.55127619609792	7.32942675635916	7.80828446129013	7.53910874585885
SCFD2	4.96120341812373	4.9761645536289	5.01389057423869	5.12718242762125	5.67746758231731	5.4229106389973	5.81981995528738	5.74396142531599
ARHGAP11A	7.42541438063573	6.68096357536921	6.86892076460904	7.10304730174199	7.75165772331335	7.66244235381871	7.89432220558879	7.70295623705376
C20orf144	3.04698358536978	4.60511873992619	3.82475024637726	4.03278787480493	2.92505367793218	2.90526100992868	3.04263936344645	2.96657502205181
IRF7	4.46248979011104	6.5923330602506	6.02633680400897	5.86676486800962	4.83888138177184	4.64796153969476	4.1611917192751	4.50069434373937
ANO6	5.75800731167707	5.62221477957319	5.38637812858785	5.74006526768284	6.41915427590327	5.99780468257484	6.37129107060347	6.31906662378674
CLP1	7.05538325472011	6.45897869305193	6.43045126221437	6.43470951305178	7.20532486142078	7.27817491744313	7.44793156221329	7.3630086768995
SRRM2-AS1	5.40349841037702	5.7811222628193	5.47023418857134	5.35314428376423	4.92501061394434	4.870209967046	4.93300335116241	4.68796036292393
NKRF	7.67622871602877	7.08760335147543	7.27101744911588	7.20113455452898	7.98450686236006	7.78066380418516	8.0552348006107	7.96905560679658
CPLANE1	5.57289840816854	5.07820477917407	5.27383473112014	5.40622986458227	6.07584631223985	5.78809370123769	6.25786698578523	5.99829320380251
SSR1	8.63018459963388	7.92659957732725	8.2836025399455	8.09996698346281	8.86584636945181	8.80363105418318	9.21623796238119	8.98298570506481
ZNF708	5.43036171899027	5.19957986264964	5.30396171164537	5.56242887212803	5.91287249872645	5.91027579817661	6.09527385146906	6.07297823581673
NCK1	5.92733614007678	4.8469096564842	5.25443715185487	5.45493639524466	6.32426118574344	6.28960343665529	6.52793439819249	6.34952554445291
ATXN7L3B	7.8313573606142	6.78743248129491	7.1024303731594	7.42738009828135	8.27912761697342	8.07999394293149	8.37838700768555	8.23723970318281
COMTD1	4.79859027667413	5.0706508299849	5.31688057040436	5.19673895399709	4.23811790439316	4.54652560227911	4.36046984548019	4.50365454851026
PREPL	6.18762724411811	5.8554834267296	5.87629209363659	5.90390669546798	6.46161830758586	6.42094903853954	6.82234439170979	6.58341985546492
ZFHX2	4.87853566811071	5.5943796132458	5.52665388573142	5.14169367692183	4.53330157982277	4.54166718163816	4.28942102644812	4.69386221877501
RN7SL4P	4.39896749652582	5.1204961539748	5.18425697884855	5.73679236256514	4.27773734201783	4.40882280898596	3.83639809477388	3.94130650715694
DNAH1	5.21984693903654	7.0923507437437	6.61048015896054	6.16429618694733	5.23947588713403	5.28645108829772	5.19950162647272	5.36541685555314
PPM1D	6.64451223417556	5.95477152157608	6.02636836079022	6.69787307379145	7.27648889196934	7.09586239908737	7.33507569776156	7.13225311119106
ECT2	7.60946990760701	6.47528524511739	6.58339198184323	6.89039733167013	7.9386538955496	7.77191654495376	8.32268216130878	8.0670866070657
RBM43	4.84023465363287	3.8852295746801	4.48460617646207	4.43983851858372	5.43416006486757	5.19727088923759	5.5692246366979	5.36478978241119
MSANTD4	7.45146714202142	6.41836504840005	6.5092938082067	6.74592537741893	7.94199099932889	7.54429099289735	8.06726190259718	7.77727003754715
PABPC4	11.7038854171456	10.9096668425342	10.9567974859297	11.1799692448484	11.9915643410178	11.888595731698	12.0253393455924	12.0400493460974
GOLGA7	6.08494981535674	5.11524682576525	5.0519070948375	5.55613704300475	6.35367081345831	6.42463938548592	6.74237944427754	6.63995204547272
ACP2	7.79257719922998	8.464757148694	8.44779745721085	8.17665989989564	7.62984470824957	7.63036379380278	7.50050513417497	7.69670226924656
MSH2	8.6085578658082	8.03213754538848	8.28865991761656	8.15885187912289	8.91757707581143	8.73088369359811	9.14154940991362	8.87785249685121
MGME1	8.3996827404804	7.81472199953533	7.79553327426261	7.88385651297223	8.60566751218065	8.58759826462411	8.66933750406147	8.67704903212449
USP16	8.72083906800348	7.64323723623832	8.10919744119932	8.24578757825688	9.11554259325075	8.96258607358517	9.2513926073646	9.13295899161845
NKG7	5.48856274325	4.36944884409051	5.10878609999403	4.86420982815551	4.25132371293435	3.79177786173772	4.09411667991573	4.13270522896346
DGCR6L	7.91814023191221	8.37834857118191	8.47922616957478	8.16017541155076	7.44993278408991	7.74453269495313	7.46542618433131	7.78384858347872
CIRBP-AS1	4.57884207791156	5.15730937047449	4.92397656463043	4.94050581995266	4.3443017457269	4.26567604312631	3.8798452123149	3.96392979114448
RIOK1	9.62704773990795	8.96292156899048	9.00281176654639	9.18139925291714	9.85225173810013	9.80043128364138	9.9754963487711	9.91813556808936
ZFAND2A	6.94322115190429	7.50619441382018	7.60292524425878	7.50505376457892	6.82524488306325	6.7818692772313	6.70132993554343	6.87229508784707
TONSL-AS1	4.85783289430573	6.27014991548298	5.62895236921886	5.68031058974498	4.7693203578336	4.88201823332178	4.65376783297008	4.60579863254823
RASL11A	4.95325418822936	4.47162563552382	4.56602386220788	4.62766538130449	5.49378294069412	5.73553201689593	5.23411242710841	5.2186545436351
MAD1L1	4.60798330964225	5.5458170271837	4.9203489872446	5.10586979015506	4.45475751611813	4.09053597933051	4.099252810043	4.25478888913204
CCDC91	8.19039594213106	7.36835045124625	7.45523377962708	7.80127454120496	8.52739337996956	8.40877686389801	8.59077533915699	8.5351909493976
TMSB4XP8	6.04585813998956	5.0808748945512	5.49963903339463	5.6190813895121	4.78893439828114	4.85335749238361	4.8380792579661	4.84489156296968
MROH1	7.69087231085932	8.94009705655136	8.36646694441013	8.23926040996922	7.61385984887057	7.50820675230021	7.47449144837796	7.50771535027105
SLC35G1	4.42320238647655	4.23529853023043	4.20596929778229	4.25933046050096	5.12308663909772	4.65776257240141	5.22700605143423	5.01113326418651
FBXO8	5.60440786509069	4.48025504594295	4.8986898497391	5.1707854146996	6.21176811930408	5.92978466975662	6.09526556396585	6.27987954077886
APBA2	6.69281041429105	6.90699253706004	6.7045958955678	6.51103962690477	6.05780482830429	6.30925542609658	6.17106833040545	5.96579334315641
VPS50	8.60517330795718	7.91365517299589	8.04715541496079	8.17003710227334	8.76933364663931	8.85465070865601	8.9564649364535	8.8867524952814
CHD4	6.83399447824725	7.71831013824895	7.45167939581892	7.18015970131368	6.72920675589065	6.61409469886325	6.53746754342444	6.57484134311805
TGFBR2	5.57085169676499	4.98572941401553	4.90569155805121	5.0622915332607	5.96383734037303	5.73611192852621	6.06860404391646	5.83111808482773
PPP1R37	7.9341106251313	9.02146575440007	8.47003126447824	8.26390672660625	7.62174200106965	7.83138985196753	7.52811501641104	7.65190360738013
PITPNB	8.74674905843683	8.2215007387733	8.34772477719134	8.56052151913255	9.18731900911711	8.79699739587328	9.2562972091055	9.20187604165352
STXBP6	5.00800860619762	4.89707176953435	5.27527340635367	5.19407614038319	5.72585361633378	5.9603093564488	5.61514211778548	5.76026008826022
ABCD3	7.28076139614744	6.6174172812536	6.47479981912103	7.11214058042122	7.59308231566782	7.65086954538666	7.81863576452616	7.78349570314812
KLHL20	6.27348550637505	5.99778803984	5.83004035806292	6.11825331929381	6.94300180564742	6.33468544175297	7.00927714676916	6.78787275757347
NADK2	7.08643511323512	6.65881190344393	6.92266697489826	7.08315639327901	7.41657342388004	7.39856988006391	7.7544863929522	7.58358940621085
BRWD1	7.63070781324915	7.48446695906182	7.41118956363703	8.0262922878046	8.4159264308247	8.25687252494797	8.43652215416675	8.17171222052165
LAMP2	7.08241613066114	5.87119535014996	6.62476764271824	6.55483499714322	7.5791087603571	7.47721096750707	7.62535547883078	7.58293159095407
VPS13C	7.16186706529875	7.02561351831709	6.46017852922829	7.31112934373593	7.86253130913612	7.59243827755263	8.11922991667107	7.7872431473041
