,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RIC3,17.9457545510792,-0.285979242883018,0.560705869595645,-0.510034330636227,0.610027410519482,0.718738104558678
CCL5,1.93140937138478,-0.656252926984517,1.28676938743717,-0.510000419182775,0.610051168122427,0.718738104558678
SHROOM1,8.54491840626194,-0.370617395595438,0.727226211014011,-0.509631514901899,0.610309640722376,0.71879411205726
CTDSP2,252.978181394155,0.101033194201849,0.198241781573771,0.509646318751691,0.610299267476262,0.71879411205726
STARD6,1.53395759401783,-0.858022322961085,1.68335572236668,-0.509709452114355,0.610255030003478,0.71879411205726
TMEM88,1.52689865490492,-0.765595596804465,1.50258402129786,-0.509519325344069,0.610388255918359,0.718836944521793
GP5,2.08339349508517,0.674635930506556,1.32451923180096,0.509344005212554,0.610511117941335,0.718931875684949
SMPDL3B,8.96135919046996,0.273513584781383,0.537216675144676,0.509130854338659,0.610660506025132,0.719058028374921
RNU6-323P,3.82966737589051,-0.420153432586858,0.825564854627783,-0.508928438791511,0.610802385198553,0.719130285868971
AHSA1,3057.04367191874,0.0815588451307134,0.160257821593669,0.508922711663362,0.610806399728379,0.719130285868971
TCEAL3,808.747198490457,-0.0765040495334549,0.150347967809059,-0.508846582021079,0.610859765233292,0.719143354697603
CCDC74B,1.63678916387835,-0.823617842544052,1.61975695457984,-0.508482362255204,0.611115105314519,0.719269510815981
MFHAS1,308.737714013074,0.08785863034349,0.17279612914628,0.508452537551426,0.611136016330686,0.719269510815981
RPL31P52,1.19504758029331,-0.776148207513238,1.52623011256059,-0.508539440498311,0.611075086888781,0.719269510815981
TMEM107,43.9966371103577,-0.139881026609113,0.275044106199402,-0.508576709903035,0.61104895736823,0.719269510815981
SMIM12,442.001956256739,-0.0638669662409819,0.125762091324094,-0.50783956889198,0.611565857702623,0.719725623793756
LRRC8C-DT,4.6950291656929,-0.402847320986044,0.793873986214021,-0.507444919447757,0.611842674583131,0.719902019779544
LINC01137,6.22691703934907,-0.437951684736713,0.862897722801104,-0.507536030243598,0.611778762294151,0.719902019779544
GOLM1,1050.56616537507,-0.0682766754440744,0.134544745511832,-0.507464451207946,0.611828973219175,0.719902019779544
PER2,80.7991554030395,-0.140123406941912,0.276219023733457,-0.507290935461155,0.611950697797688,0.719929552860932
PGPEP1,545.236997392517,-0.147809438901977,0.291359061140488,-0.507310252591409,0.611937145935332,0.719929552860932
NDE1,210.168082176514,0.103395737053175,0.203883474628006,0.5071315232479,0.612062537924747,0.720011344219412
RNF125,2.04723383887469,0.578160639180476,1.14054016002045,0.506918265087756,0.612212169330582,0.720137577681289
TNFRSF9,2.26465514074726,0.60200333396776,1.18798810960794,0.506741884955763,0.612335937695117,0.720193583250348
FAM184B,5.83324715340215,-0.331024744629116,0.653256944029096,-0.506729775557307,0.61234443543243,0.720193583250348
CCDC163,7.41962615368744,0.361349119564853,0.713707148729689,0.506298865309126,0.612646859457985,0.720488879080379
CYSRT1,5.87982170719729,-0.407445038290576,0.804827532651239,-0.50625136661066,0.612680199319071,0.720488879080379
ZHX2,24.8925351491665,0.196934257508892,0.389161744293515,0.506047319390059,0.612823431435763,0.720569074814436
AQP9,1.17262719504268,-1.03950963432023,2.05423063740999,-0.506033556013391,0.612833093249468,0.720569074814436
TICAM1,46.5952336867414,-0.128627171219115,0.254237486568345,-0.505933145246609,0.612903583084245,0.720602160460091
KBTBD6,36.0353313503814,-0.153918116783488,0.304352470279201,-0.505723238067657,0.613050952577741,0.720725624135304
EIF4A2P2,1.17256024645805,-0.815322646892878,1.61297932364824,-0.505476192372248,0.613224415943828,0.720879745563371
FHIT,30.7849776299573,-0.185845317084902,0.367883630400824,-0.505174195661863,0.613436492642032,0.721079234701497
FUS,6797.12062428086,-0.0476236567902161,0.0942904024090732,-0.505074276633201,0.613506667741851,0.72111190602567
C2orf16,4.15403050705988,0.444628050703993,0.88047565702526,0.504986193719649,0.613568533042304,0.721134806224687
WDR55,296.648679111168,-0.0783862289519834,0.155334968294858,-0.504627063773496,0.613820797523862,0.721232019188489
TTF1,529.061307045437,-0.0621354539097204,0.123106381876915,-0.504729754561751,0.613748659526407,0.721232019188489
TEX19,1.55868283176893,0.810354709932258,1.60533116362131,0.504789745752059,0.613706518778019,0.721232019188489
SPATA25,4.37386058794168,0.437118269286526,0.866151461533402,0.504667242046406,0.613792572734491,0.721232019188489
SLC12A2,18.1234870368151,0.203190405193793,0.402890028512744,0.504332177055521,0.614027969671068,0.721425625186661
CAMK2A,1.36924043153417,-0.789859959427435,1.56636116257406,-0.504264264398275,0.614075685955236,0.721431871610049
GCNT2,62.5376008101975,-0.122725972647966,0.243435660930825,-0.504141308544106,0.614162080436862,0.721483554172411
TMEM80,47.9034304599446,0.13879694645534,0.275438140703321,0.503913314622759,0.614322293704139,0.721621941827817
CCDC146,11.0035846437106,0.264622548136708,0.52530321735706,0.503752003401187,0.614435659590998,0.721705284270387
COL19A1,1.80291875134917,-0.729093134990267,1.44839736634341,-0.503379218943844,0.614697679337938,0.72196320935563
GOLGA6A,1.55845688121258,-0.862902050987008,1.71453624735372,-0.503285977370758,0.614763223915216,0.721990354425552
MEIOSIN,1.50990886978691,-0.779538273242568,1.54970842812914,-0.503022542236319,0.614948423431284,0.722158011228055
AICDA,1.37062628620504,-0.75322655296308,1.49764077531642,-0.502942070874064,0.615005001103273,0.722174609646113
ZAP70,2.8443591842408,-0.520766433571568,1.03615977686652,-0.502592790415422,0.615250599165135,0.722413149181891
ZNF485,16.3900554337353,0.21464522722737,0.427234166346392,0.5024065117801,0.615381599422621,0.722517106967699
FAM220CP,1.21511168280118,0.856009726607622,1.7044564104105,0.502218608454446,0.615513754663332,0.722622406375256
TCHP,1920.77223006314,0.07444063673661,0.148266936980161,0.502071724504369,0.615617069044332,0.722693833985739
EVC2,2.81695808272774,0.45633777657521,0.909088435594076,0.501972920024002,0.615686569853318,0.722725559576006
ASH1L,287.679445207514,0.113487032355055,0.226187001606357,0.501739850429433,0.615850528760108,0.722818289773969
ENO3,257.658240189894,-0.0743553376231901,0.148182375965104,-0.501782598226797,0.615820455267046,0.722818289773969
EYA3,234.328034078299,0.0942647897363051,0.187939858349726,0.501568909139504,0.615970794074064,0.722859718681992
RERE-AS1,2.77965725257687,-0.518570110321641,1.0338114140865,-0.501609967984213,0.615941906286233,0.722859718681992
MGAT4A,6.77865892645984,0.351215698487146,0.700427418484228,0.501430539722732,0.616068151080578,0.722866052245762
KIFC1,4312.02488246887,-0.0662287829084198,0.132124783672177,-0.501259347926307,0.616188611329564,0.722866052245762
DNAI1,1.46654655837385,-0.888717336155567,1.77293189298654,-0.501269868104469,0.616181208437921,0.722866052245762
PIWIL4,3.50694108422727,0.429238254983447,0.856121813191134,0.501375211295565,0.616107082166505,0.722866052245762
SMCR2,1.40847729401411,-0.859644229839474,1.71453664204728,-0.501385743971617,0.616099670910802,0.722866052245762
RNU7-18P,28.2687237735609,0.298629713653319,0.596421786319467,0.500702221989861,0.616580708258273,0.723276163461876
OTUB2,3.57533596210301,-0.472956831661708,0.945464884943458,-0.500237332124707,0.616907974544387,0.723610174195006
CRYBB1,5.86462885020949,0.376742920568564,0.75342539736874,0.500040112643268,0.617046833193501,0.723723158943091
FRMD3,7.33848351600853,0.298844129610451,0.597727860756794,0.499966873272528,0.61709840318941,0.723733755877296
CMTM4,5.52574598834082,-0.336956329639807,0.674542453781427,-0.499533169114648,0.617403825742395,0.724042049418075
P4HB,6101.85030902462,-0.0538320725430335,0.107793903221071,-0.499398119322493,0.617498943837231,0.72410368913787
BCL3,4.89534875283094,0.395111635809768,0.791333113901663,0.499298751522822,0.617568934534095,0.724135857011759
SPRY3,1.53426260226237,0.70005904725681,1.40238326853865,0.499192384109305,0.617643859326656,0.724173805570772
RNU4-60P,1.27275658100523,0.697823701174168,1.39848075541079,0.498986988897956,0.61778855017297,0.724293542423557
CCDC144CP,14.570019111752,-0.280840973282538,0.563364344212454,-0.498506829847627,0.618126856508852,0.724640241387496
ARTN,2.38073325737929,0.602383835753035,1.20896638062122,0.498263512872464,0.618298321613394,0.724791315346325
CACNA1E,1.38877124001933,-0.64376291519905,1.29499307100284,-0.497116880093051,0.619106631694566,0.725688849427049
EIF5A2,97.1861104468729,-0.105480568589922,0.212288954916072,-0.496872617002724,0.61927888268139,0.725840751451668
H6PD,131.044771347495,0.125135624372173,0.252032481098351,0.496505941721622,0.619537496315255,0.726087172888773
ZNF835,5.45015208608297,0.347647874870093,0.700262685842523,0.49645351937012,0.619574473298389,0.726087172888773
CHFR,485.758120225683,-0.0791519861133994,0.15953049211918,-0.496155844954502,0.619784461175285,0.726283237389633
ZSCAN16-AS1,37.0869657136288,0.14362943712076,0.289690252892817,0.495803485572924,0.620033065445115,0.726524523693177
RPP40,28.0226763670451,-0.190646524946565,0.384685257217281,-0.495590931468638,0.620183052253935,0.726650229589636
CBWD1,882.129429859059,0.0749482915148177,0.151289958877717,0.495395015444457,0.620321312551419,0.726762179512662
PFN4,8.56019730042626,-0.307799193715414,0.621444600058074,-0.495296272083868,0.620391002016563,0.726793782657106
RHBDL2,6.73233975773822,-0.279692125644457,0.564925679849591,-0.495095435772939,0.620532755480889,0.726909799277612
GDF15,689.741532107586,-0.0874871913861016,0.176779829675811,-0.494893515547225,0.620675288199522,0.727026712702387
NBPF15,10.7913386144082,0.287966774473747,0.582049400860578,0.494746277632069,0.620779230405254,0.727098410225469
SMIM20,116.720470478776,0.112516301132913,0.227481498467972,0.494617372800341,0.620870236637126,0.727154947438099
CTNS,127.293944912551,-0.0890423078994993,0.180098074645345,-0.494410104465827,0.621016579315391,0.727276281715973
SLIT3,1.3076313169306,-0.630300179345815,1.2753296036477,-0.494225318335769,0.621147060984327,0.727379025646822
ADGRB1,1.25779435505824,0.678083138485677,1.37268046666314,0.49398469268965,0.621316990061602,0.727527946177012
CTSK,22.2414938492827,0.184316107885478,0.373174716126473,0.493913708299068,0.621367122874551,0.72753658104256
PACERR,1.17235761612541,0.775651159873514,1.57094121872126,0.493749320872039,0.621483228444834,0.727572391082211
CMC1,116.101338722434,0.0984583635345565,0.199386011448559,0.49380777928826,0.621441938636967,0.727572391082211
ZNF665,5.94419563390672,-0.328345303766323,0.665108784373075,-0.493671578967069,0.621538140234446,0.727586615486006
GMNN,2307.80547253073,0.0939049129894648,0.190264085832166,0.493550385921488,0.621623747267206,0.727636768007121
AKR1C6P,2.60159889765495,0.499467839194158,1.01283071380653,0.49314049464101,0.621913319778171,0.7279256473843
SCAMP3,164.957136448359,-0.109423245793471,0.222036313036885,-0.492816892412071,0.6221419737272,0.728093107020312
INPP4B,13.3163586477547,0.2700204804312,0.547909426917168,0.492819555871634,0.622140091605675,0.728093107020312
OGA,2514.51795831833,0.0793714818738733,0.161102955506382,0.492675516872992,0.622241879651198,0.728109867427628
LAT,13.584015385636,-0.228021687982545,0.462813034847543,-0.492686399936118,0.622234188664204,0.728109867427628
ST20,1.50507720533891,-0.739365986579369,1.50259928977569,-0.492057990184291,0.622678349113934,0.728570493066537
MFSD8,97.6968350105103,-0.0929852429607935,0.189118412363631,-0.491677366569704,0.622947440954179,0.728785114675148
CHMP1B2P,13.8913261773486,0.21522246145048,0.437720079927984,0.49168971523054,0.622938709954116,0.728785114675148
MTND4LP30,1.75912506729241,-0.613960638031812,1.2488662729412,-0.491614395659732,0.62299196474557,0.728787093856712
SPEG,3.27770452008109,-0.435295517824761,0.886473790378701,-0.491041610647962,0.623397017567185,0.729181398587372
ZNF257,2.04620807069538,0.567598962870687,1.15596706414762,0.491016552698428,0.623414740243932,0.729181398587372
NTNG2,1.98405076862618,-0.667153252809905,1.35978507603716,-0.490631397981067,0.623687175140018,0.729449909610078
SPINDOC,94.5644834371266,0.0992337630111029,0.202331749361818,0.490450773663054,0.623814955474274,0.729549210763267
JTBP1,1.98910857336402,0.600822569980722,1.22525684076364,0.490364591318064,0.623875928047376,0.729570372214853
APBA3,58.6714008685063,0.145291611957089,0.296331859487707,0.490300341678639,0.623921385273339,0.72957338811256
MAP1LC3B2,13.7975577732807,0.320946508266138,0.655123359386231,0.489902403368466,0.624202962277158,0.729852487846746
RPL13AP6,2.22111910627989,-0.550495116768286,1.12427031115685,-0.489646583482079,0.624384006757014,0.730014009136988
HMGA1P3,3.3862820601771,0.405250900782569,0.829501787659721,0.488547350724711,0.625162194966603,0.730873625625721
RPL7AP66,21.8220618427104,0.192431339806479,0.394162794680315,0.488202697980539,0.62540627371996,0.7311087425177
PIM2,81.2777994370537,0.117446391555586,0.240671939929398,0.487993704584088,0.625554300229237,0.731231548392448
TPTE2,1.16722769183159,-0.710002672777936,1.45677761747138,-0.487378900020672,0.625989843480268,0.731690402336797
RASGEF1A,1.63662981788441,0.582138339267776,1.19457873005254,0.487316846200814,0.626033811244892,0.731691530315417
SEMA7A,289.77068445649,-0.0920284129497208,0.188872238867373,-0.487252194931323,0.626079620827048,0.731694810658165
IGF1R,280.784722292279,0.0666403692093585,0.136801914558066,0.487130384283276,0.626165935425609,0.731745425224364
DTX1,4.36226009506241,-0.345827441626523,0.710113448908539,-0.487003086842063,0.626256143419688,0.731800582397225
ADGRG3,2.67188229260402,-0.495357763744466,1.01753417775703,-0.486821744736274,0.626384659255228,0.731900492873761
CMTM7,10.9829301899065,0.26176939571893,0.537982557769995,0.486575990128744,0.626558841870054,0.73200348080328
NEBL,1.70124713674586,0.648948673506569,1.33359189320642,0.486617140380382,0.626529674501157,0.73200348080328
PMS2P5,14.3645501425161,0.214280119266128,0.440524344098573,0.486420607933939,0.626668982301815,0.732081890413002
NRG4,1.38819310707674,-0.85824544962426,1.76474768086256,-0.486327569052123,0.626734935558557,0.732108672835977
AGAP12P,1.17613882314443,-0.719737757320529,1.48186292785534,-0.485697930484156,0.627181351174044,0.732579851048696
SMARCE1,82.8579177073879,0.101383582550141,0.208787907930776,0.485581677382176,0.627263789905231,0.732625850167319
HNRNPCL1,1.32942117298289,-0.6191418352792,1.27541696195703,-0.485442685605476,0.627362359454059,0.732640394379603
RARRES1,13.1987048670461,0.250817967996889,0.516671362187857,0.485449719788598,0.627357370824637,0.732640394379603
SSRP1,16414.2325802462,-0.0881974951039234,0.181800409464949,-0.485133643887242,0.627581548070437,0.732846066873824
ZNF682,3.54879811105553,0.399004222258746,0.823089091287424,0.484764318325065,0.62784353625961,0.733101686073103
MIR324,1.64352549687621,-0.72578798608765,1.49798240473274,-0.484510354590675,0.628023717538706,0.733261754883763
HAUS6,566.78801572316,0.113103217592048,0.233973399165883,0.483402036279602,0.628810302639875,0.734129772157093
LINC02580,1.38136902275221,-0.837564691250609,1.7333845514916,-0.48319612086647,0.628956489419257,0.734250062948107
WRNIP1,461.386863561362,-0.0839999441436263,0.173912102606891,-0.483002291873262,0.62909410890357,0.734309958358663
RAB11B,380.885826561818,-0.0888440275406663,0.183938428517832,-0.483009604118984,0.629088916941295,0.734309958358663
HADHAP2,1.17827143430962,-0.715120195979318,1.48204657422258,-0.482522080221697,0.629435116898763,0.734657601456473
LDB1,8190.18530939355,-0.122384064599526,0.253676514516779,-0.482441446472298,0.629492384303555,0.73467300135609
GOLGA8H,15.9533416976401,0.275133622433935,0.570364714664408,0.482381913467103,0.629534667045066,0.73467300135609
TMCC1-DT,99.7365107427998,-0.106221302877817,0.220327780419568,-0.482105809242668,0.629730783274975,0.734701268208626
TARS1-DT,2.14704539325413,-0.529782700732197,1.09905334490565,-0.482035474608992,0.629780745985026,0.734701268208626
RAPGEF5,4.08386299437754,0.412663455444174,0.856142025184416,0.48200350328006,0.629803457607206,0.734701268208626
TPT1P9,2.95603517221948,0.435977429366269,0.9045457601759,0.481984934937385,0.629816648248136,0.734701268208626
CPPED1,208.641508108759,0.0969577696568242,0.20121312246582,0.481866035716902,0.629901115069257,0.734701268208626
RRN3P2,2.93133616766444,-0.461866322368907,0.958354498894864,-0.481936822857839,0.629850826816188,0.734701268208626
SAP30BP,3182.08890396396,0.0576140824038185,0.11946650088302,0.482261403640118,0.629620261701561,0.734701268208626
PTPN1,357.963618339423,0.0979468907648932,0.203267717812182,0.481861516521751,0.629904325631939,0.734701268208626
RITA1,108.402961746217,-0.120962215765477,0.251136988632187,-0.481658303001461,0.630048701427416,0.734819292260434
ENPP1,2.15163882277371,0.54888380732539,1.14032810382759,0.481338489758364,0.630275945693577,0.735033942150529
FLT4,126.493149407317,-0.104918749320263,0.218216451216245,-0.480801281184304,0.63065773959805,0.73542878755814
KLF7,15.8940451905827,-0.208257689095136,0.43346475478469,-0.480448956452252,0.630908190193049,0.735670425996075
HYAL2,16.2929382664939,-0.208989722974674,0.435613454429853,-0.479759568602415,0.631398365261742,0.736052262872197
UCP2,731.456925843051,-0.0613416033992509,0.127835136660071,-0.479849320006327,0.631334540185069,0.736052262872197
POLR1D,1470.13008223584,0.07131344528358,0.14864863090014,0.479745052825192,0.631408688150608,0.736052262872197
BCL2L2-PABPN1,4.39215575583217,-0.53920548989953,1.1237794447746,-0.479814337596895,0.631359416961699,0.736052262872197
ECM2,10.7954615423706,-0.266838964859362,0.556301384109519,-0.479666189014604,0.631464773372531,0.736067213738002
LINC00907,1.16143580050864,-0.759983657229699,1.58514015773114,-0.479442561292174,0.631623821232373,0.736202172781808
TBL1X,162.981154011089,-0.0820194327365517,0.171159863457288,-0.479197815888765,0.631797907892913,0.736354640920469
NTRK2,1.23980322246891,-0.758352092087557,1.5832024910098,-0.478998799202157,0.631939482908975,0.736469198746316
TNMD,1.40102313702415,0.719404700386158,1.50224326403933,0.478886953669392,0.632019052679634,0.736511484236968
ITIH2,1.61697257299731,0.581270970591067,1.21401792500945,0.478799331226135,0.632081392502709,0.736533686716449
CFAP418-AS1,8.59094447500129,-0.319984633727431,0.66939259796978,-0.478022366392938,0.63263428591998,0.737076990888008
ENTPD5,98.0092163749637,0.0851489059311624,0.178122240365963,0.478036351643786,0.63262433210516,0.737076990888008
SLC35E2B,133.782786894794,-0.117085032576311,0.24505035687118,-0.477799885995925,0.632792642308728,0.737186457019032
ANKRD33B,66.8629492152523,0.147528038218713,0.308785528199604,0.477768628208991,0.632814892225682,0.737186457019032
ZNF619,64.1560031741371,0.139795788170986,0.292785587590484,0.47746813400705,0.633028806948596,0.737366555600064
ZBTB32,60.4281161283169,-0.118844725212491,0.248926121685179,-0.477429706484542,0.63305616480786,0.737366555600064
TLR4,10.7516450341128,-0.282560821704939,0.591978713149357,-0.477315848405597,0.633137227190468,0.737410494944611
EIF2D,332.110672604252,-0.0931239090087111,0.195166956405948,-0.477149978273027,0.633255327951595,0.737497563661628
ZNF557,71.0451723601466,-0.104806889921235,0.219702564886369,-0.477039901538891,0.633333708560531,0.737538365009749
CLEC12B,1.20556271495201,0.673343483494293,1.41210781590046,0.476835745764157,0.633479089447676,0.737606699989886
IRX5,3.27264450762757,0.451657873975124,0.947173624617568,0.476848026841421,0.633470343598578,0.737606699989886
ZNF223,2.56572989360842,-0.528884687836134,1.10967003819371,-0.476614371509062,0.633636747740318,0.737739788066342
ASPHD1,11.2556071896535,0.251224703360105,0.527326266763928,0.476412269204433,0.633780695463694,0.737856895881954
GPRASP1,28.2878714068455,-0.183433571802141,0.385438310616193,-0.475909028111111,0.634139190037314,0.738137149781076
TNFRSF10C,4.24021909494,-0.440718433008654,0.926089842384926,-0.475891660655393,0.634151563649707,0.738137149781076
MTHFD1,3518.71148489523,0.0640770122661526,0.134627944266567,0.475956255703337,0.634105542798041,0.738137149781076
SNRPD3,221.088147895366,0.112617159105659,0.236858860301856,0.475461036003205,0.634458399060085,0.73844378274898
ADRB2,2.91681924863638,-0.488253493914026,1.02714490110748,-0.475350160807483,0.634537411761056,0.738485229898384
SELENOP,2.38736117012429,-0.532950900868014,1.12131962902018,-0.475289014010851,0.634580988424611,0.738485433147169
LINC00634,2.87472067773542,-0.540483643827932,1.13756549626348,-0.475123098936491,0.634699235264805,0.738572526879405
NUDCD3,1051.4213474439,-0.108749035340072,0.228938253520734,-0.475014697926937,0.634776497154824,0.738606802493807
TCEA2,99.7185781284037,-0.121010720718327,0.254780885712282,-0.474959965619171,0.634815508649394,0.738606802493807
STING1,141.201046162972,-0.0951147438232759,0.200425279922688,-0.474564605123491,0.635097339487052,0.738884186760491
IQCG,132.174118722597,0.0898342441268435,0.189391735285076,0.474330329101336,0.635264366983477,0.738985127709477
CCDC144NL-AS1,1.33233031961924,-0.64694611529257,1.36411650498219,-0.474260162478582,0.635314396011415,0.738985127709477
DUSP18,8.20605905523779,0.287044785133289,0.605170939394896,0.474320173768261,0.635271607665608,0.738985127709477
TRAM2-AS1,22.3224685222401,0.161582521646051,0.341016628248963,0.473825931819625,0.635624040894112,0.739287786970837
NFE4,1.31598892330634,-0.763488975741908,1.61150657923352,-0.473773415250372,0.635661494174748,0.739287786970837
SYCP1,4.79745965341593,-0.335722824245957,0.708939686525548,-0.473556256797113,0.635816375122661,0.739385628521707
PRCD,2.1921936625175,0.585966423564772,1.23743366125023,0.473533605811843,0.635832531091955,0.739385628521707
GPR3,3.67528610210867,0.386432309840901,0.816641016775491,0.473197282407795,0.636072436432454,0.739614057670895
MIR3138,1.78146737207268,-0.895384543879763,1.89329635144471,-0.472923609236623,0.636267680448524,0.739742062272729
RPS6KB2,616.47258919793,-0.0698058789627405,0.147605762179481,-0.472921096927503,0.636269472898112,0.739742062272729
ZNF132-DT,6.96957633441354,-0.265065310277858,0.560854530310341,-0.472609733813129,0.636491636682345,0.739949794899569
IFT172,352.746870328739,0.0798913126489788,0.169142339379775,0.47233184158343,0.636689945935693,0.740129238268146
KATNBL1P6,4.51413293848526,0.459969008389203,0.9739741855084,0.47225995845989,0.636741247356842,0.740129238268146
RALGPS1,2.23245053867325,-0.546991567969143,1.15836363623331,-0.4722105829805,0.636776486571107,0.740129238268146
ZNF236-DT,3.08069370352662,-0.526177911730933,1.11452518759337,-0.472109484458691,0.636848643015684,0.740162545144253
C17orf75,118.80284578273,0.100825905186667,0.213606742489844,0.47201649166791,0.636915017246191,0.740189127685537
BPNT1,72.682869551216,0.12234421337763,0.259317556713579,0.471793020604316,0.637074533134837,0.7403239435384
PRSS30P,1.70482406539549,-0.686972442506201,1.45681143554152,-0.47155893051515,0.637241647027226,0.740455535865057
FKBP10,2.71015704353576,-0.482070671041625,1.02239217390842,-0.471512481554664,0.637274808534111,0.740455535865057
PNMA6A,26.6955716063319,0.147098055521531,0.312027757865381,0.471426185054324,0.637336420495248,0.740476558192328
CADM1,1.80529021961643,0.620034536028699,1.31598690461867,0.471155551664374,0.637529657261287,0.740650492851345
LINC01091,1.63590930765692,-0.791471397062372,1.68049324101919,-0.470975650328923,0.637658123458152,0.740749161646784
ZNF552,76.3184532294214,0.139463000265426,0.296437617755675,0.470463233786922,0.638024095921987,0.7411014033407
RAB3A,1.82969607120323,0.599942094096417,1.27530812421298,0.470429132149263,0.638048454748041,0.7411014033407
GYPB,205.08775494144,0.0969951306447368,0.206292065959443,0.470183524478377,0.638223904037676,0.741254588887444
MRPL48,918.76392249528,-0.0845860323663968,0.180024106166442,-0.469859476975779,0.638455417646305,0.741430053696295
TICRR,403.435521666314,0.0580600396594486,0.123571415376758,0.469850082095676,0.638462130282581,0.741430053696295
OMP,4.5367403767359,-0.401034753403769,0.854007160639635,-0.469591792536495,0.638646689623674,0.741593764003741
PACSIN1,7.83222627835624,0.3685876362674,0.785260289244795,0.469382752847314,0.638796074140355,0.741603750738379
FAM166B,1.22159194310301,-0.683372380333057,1.45593166143331,-0.469371192642587,0.638804335753373,0.741603750738379
WIPI1,320.014143757736,0.0965321583009054,0.205678234473478,0.469335797966279,0.638829631182629,0.741603750738379
SLC25A35,34.2952618428273,0.128380191028296,0.273532160379456,0.469342218663432,0.638825042487042,0.741603750738379
BTBD7P1,1.58508654675707,-0.593839315642675,1.2655607737171,-0.469230184733446,0.638905112038414,0.741640775094394
COPS4,332.470204696651,-0.0998281924475564,0.212779682228652,-0.469162240501335,0.638953673165513,0.741646548121373
MAPKAPK3,213.408673701108,-0.085280356937859,0.18182720337118,-0.469018691134838,0.639056275912647,0.741715043291521
RAB3B,1.2901859566733,-0.835080550170783,1.78198887851012,-0.468622762039332,0.639339304341778,0.741992924314532
GLRA3,1.38060373458565,0.913806656274882,1.95064775544353,0.468463182922078,0.639453393726786,0.742074716563993
STX1B,20.3024357235587,-0.237569486475504,0.50727519521178,-0.468324666212631,0.639552431683382,0.742139031923396
SMPDL3A,1.45747739714536,-0.696742539759679,1.48818231228608,-0.468183591491136,0.639653305195004,0.742205468350587
MRPL19,476.177058649367,0.117369574448789,0.251147034996955,0.467334103507183,0.640260860525653,0.742770279431092
SLC35D2,10.154360407339,-0.242906856750453,0.519787126869285,-0.467319878069122,0.640271036639191,0.742770279431092
HSD11B1L,8.23828124063355,-0.26056252320585,0.557490973329156,-0.467384290816145,0.640224959763582,0.742770279431092
BAZ1B,5341.75593124633,0.0959916631627712,0.205594930881116,0.466897032681597,0.640573548378724,0.743070556699209
PANK2-AS1,1.73539507057791,-0.613383873220752,1.31422275948059,-0.466727477359451,0.640694868303602,0.743160623368041
RN7SL834P,9.55347886601886,-0.331935772669005,0.711464275283609,-0.466552972792184,0.640819739529226,0.743254796734136
MAP9,13.5008344673772,0.224028095607321,0.480348452454418,0.466386629253437,0.640938780386095,0.743301343530757
CCDC62,4.90108150865499,-0.389814708740304,0.835839979343418,-0.466374806630472,0.640947241391906,0.743301343530757
C3orf52,3.17737548011234,0.46066429162491,0.98841372481723,0.466064240164302,0.641169518816585,0.743470831566685
RHEBP2,34.7052064638945,0.198173520196299,0.425220803206587,0.466048506333354,0.641180780629417,0.743470831566685
AFG1L,47.3554400958487,-0.136496904666573,0.293051173580106,-0.465778392896493,0.641374132749115,0.743593681434055
CDK5RAP3,291.956103832348,0.09996779537663,0.214619193990341,0.465791495709042,0.641364752955634,0.743593681434055
ADAM22,14.8206654245685,0.201029855182121,0.43170016877021,0.465670087076402,0.641451666862027,0.743632902613436
SZRD1,326.346136002975,-0.0575828789664902,0.123697992906935,-0.465511829361801,0.641564967634465,0.743713579799729
TBX19,2.7647528441841,0.569197425643175,1.22375229795229,0.465124704235992,0.641842155657941,0.743933533959119
C1orf116,28.3740165078097,0.17697686891587,0.3804668459751,0.465157137311914,0.641818931120384,0.743933533959119
SNORD100,1.78873960715708,-0.673489178781551,1.44893737660571,-0.464815933149071,0.642063276672521,0.744139135793403
CCDC103,1.62455725191004,-0.787089632719025,1.69366166140712,-0.464726604288308,0.642127253893993,0.744162595355284
MIR6772,1.54562726643078,-0.901264576556156,1.93963487082186,-0.464656822845359,0.642177233126383,0.74416983052819
UNC5CL,31.2265362776802,0.165172172658485,0.355819813968479,0.464201728443142,0.642503222974254,0.744456884609312
LLGL1,35.707006438374,-0.144487840421557,0.311269521491049,-0.464188847431732,0.642512450807391,0.744456884609312
HLA-DRB5,2.87764483310942,-0.466175595124708,1.00459055261166,-0.464045370437518,0.642615240080928,0.744519847790573
KRT19,1725.66188180663,-0.0731756630720205,0.15770928234818,-0.463990844308504,0.642654305289459,0.744519847790573
GJB5,1.30998693862985,-0.818845870303967,1.76592708460498,-0.463691778353994,0.642868588466201,0.744717390574102
LSP1P4,9.22605408540587,-0.260089833203817,0.56101528001891,-0.463605613727759,0.642930331633317,0.744738211773497
ZNF471,24.8613923735729,-0.182061843406959,0.39278159039501,-0.463519288732103,0.642992192190042,0.744759166107118
MSTO2P,48.2198841836571,-0.175309884618215,0.378450846659539,-0.463230261381677,0.643199327422183,0.744948373568065
LINC01018,1.42756496889421,-0.650701062439105,1.40511886164331,-0.46309325154037,0.643297527008041,0.744960690263515
CYSTM1,80.4536551858055,0.128863815616163,0.278249479950698,0.463123293667957,0.643275994266034,0.744960690263515
