,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
UNC93B1,272.280613675792,-0.770890983150914,0.186201936441546,-4.14008037662336,3.47184152255489e-05,0.000186586808295235
BNIP3L,2774.06975244288,0.989690463432496,0.239087306743301,4.13945213952779,3.48136218469497e-05,0.000187039398713562
MRM1,116.041916628182,-0.913775116570221,0.220752198663869,-4.13937039857797,3.48260275489023e-05,0.00018704698824008
RPL7L1,616.035660578568,0.548289565722424,0.132495986616342,4.13815980185168,3.50102502417717e-05,0.000187977093046307
AGO1,189.264410982488,-0.633345718230925,0.153057576235756,-4.13795732172956,3.50411528732945e-05,0.000188083664397194
BANF1,956.341024591444,-0.462382688478147,0.11179692830177,-4.13591585656139,3.53541730347272e-05,0.000189703959062089
LMO7,55.823416133246,1.02926948263819,0.248886707645142,4.13549398590502,3.54191891530633e-05,0.000189992907767772
TMED9,2233.54807161819,0.749069116827131,0.181174184581196,4.13452456573042,3.55690207289427e-05,0.000190736491554668
TIA1,224.857852974393,0.993061282341287,0.240258024585593,4.13331160969196,3.5757340457287e-05,0.000191685931909495
MEF2A,96.2687178550599,0.981942301124594,0.237626472982915,4.1322933795983,3.59161582500909e-05,0.000192476671693007
CHRNG,34.2906075294805,-1.50484833922284,0.364207362763412,-4.13184491330665,3.59863197598197e-05,0.000192791789181171
ETFRF1,131.937601565737,1.25045898974971,0.302644666895583,4.13177275706345,3.59976205835193e-05,0.000192791789181171
TMOD3,385.971687697181,0.79054571032613,0.191342593244073,4.13157205054562,3.60290721647004e-05,0.000192899516325481
PGM5P4-AS1,7.54985372745793,-3.19058446144463,0.772273863180852,-4.13141582741543,3.60535710634067e-05,0.000192969962769382
TUBGCP3,407.76569586765,0.725367979416433,0.175597071344898,4.13086604384024,3.61399139234391e-05,0.000193371268996011
CD36,4095.86696344376,0.842380736634488,0.20393129051053,4.13070860546038,3.61646755744195e-05,0.000193442928292596
GBGT1,181.26159894619,-0.934344868578372,0.226225830888234,-4.13014227822632,3.62538798560554e-05,0.000193859134428278
PPIEL,63.4907186169654,-1.12316173360139,0.272039911822183,-4.1286652612045,3.64875142433087e-05,0.000195047142585579
LRRC71,14.009092749656,-1.92364900617723,0.4659703299195,-4.12826500457562,3.65510725544549e-05,0.000195325533766976
TRAF5,77.222897155597,0.988995465248555,0.239574730167689,4.12812930878108,3.65726440681082e-05,0.000195379447038889
SLFN11,168.475786417121,1.21521812168283,0.294394695209645,4.12785332567709,3.66165543044103e-05,0.000195552627586171
CKB,317.622717139966,-0.72788030591111,0.176362969111075,-4.12717198842736,3.6725172754156e-05,0.000196071168626283
RNASEH2B,927.699171994739,-0.525476312118392,0.127344474155492,-4.12641628624392,3.68460042215357e-05,0.000196654567700574
RDH10,140.295128178705,0.739108500603525,0.179130393006483,4.12609210641756,3.68979539001766e-05,0.000196870080154125
MIR1302-2HG,9.74371117627168,-3.33946863599944,0.809439938857601,-4.12565340019246,3.69683671226366e-05,0.000197183939370427
C16orf95-DT,17.2931250506453,-1.77684189974381,0.430725037244198,-4.12523476952289,3.70356771128748e-05,0.000197481054865423
GABPB1,178.658518432127,1.23180854825111,0.298718099201921,4.12364885670506,3.72917266423296e-05,0.000198784062913295
NAP1L4P3,75.6211680143405,-1.22914425672191,0.298111094001277,-4.12310806761402,3.73794219595798e-05,0.000199153444844465
KCNG2,8.99846469407145,-2.9113572306854,0.70611271178873,-4.12307721144168,3.73844315505859e-05,0.000199153444844465
MIGA2,1106.65463551089,-0.845517327500076,0.205098397380876,-4.12249602287197,3.74789083854722e-05,0.000199594249195246
RPL37,5578.27471050243,-0.67007973888235,0.162558340481167,-4.12208771877799,3.75454169765519e-05,0.000199885879178983
VPS35,766.665628512739,0.988176145595095,0.239754829534198,4.1216110120282,3.76232094359605e-05,0.000200237381467898
CNOT8,512.869971669244,0.957142573522348,0.232234504596969,4.12144859861983,3.76497481603481e-05,0.000200315967776211
CRNKL1,2155.98396821348,-0.560223843204288,0.136018097399853,-4.11874488699393,3.80941596853828e-05,0.00020261710754823
ILRUN-AS1,14.997166450843,-1.86081851210491,0.451810414318266,-4.11858260264471,3.81209923093966e-05,0.00020269646379512
ZKSCAN3,95.6078644894445,1.07737827010714,0.261718461128339,4.11655435181101,3.84578668645112e-05,0.000204423806529103
MAP3K20,439.702366271856,0.718288888126513,0.174495758025549,4.11636876594642,3.8488831746498e-05,0.000204524507235061
ZNF564,19.7145662231301,1.68309383666532,0.408968716976598,4.11545863240594,3.86410298558927e-05,0.00020526916109835
CYTH2,724.944939008803,-0.794955818498112,0.193259040253401,-4.11342112356435,3.89838281160687e-05,0.000207025541633867
TMEM18,759.285478336208,-0.558435038611348,0.13580117461075,-4.1121517557709,3.91988485576528e-05,0.000208042211824555
PNPLA2,108.429659850927,-0.927790693081046,0.225621988999947,-4.11214659171036,3.91997256015e-05,0.000208042211824555
CYTOR,204.732969562176,-0.637016168241556,0.154921268076712,-4.11187034646611,3.92466691690237e-05,0.000208161494984706
ANO8,50.7825107563381,-1.16276208052848,0.282780684538683,-4.11188650464355,3.92439218704338e-05,0.000208161494984706
SEC24D,27.5896646450403,1.64556965668943,0.400213904072391,4.11172535472874,3.92713295985437e-05,0.000208227383334129
NDUFA13,45.1404675486225,-2.14393319465096,0.521449690651215,-4.11148617611317,3.93120416273737e-05,0.00020837831410896
SEC62,1811.99674354197,0.628912767146926,0.152976150051054,4.1111818210684,3.93639056474051e-05,0.000208588244967486
GPSM2,248.247513411804,1.11909947608418,0.272270768415851,4.11024467516442,3.95240093566529e-05,0.000209371425654872
CYP2A6,10.6154548076054,-2.55509058333934,0.621689085085342,-4.10991707050574,3.95801235723296e-05,0.000209603424395639
KLHL22,153.45766134391,-0.996521998095302,0.242500499103927,-4.10936060658675,3.96756115902398e-05,0.000210043724706885
KIAA1143,343.105808186978,0.671446642381834,0.163420174210695,4.10871329457861,3.97869640283672e-05,0.000210567711646242
VWA8,137.108054658057,1.09622080809194,0.266810497207442,4.10861199077801,3.98044174115104e-05,0.000210594577816185
PRELID3B,364.065702145608,0.94326170858408,0.229599409591486,4.10829326722736,3.98593769145609e-05,0.000210819800497748
CNBP,7254.99907537994,-0.59711726565136,0.145353860699737,-4.10802480771287,3.99057249429667e-05,0.000210933802393469
VPS13B,135.507068819817,0.769017209807299,0.187196517500993,4.10807433852619,3.98971698801707e-05,0.000210933802393469
AGA,152.667164721737,0.802125736798059,0.195277320978255,4.10762362357163,3.99750824692164e-05,0.00021123479137072
DUSP11,63.2234542040396,1.12028329185874,0.272778469272612,4.10693444701142,4.0094495842348e-05,0.00021180001451647
TLN2,104.462808429981,-1.03573829910813,0.252211395487268,-4.10662768471308,4.01477572389442e-05,0.000212015546064753
IQCC,190.420336910112,-0.629930894321057,0.153429573904025,-4.10566801622677,4.03148129486862e-05,0.000212671849010702
POLR2H,733.263528819639,-0.845226773443164,0.20587393804387,-4.1055549890101,4.0334531693067e-05,0.000212671849010702
SPTY2D1,439.286934323359,0.737248255219027,0.179571251249194,4.10560292970246,4.03261668355316e-05,0.000212671849010702
ANP32A,10557.0289034991,-0.576339151852177,0.140375719334333,-4.10568974880556,4.03110225286324e-05,0.000212671849010702
ZNF175,114.189502799094,0.884005034617955,0.21530842101437,4.10576154176039,4.02985033877768e-05,0.000212671849010702
USP7,1642.6715255105,0.783453535982902,0.19083381176755,4.10542308371017,4.03575554838753e-05,0.000212727325451716
EIF2AK3,84.0464583232624,1.01599555537789,0.247509966926299,4.10486724229745,4.04547135063251e-05,0.000213173412917349
RAB40B,87.5712809523947,-0.980888606226214,0.238969082108961,-4.10466742211849,4.04896951824053e-05,0.000213291691494931
NAB1,98.8945099909565,0.874770734533393,0.213120778381838,4.10457741931718,4.05054609679298e-05,0.000213308702683171
FAM133DP,13.6782309457032,2.0206118071712,0.492487425694453,4.10286984347255,4.08056829191135e-05,0.000214823234798489
PRIMPOL,295.782280104112,0.920014035090357,0.224278053816045,4.10211351238566,4.09393329329155e-05,0.00021546017626154
RAD54L2,250.902278632538,-1.4249289175276,0.347641852058338,-4.09884169322768,4.15222903373297e-05,0.000218460658654813
TBC1D24,123.918914222495,-1.02229486399648,0.249485419561303,-4.09761366333187,4.17431210320935e-05,0.000219554622677302
KAT6A,1552.49052231461,-1.58570401307012,0.387047865375175,-4.09691967047294,4.18684107556746e-05,0.000220077543715725
CCDC9,3635.05755071835,-0.92180163952143,0.224995052531285,-4.09698626325685,4.18563729960499e-05,0.000220077543715725
JRK,396.592687079373,-1.31772054630152,0.321702122094105,-4.09608907060942,4.20188318291565e-05,0.000220800007280142
FAM8A1,62.3470358969937,1.0803209888493,0.263784400460063,4.09546958411918,4.21313540727195e-05,0.000221322935951628
POLR2J,752.043229172465,-0.767510871277344,0.187460442437549,-4.09425509348743,4.23527817766833e-05,0.000222349105648022
POLA1,552.722989531965,0.824489830279324,0.201377263447035,4.09425481390641,4.23528328771814e-05,0.000222349105648022
ZFP64,29.5944043937868,1.35715585447609,0.331500621697089,4.09397680018893,4.24036758700152e-05,0.000222547361174679
RFNG,124.462784948025,-0.979405951874905,0.239303685711537,-4.09273241639708,4.26319585552129e-05,0.00022367646463674
GPS2,290.914804089168,-0.871356385803712,0.21297097126277,-4.09143265223975,4.28716454365344e-05,0.000224864687762834
E2F8,159.380563781103,1.13271597031097,0.276891139988401,4.09083501320561,4.29822833791404e-05,0.000225375516701409
GYPE,235.702007516124,0.778965767230795,0.190423062689315,4.09071126275138,4.30052265098252e-05,0.000225426349064903
MAOA,20.6258403454003,1.69895002774874,0.415446528787292,4.08945534509111,4.32387297681566e-05,0.000226580531877174
GLMN,77.3084848834801,1.22255536046825,0.298962199034056,4.08933090677791,4.32619310141561e-05,0.000226632314102791
CSGALNACT1,44.1545427083978,1.34050553339039,0.327914032006784,4.08797856312124,4.35148352142895e-05,0.00022788701790432
ZMYND19,436.344425952466,-0.666971256917364,0.163165653681127,-4.08769395929868,4.356823781499e-05,0.000228096481976017
SLC25A43,21.2676777653952,1.72907143211755,0.42306931082424,4.08696964747669,4.37044270874136e-05,0.000228739103934894
NUDT16L1,94.3734543823905,-1.00963956684337,0.247081294742358,-4.08626467615106,4.38373675617903e-05,0.000229364332430462
GTF2F1,11635.1630031705,-0.590018991027066,0.144400105841164,-4.08600109806062,4.38871704345691e-05,0.000229554320609958
BBS12,23.407654275098,1.82088368613273,0.446034596744345,4.0823821726466,4.45764136729643e-05,0.000233087793068681
UGDH,39.4599740901814,1.65996936945187,0.406682906938361,4.0817288878666,4.47019240791927e-05,0.0002336722698026
FBXO9,558.192240370064,0.786134418937646,0.192605281197801,4.08158288313135,4.47300205959784e-05,0.000233747328145139
LSM4,1981.37904728892,-0.757334618115734,0.185564868396796,-4.08123921655427,4.47962204236094e-05,0.00023402139714698
FBXO38,400.457982949927,0.937979499216754,0.229842979402023,4.08095779848082,4.48504986323179e-05,0.000234233036902667
ACSBG1,613.730623524,-0.545816466244262,0.133771811902133,-4.08020537722535,4.49959275741789e-05,0.000234920438071388
DYNC2I2,651.572542078234,-0.992637939913427,0.243305365772327,-4.07980291253538,4.5073899940581e-05,0.000235255339720548
CD274,18.6574946785354,1.99905242486915,0.490027302075611,4.0794715241411,4.51381983674468e-05,0.000235518689120548
SERF2,15771.9406456872,-0.733125772313344,0.179764512378086,-4.07825639563059,4.53747116588746e-05,0.00023668017132917
CCNL1,707.222895851289,1.03528433592979,0.253899758562758,4.07753178573384,4.5516309027432e-05,0.000237273283732156
RPL13AP20,13.7560944344142,-2.55237435672182,0.625954614632272,-4.07757095651616,4.55086438898988e-05,0.000237273283732156
TBC1D22A-DT,123.800808296446,-1.0159298792921,0.249183645815979,-4.0770327280722,4.56140743980524e-05,0.000237710099810983
VEGFB,260.361185063666,-0.895729423797205,0.219723533431998,-4.07662033195194,4.56950130191752e-05,0.000238058985462727
RPL3P7,22.4155337919565,-1.79847279473506,0.441249888227711,-4.07586005734453,4.58445848773082e-05,0.00023876510917888
TADA3,1003.79615461841,-0.673537062368368,0.165269181955898,-4.07539418055631,4.59364679718344e-05,0.000239170441413942
ZNF227,132.688487310082,0.816613246746167,0.20038457013789,4.07523017457998,4.59688557825565e-05,0.000239265855350321
GSDMB,193.173365767925,-0.944400025667113,0.231756627688638,-4.0749644792722,4.60213711086733e-05,0.000239465941716843
UFC1,416.206571161692,-0.592594886218734,0.145448592993804,-4.07425657423841,4.61615681304072e-05,0.000240122006034509
MT-ATP8,405.850961201549,2.31670501060805,0.568763420742324,4.07323137550651,4.63653217222121e-05,0.000241108175153863
SESN1,74.1908279850861,1.36561649282591,0.335285378197668,4.07299745717158,4.64119312740894e-05,0.000241276813513178
BRMS1L,91.2036359137751,1.04581270062535,0.25684497099158,4.07176631330512,4.66579768507846e-05,0.000242481819216891
TIMP3,726.317968749341,0.596787994511874,0.146575088658048,4.07155131186139,4.67010718066256e-05,0.000242631675355644
TERF1,277.241098682595,0.764130528239227,0.187736306491127,4.07023309726901,4.69661213863299e-05,0.000243934235466546
ZFAND3,116.391195933247,0.770598327023254,0.189344609346979,4.06981920256896,4.70496357970727e-05,0.000244293424805369
TSTD2,57.4048053681209,1.1661832729305,0.286618747666486,4.06876131594675,4.72637332907309e-05,0.000245330208035932
RBM28,1353.47107508695,0.797536930883382,0.196025192224812,4.0685430369007,4.73080239127839e-05,0.000245485217101561
AREL1,239.784736129301,0.734785060109752,0.180618269306878,4.06816576711474,4.73846678720226e-05,0.000245807964586117
ZDHHC21,56.970454473489,0.982938239118919,0.241633584990392,4.06788749650841,4.74412751567444e-05,0.000246026606763793
USP22,636.322853476515,0.66107057024976,0.162520541491877,4.06761240260082,4.7497299240808e-05,0.0002462420921945
ARVCF,289.980014669202,-0.948983972234971,0.233321436164383,-4.06728154873167,4.75647621762334e-05,0.000246516731169239
ARL2BP,66.9636538855282,1.84273833002026,0.453101302632906,4.06694555789704,4.76333655389941e-05,0.000246797111646158
MLC1,499.708497380845,-0.582514717967838,0.143249796436991,-4.06642614828469,4.77396044029873e-05,0.00024727225842217
GCLC,574.936356105236,0.766034801730585,0.188402273605661,4.06595306452589,4.78365633406977e-05,0.000247699064285445
TMEM183A,379.073187360999,0.594208227404527,0.146166235570945,4.06529062668591,4.79726443604131e-05,0.000248328124062193
FOXK1,250.790780508648,-1.06715497814869,0.262534176163117,-4.06482307844618,4.80689111110343e-05,0.000248675136076087
ARHGAP23,445.414936643239,-0.995171970046643,0.244821149816449,-4.06489378386123,4.80543413377619e-05,0.000248675136076087
JOSD1,268.311943095336,0.666485810898662,0.163974030297144,4.06458150532066,4.81187220106407e-05,0.000248857159577827
LYRM1,137.54850351098,0.87234318763354,0.214663242856403,4.06377531628499,4.82853076486734e-05,0.00024964281666429
CD83,71.9557543048862,1.02955581805335,0.253390587498375,4.06311784592217,4.84215676499139e-05,0.000250271255638908
RPL10P16,199.628131223379,-1.00593709013118,0.247589427689737,-4.06292425132042,4.84617593384229e-05,0.000250402925946938
BORCS7,151.240680153178,-0.797465963565755,0.196347866453057,-4.06149543650078,4.87593715748421e-05,0.00025186420988037
ITSN2,431.434119794985,0.882648479204922,0.217333905076423,4.06125532458707,4.8809554964796e-05,0.000252046912815176
ZNF507,199.706822974155,0.780377025942413,0.192173800309184,4.06078781127751,4.89074057577683e-05,0.000252475579177314
ZBTB39,61.4382983945378,0.996116372808862,0.245379386833091,4.05949491383491,4.91789790677023e-05,0.000253800524366683
RAB11FIP1,355.75864687485,0.869069545214289,0.214131437535898,4.05857988539677,4.93720441421202e-05,0.000254719627373613
ZNF720,244.689659396692,1.01300233970745,0.249725810226557,4.05645831637682,4.98224492407813e-05,0.000256965436141829
CIB1,216.54077098081,-0.799594647233284,0.197142388158595,-4.05592452593216,4.99363836612106e-05,0.000257475020604697
SLC25A28,172.908157668908,-0.671315723956553,0.165525264823391,-4.05566923377418,4.99909615268782e-05,0.000257678343041452
CLIP3,34.217463243646,-2.1439753701283,0.528900436232063,-4.05364643939828,5.04254097014855e-05,0.000259838990330338
FBXO7,1264.83364094509,0.722334520237303,0.178215710458039,4.05314726956902,5.05331687210368e-05,0.000260315430150906
IL6ST,84.7029534883641,1.16758184066058,0.288148718370777,4.05201122275402,5.07792286921757e-05,0.000261503806355136
PRDM10,129.306162785127,0.96175529451448,0.23737597124409,4.05161183532566,5.08660027444067e-05,0.000261871418062354
RCN2,264.337659694329,1.0457454402278,0.25811072792599,4.05153806907108,5.08820451490267e-05,0.000261874772598514
HMGB3P4,24.9029202474867,-1.82958959557882,0.451677937528263,-4.05065079244509,5.10753828080842e-05,0.000262790335191881
AHCTF1,589.204762268134,1.18524787070314,0.292702873666699,4.04932092348631,5.13664656845866e-05,0.000264208105690218
TRIM44,1196.3408695802,-1.02745584320944,0.253754513380214,-4.04901504813806,5.14336379844414e-05,0.000264473662830242
RNF123,612.844008351224,-1.21040224238154,0.29902667338734,-4.0478069353153,5.16997623804768e-05,0.000265761769457345
ARMC8,1050.72648586509,0.779562596325439,0.192592470539712,4.04773143072951,5.17164378649244e-05,0.00026576719730344
PILRB,80.0940653958435,-1.3128538525045,0.324441853765733,-4.04649966478264,5.19891991279017e-05,0.000267088231630811
CFAP410,81.5850632717491,-0.925174964333964,0.228643821088419,-4.04635891724444,5.20204527948524e-05,0.000267168126865202
PA2G4,1832.79017667679,-0.481540581255862,0.119008866736838,-4.04625801807425,5.20428688965937e-05,0.000267202599358944
DYRK3,257.240926132513,0.844899791211303,0.208822440516095,4.04602009785525,5.20957623050668e-05,0.000267393482841844
FOXP1,76.6156452965061,-1.19860220784351,0.296291655408551,-4.04534581370772,5.22459432000493e-05,0.000268083451009903
LRRC37A5P,8.16100966305483,-2.58766361010207,0.639854691349292,-4.04414259219595,5.25149522040248e-05,0.000269382548010697
CPA3,298.330516520151,1.49086003431727,0.368699878119158,4.04355987835573,5.26457031009508e-05,0.000269971862044207
CHST11,424.983688113013,0.871784654435539,0.215616117174073,4.04322583052418,5.27207966983653e-05,0.000270275491359652
RBBP4,875.619471402898,1.11090775539053,0.274778637525269,4.04291893065511,5.27898769146515e-05,0.000270548119187589
ATG2B,323.633259260026,0.61249378321934,0.151500722057899,4.04284398714129,5.28067590058088e-05,0.000270553147992724
CD164,807.803491470707,0.826449034931299,0.204435691138235,4.04258684151425,5.28647236113274e-05,0.000270687111720354
SFXN4,136.25539123627,-0.848278272828535,0.209834731211766,-4.0426018511323,5.28613385548159e-05,0.000270687111720354
INPP1,74.6605778188349,1.0907316308122,0.269838847508511,4.04215938840235,5.29612115917567e-05,0.000271088821151753
NDUFS4,1175.73582329269,-0.742272137592793,0.183635355788481,-4.04209818096126,5.29750414533986e-05,0.000271088821151753
GOLGA3,1673.64808933252,-1.23159750642644,0.304767138173587,-4.04110992348838,5.3198813113358e-05,0.000272152076104566
DDX19B,382.703837660874,-0.7498608161907,0.185566653852249,-4.04092438282447,5.32409249224673e-05,0.000272285643990316
CRY1,217.945025852661,1.14190707335329,0.282626486925345,4.04033990506672,5.33737892893324e-05,0.000272883120420069
CACNA1C,21.531846217371,-1.60438500035152,0.397099025900016,-4.04026425578661,5.33910089432936e-05,0.000272889161060421
U2SURP,2952.73377318435,1.00698196354475,0.249323802872855,4.03885209491318,5.37134197139133e-05,0.000274454605535206
GP6-AS1,13.2430203503155,-2.52535629473879,0.625332283954676,-4.03842302650382,5.3811745246903e-05,0.000274874465738834
CARD8-AS1,28.3042445500355,1.44995874047929,0.35908914804671,4.03787958607617,5.39365251263116e-05,0.000275429164172927
DLGAP5,1273.87839748046,0.906116759876089,0.22441003241832,4.03777295565383,5.39610407911801e-05,0.000275471679886568
LHFPL2,31.096158910022,1.75332971232175,0.434339103516885,4.03677609988342,5.4190741650202e-05,0.00027647840155268
INO80,581.126302775306,0.482448900248638,0.119512333778941,4.03681264513679,5.4182304363002e-05,0.00027647840155268
WDHD1,952.118358400797,0.892295045454344,0.221263633989636,4.03272345014517,5.51341485752965e-05,0.000281207295566148
PRDX3,219.163470744624,1.23955920343395,0.307554910534209,4.03036713437901,5.56898011845526e-05,0.000283956238284436
PRRC1,75.4295136555353,1.13421425313724,0.281492987811673,4.02928066505182,5.59477891434713e-05,0.000285186228962302
ZNF180,86.0467094772043,0.96929788592394,0.240571317507555,4.02914984199437,5.59789300370422e-05,0.000285259507211822
SEPTIN6,626.768659707888,0.501106332904734,0.124379895269348,4.02883707065018,5.60534481517824e-05,0.000285553718653467
GPN2,345.254335289007,-0.818215580474695,0.203110893314177,-4.0284180091171,5.61534373214042e-05,0.000285977472620082
GNA13,118.685549043404,0.960106060083687,0.23834032188557,4.02829891513131,5.61818842718156e-05,0.000286036732760306
CASP8,163.100421540714,0.932155798321616,0.231413139660885,4.02810229223633,5.62288797578211e-05,0.000286190364666266
RFX3,31.4191659134629,1.51791447267902,0.377049761404807,4.02576696249214,5.67899098339559e-05,0.000288959424588744
BCL11A,308.989228225464,-0.737888624399669,0.183301517852824,-4.02554563128131,5.68433557334683e-05,0.000289144902183846
QKI,373.747078767157,0.847589825271039,0.210560962995652,4.02538919471289,5.68811599486633e-05,0.000289250728190827
RAB37,120.162757494927,-1.0308985703796,0.256211304554269,-4.02362640545097,5.73088022146443e-05,0.000291338293899663
CWC22,1743.29011251338,0.758096498142885,0.188431712367586,4.02318956091645,5.74152479707518e-05,0.000291705119206433
RBM22,372.525067991238,0.711622970019357,0.176877358295889,4.02325643528053,5.73989405872791e-05,0.000291705119206433
PCDH1,10.8580751706476,-2.57445122610906,0.640254074145783,-4.02098374702863,5.79556040385843e-05,0.000294362567975078
SLC30A9,291.422012573254,1.14412414156468,0.284547564135825,4.02085375441325,5.7987598019256e-05,0.000294437177050922
THNSL2,40.3815887543316,1.24900170018374,0.310655988289582,4.0205299342869,5.80673698732214e-05,0.000294754265630329
ZNF615,16.0999772190416,1.9762412871332,0.491546157870159,4.02045922949766,5.80848015472681e-05,0.00029475481608314
USP32,786.645276412781,0.611443318111283,0.152089869171713,4.020276442088,5.81298892238032e-05,0.000294895666411154
NHLRC3,117.869102658813,0.95229596127608,0.236893994375034,4.01992445519101,5.82168062677997e-05,0.000295248571876784
APPBP2,62.2415635037032,1.26217907449806,0.314033945596758,4.01924407280093,5.83851638814105e-05,0.000296014172658582
PARVB,1302.67577922957,-0.516809784049117,0.128604876413957,-4.01858621896726,5.85483852704139e-05,0.000296753284294338
CCDC107,13.1232728211344,-1.85523956549933,0.461715692125464,-4.01814276001517,5.86586564618297e-05,0.000297223656848729
SCRN2,242.816078223972,-0.8584452402134,0.213678357281203,-4.0174646189538,5.88276645029356e-05,0.000297991280594656
HMG20B,1492.16344382057,-0.50913380299358,0.126740036469433,-4.01715051673013,5.89061020263042e-05,0.000298299799398085
KIF18A,237.619119379834,1.57422326553928,0.391901281757752,4.01688725915514,5.89719189182909e-05,0.000298544242902326
UCKL1-AS1,12.5639866947761,-3.12047553758379,0.776890086200748,-4.01662422137983,5.90377504076597e-05,0.000298788614868034
HOMER3,24.9654203578434,-1.53069092117404,0.381117545979934,-4.01632235860018,5.91133845410597e-05,0.00029908243769436
SERPINH1,474.236319157423,0.621106621214253,0.154723217080786,4.01430782614838,5.96204962191184e-05,0.000301558484889507
SPIN3,19.5784767387213,1.76815820005166,0.440500058564762,4.01397948915757,5.97035368348319e-05,0.000301888760548192
CCDC77,591.241944475721,0.834600756805264,0.20793280620165,4.01380028505882,5.97489060278306e-05,0.000302028412377759
LAP3,657.018792997843,0.855582853771154,0.213170986374012,4.01359898138305,5.97999091154105e-05,0.000302196451915269
CHMP1B,488.056493915154,1.22455062749761,0.305163994243208,4.01276248377348,6.00122893512296e-05,0.000303179662503317
EFCC1,15.6404604410526,-2.88229067426867,0.71831519599249,-4.01257093035075,6.00610236777282e-05,0.000303335802278583
NCOA7,111.669040729246,1.03196909331357,0.257199664483694,4.01232674772401,6.01232020692676e-05,0.000303469677605633
DDX56,1201.39432520213,-0.562313377645049,0.140144058479495,-4.01239541473192,6.01057106216151e-05,0.000303469677605633
QRICH2,36.5123871202111,-1.34177039442039,0.334426778933515,-4.01214998003237,6.01682520247387e-05,0.000303607001245827
PML,309.791204954688,-0.830058923207507,0.206912090579373,-4.01165016932198,6.02958038081294e-05,0.000304160421522479
BCKDHA,33.7714892124636,-1.32212664351876,0.329609036949402,-4.01119658537068,6.04117800861761e-05,0.00030465513875705
ORC3,200.959174271618,0.849648496471887,0.211857470556715,4.01047220208567,6.05974348129047e-05,0.00030550084543454
CEP89,559.779417805704,-0.563132937207213,0.140420250860852,-4.01033991717651,6.06313968571417e-05,0.000305581521778515
PINK1-AS,13.6736769843347,-2.04767626855106,0.510684457363206,-4.00967023575328,6.08036036369759e-05,0.000306358695849318
CEP170,124.294961942978,1.09051444581881,0.272023506054461,4.00889783988182,6.10027982414031e-05,0.00030727134756586
HSPA4L,306.3817432858,1.43092888793906,0.357133497621876,4.00670588860329,6.15714546902012e-05,0.000310043889184307
LTF,41.6170254440757,-1.24802757732195,0.311609160133654,-4.00510555205326,6.19897946662859e-05,0.000312058093564158
TCF7,14.6584924758888,-2.14936573977232,0.536850526716667,-4.00365769019109,6.23705939131475e-05,0.00031384634262545
SOX15,16.9450714771237,-2.10711903402681,0.526304142284138,-4.00361476328497,6.23819177642828e-05,0.00031384634262545
HSPA1A,2775.52860457507,-0.550798490761943,0.137580182384883,-4.00347260204289,6.24194329142495e-05,0.000313942255700844
CEBPE,11.3741624781108,-2.38785390134714,0.596493276064558,-4.00315309017617,6.2503827355121e-05,0.000314273824600291
POLR3E,690.314370143563,0.504888709274606,0.126128289365344,4.00297753830737,6.25502428125774e-05,0.000314414292896899
PLXND1,664.926882188122,-0.953034546952697,0.238094576951865,-4.00275621206345,6.26088073984099e-05,0.000314522839646869
ZMAT1,59.042121456325,1.00574424187114,0.251262239326341,4.00276716695531,6.26059074311239e-05,0.000314522839646869
HCFC2,75.3409908100059,1.09314226946297,0.273103707192172,4.00266360607756,6.2633327037836e-05,0.000314553146265874
BTBD10,168.550526197724,1.16629080345098,0.291392997197178,4.00246682202105,6.26854604875517e-05,0.000314722074415961
TMEM59,675.589062673246,0.751060654311739,0.187676693941662,4.0018855753352,6.28396885188942e-05,0.000315403333377282
IFT43,73.8155968007962,-0.94388750250423,0.235943189632984,-4.00048632034038,6.32124414748075e-05,0.000317104875430849
GGNBP2,1549.19003535179,0.798341039623561,0.199561656230295,4.00047311043697,6.32159704649686e-05,0.000317104875430849
ZNF281,56.7144289573121,1.31422680377732,0.328552143935169,4.00005547988951,6.3327635541575e-05,0.000317571387780695
HSP90AB1,59191.9529273915,0.839298647477111,0.209861376329909,3.99930021500338,6.35300508099885e-05,0.00031843421894652
STX11,12.7001490535017,2.17204653520953,0.543110226989123,3.99927386241805,6.35371244974102e-05,0.00031843421894652
NFIL3,31.8131350947668,1.68356640077788,0.421002989964704,3.9989416724072,6.36263564916086e-05,0.000318787531126243
SELENOI,198.660212673614,1.14403819314738,0.286122725019177,3.99841778757946,6.37673221315045e-05,0.000319399760396688
H2BC3,7.89023868044901,-2.9778833329852,0.744815048394963,-3.99815140604689,6.38391127442754e-05,0.000319665245245393
MIR1302-9HG,17.0794137220936,-2.49064829673661,0.622986972888068,-3.99791392938822,6.39031779045581e-05,0.000319891901160946
SYMPK,1099.63583057416,-1.08443826820937,0.271502105661629,-3.99421678725725,6.49084551821953e-05,0.000324828636742663
AGFG1,183.939743144327,0.929148018014284,0.232629494965512,3.99411097097568,6.49374464821788e-05,0.000324878168742803
GABPA,82.4898867799772,0.908714127485601,0.227592417937641,3.99272583735449,6.5318074184163e-05,0.000326686370441956
PKM,4021.10109106361,0.662084620962268,0.165852135569884,3.9920174599337,6.55135478326733e-05,0.000327567739163367
H4C6,6.89248318088079,-3.97081135588901,0.994771716019574,-3.99168099770427,6.56065869258319e-05,0.000327936567727094
