id,GSM1618288,GSM1618289,GSM1618290,GSM1618291,GSM1618292,GSM1618293,GSM1618294,GSM1618295,GSM1618296,GSM1618297
Type,0,0,0,7,7,7,8,8,14,14
TMEM233,6.180274,6.102233,6.199427,6.178614,6.262713,6.354763,6.499639,6.345181,11.26275,11.21593
TRIM10,5.544127,5.55078,5.441899,5.691285,5.733929,5.573546,6.384906,6.292265,10.663097,10.915916
WNK3,5.344928,5.557494,5.396338,9.703742,9.396083,9.657656,9.329801,9.536873,4.706232,4.645711
LYN,11.25495,11.29047,11.36499,10.94344,10.80375,10.99069,10.52829,10.5182,6.719303,6.930315
SOX6,4.916771,4.850336,4.906314,5.155148,5.187078,5.114891,5.688731,5.610706,9.209417,9.550061
ART4,3.792663,3.893589,3.870675,4.090749,4.440863,4.285352,5.72372,5.901425,9.974365,10.21399
ERO1L,9.713326,9.684852,9.705616,9.854978,9.82047,9.9784,9.315647,9.226174,4.906087,5.317323
CDK6,11.4868,11.5642,11.60669,10.8628,10.89931,10.97518,10.56438,10.42595,7.733245,7.701929
FAM35A,8.03862,8.202686,8.354424,9.436357,9.544283,9.549785,9.401022,9.173886,5.643009,5.464059
MYB,11.26304,11.26477,11.35232,11.24707,11.03535,11.27869,10.78695,10.96512,7.669333,7.582248
ULBP1,5.570079,5.533175,5.540203,5.82786,5.749498,5.825157,6.33604,6.09335,9.072071,9.215269
TMEM123,10.99366,10.97913,11.0676,10.22266,10.11383,10.19043,9.844329,9.703877,7.19991,7.21478
PUS7,7.565754,7.682542,7.738996,9.303078,9.264436,9.244944,9.231449,9.104887,6.118711,5.823718
NDRG3,9.345688,9.397732,9.400154,9.843615,10.00541,9.923091,9.734325,9.712185,6.913026,7.103539
CERS6,10.07286,10.09566,10.11464,9.692716,9.74908,9.7743,9.567998,9.502697,6.974195,7.123652
RYK,9.747648,9.73982,9.80843,10.49495,10.58061,10.54729,10.45486,10.41695,8.101388,8.011265
TOM1L1,5.224795,5.540835,5.355413,9.063047,8.908589,8.993359,9.053223,8.983513,5.993217,6.059065
PDSS1,7.764413,7.809642,7.766391,9.354777,9.227694,9.337185,9.07776,9.21413,6.705234,6.777073
SLC14A1,6.653818,6.50519,6.34976,6.717713,6.212049,6.720178,6.140929,6.233432,10.55453,10.47446
ANO6,9.204742,9.032422,9.057141,8.893368,8.907031,8.877863,8.658869,8.504326,6.144206,6.11834
NARS2,9.257843,9.423491,9.439795,9.337935,9.408951,9.352679,9.400867,9.23228,6.796724,6.70177
UBE2H,8.567069,8.595986,8.632434,7.48486,7.380081,7.335258,7.496393,7.589458,10.39668,10.76817
FZD3,6.372284,6.468091,6.456049,9.000374,8.951689,9.151361,8.523525,8.729648,5.733506,5.915311
RIOK3,8.960972,9.089472,9.097169,8.846565,8.744963,8.666043,9.105227,9.140876,11.53157,11.6564
IFIT1B,4.123921,3.821739,3.783526,3.670744,3.416171,3.757196,3.908367,3.368367,8.230913,8.471687
MINA,7.243955,7.3448,7.467144,8.184744,8.210855,8.264872,8.107783,7.999969,5.633626,5.642612
PLSCR4,7.457762,7.630383,7.598052,6.196503,6.118728,6.097589,6.607274,6.542599,9.058863,8.916759
SEC23A,8.87046,9.097734,9.006492,8.984017,8.955427,8.820019,8.408769,8.147845,5.431621,5.470922
POLR1B,8.336689,8.379907,8.438692,9.120274,8.955351,9.069568,8.940979,8.836132,6.642876,6.629934
CTSC,9.232714,9.22994,9.22824,9.814796,9.911264,9.683131,9.523421,9.291213,6.546544,6.746637
ZDHHC9,9.211607,9.324401,9.167451,9.111816,9.239442,9.257248,9.208354,9.29405,6.949404,6.790118
NLN,8.005567,8.286261,8.179667,8.896693,8.831925,8.877821,8.856364,8.497322,5.591242,5.677114
NOB1,10.48071,10.65198,10.57203,11.22361,11.14138,11.28768,11.14275,11.2949,8.90252,8.823887
CMKLR1,6.316877,6.2798,6.142563,6.042334,5.976348,5.89141,6.380093,6.103589,9.310714,9.053199
MIR144,3.272667,3.467818,3.71991,3.822524,3.794602,3.779641,4.305936,4.897525,8.857229,9.069448
RNF130,9.832153,9.848105,9.804533,10.38262,10.27662,10.03226,9.926319,9.649837,6.481978,6.119935
PHB,9.062769,9.058297,9.060678,10.26829,10.19406,10.2018,10.22977,10.23733,8.307501,8.161049
LDHB,9.838249,9.751522,9.862617,10.26152,10.38099,10.46478,10.34417,10.463,8.096208,8.170503
PKD1L3,5.070969,4.893291,4.928527,5.100554,5.336913,5.152469,5.778951,5.712577,9.107418,9.651361
HK2,8.324306,8.343255,8.351932,8.697223,8.693455,8.775727,8.489735,8.513636,6.637717,6.61933
FAM117B,10.113,9.923162,10.2567,9.639648,9.734905,9.811877,9.673333,9.744312,7.082388,7.096196
SRM,10.41222,10.38956,10.35549,11.22717,11.42918,11.22611,11.29861,11.30126,9.151977,9.11269
GDPD1,8.277846,8.355827,8.025052,9.143926,9.400819,9.532529,9.062399,9.239271,5.81792,5.888877
MPV17L,8.458113,8.432942,8.417772,9.727411,9.894774,9.727284,9.467424,9.252851,7.036372,7.070243
CAD,8.660965,8.717675,8.608877,9.481954,9.537302,9.594398,9.388978,9.502828,7.449368,7.388352
WDR43,9.71417,9.675998,9.768372,10.40358,10.492,10.48595,10.50247,10.41343,8.47617,8.535665
BPGM,7.7963,7.937366,7.725699,8.093053,7.97559,7.864421,8.207092,8.156221,10.73897,11.01116
TAF4B,8.481291,8.454314,8.62882,9.083512,9.259172,9.195021,9.357282,9.465136,7.197112,7.217046
TGFBRAP1,10.1459,10.23362,10.24599,9.953308,10.1509,10.01881,9.919177,9.742638,7.531354,7.33822
RAB31,9.522918,9.580029,9.116491,10.69647,10.41595,10.55382,9.569831,9.737419,6.21266,6.324656
LOC100131257,4.102401,4.324376,4.270112,4.629257,4.099732,4.623347,4.400586,4.354527,7.891979,7.916852
SCARB2,8.596015,8.916685,8.922976,6.979716,7.32643,7.174779,8.351623,8.027754,4.897673,4.774031
TCP11L2,9.213737,9.510608,9.360454,6.902685,6.352802,6.234601,6.448249,6.282606,10.89008,11.4388
NSMAF,8.874198,8.987432,8.856459,9.012052,8.976316,9.012606,8.519721,8.31451,6.353376,6.355195
PON2,8.784969,9.000003,8.808907,8.99912,8.783772,9.013077,9.611143,9.801321,6.898898,6.544214
SACS,8.39591,8.46847,8.543967,9.342698,9.20089,9.413756,8.892399,9.083548,6.361524,6.605702
MCCC2,8.226186,8.388493,8.026126,9.01406,8.743287,8.881176,8.607298,8.564736,5.868239,5.933476
DIMT1,8.668415,9.022757,8.93642,9.764915,9.83049,9.750969,9.920135,9.809509,6.993577,7.257964
CSRP1,9.362864,9.532358,9.395869,10.3049,10.27679,10.36913,10.27865,10.37637,8.39691,8.295083
SLC4A1,7.543503,7.094556,7.022929,6.982714,7.046968,6.914962,10.08997,9.924018,13.1648,13.24294
RAP1GDS1,8.133104,8.254627,8.222768,8.461103,8.496025,8.271088,8.355104,8.119426,5.855742,5.647102
PDCD11,8.773285,8.814413,8.86598,9.621022,9.697406,9.687679,9.570248,9.591533,7.730502,7.841621
MARVELD2,5.56952,5.812106,5.477076,7.787592,7.768222,7.78652,8.268527,8.233919,5.985028,5.825618
SLC25A13,8.968045,9.097877,8.978159,10.31045,10.28935,10.2075,10.17753,10.01515,8.165427,8.168253
TOMM34,9.005114,9.062639,9.041728,10.17493,10.11832,10.04811,9.978505,9.965918,7.636063,7.94131
PAQR9,5.043321,4.925706,4.83709,5.352765,5.365022,5.201684,6.085661,5.802284,8.320685,8.468544
MSN,11.73182,11.83402,11.88446,12.18519,11.97383,11.88498,11.65683,11.44089,8.77993,9.031608
KIT,10.81317,10.61666,10.62988,11.82148,11.44903,11.16603,11.03971,10.52168,5.933145,5.198144
TRAP1,9.271858,9.392902,9.278412,11.22765,11.07109,11.03794,11.14992,11.15014,9.222674,9.25988
UAP1,7.54247,7.893989,7.915295,9.10254,9.078612,8.923735,8.876529,8.690297,6.092074,6.112859
SLC27A2,9.398698,9.265656,9.278631,10.84494,10.44677,10.47994,10.24105,10.16312,7.009642,7.368636
SCARNA17,10.78628,10.53126,10.86692,9.138149,9.046142,9.04685,9.069043,9.215025,11.44628,11.52791
ACSL6,5.278687,5.221466,5.161644,5.345787,5.475735,5.345252,5.518738,5.486056,7.316333,7.463233
ARHGEF6,10.52969,10.60812,10.62251,10.34118,9.753665,10.15434,9.202489,9.331617,5.996936,6.156781
CPEB4,7.087001,7.263083,6.964604,7.543773,7.174442,7.070356,7.881729,8.153331,11.23286,11.47439
AGO1,10.08222,9.789892,9.82584,9.412419,9.496268,9.493396,9.129716,9.063361,6.954992,6.978559
RSAD2,6.865478,7.101713,7.298596,6.22661,6.135068,5.572458,6.495569,5.963888,10.7634,11.06695
ATIC,8.791903,9.087376,8.99522,9.821571,9.763606,9.798994,9.724599,9.691257,7.681399,7.608049
MOB1B,8.456244,8.734426,8.5381,8.665192,8.580107,8.457891,8.979622,9.071472,11.21383,11.32773
LOC90784,7.977458,7.886747,7.835622,8.684458,8.749949,8.682032,8.638062,8.906417,6.580049,6.32007
POLR1A,8.922758,8.924755,8.908529,9.808312,9.878981,9.971846,9.878526,9.977483,8.182466,8.18659
CD53,11.49036,11.38433,11.45688,10.91776,10.34636,10.58279,9.496191,9.073147,5.843271,5.623956
SLC6A9,7.768405,7.444905,7.45966,7.913093,8.174925,7.894269,8.975497,8.8056,11.5473,11.70335
NOTCH2,10.11389,9.918599,9.835457,9.245911,9.493375,9.409852,9.432882,9.352133,7.139507,6.993843
MIPEP,6.828441,6.950926,7.131865,8.819044,8.736383,8.711004,8.556912,8.58666,6.28226,6.468541
LYPLA1,9.464535,9.65337,9.600453,9.925571,9.626028,9.779183,9.390421,9.329182,6.920415,7.139632
RRP1B,9.193536,9.10296,9.294169,9.607768,9.568358,9.464003,9.262403,9.308334,7.368843,7.470103
E2F2,6.537961,6.765073,6.741715,7.39735,7.529568,7.270249,7.739839,7.462632,10.33236,10.73469
KAT2B,8.794943,8.821989,9.021448,8.78392,8.540237,8.70148,9.255057,9.40002,11.48298,11.5256
SKP2,9.784969,9.975177,9.91146,10.90841,10.88176,10.97894,10.78045,10.83768,9.006803,8.848337
DNAAF2,6.429674,6.623629,6.724005,7.648426,7.89154,7.624247,7.806688,7.654416,4.862311,5.176927
PLA2G4A,7.678705,8.004483,8.042507,7.586052,7.313577,7.486789,6.991651,6.828628,4.298418,4.32981
MAP7D3,8.373585,8.678471,8.702147,9.078885,8.727715,8.837022,8.490192,8.486303,5.509802,5.049334
ZBTB24,7.862349,8.010061,8.157842,8.570234,8.404655,8.470095,8.152278,8.079374,5.636442,5.216499
GCLC,7.61333,7.703797,7.722002,8.16031,8.263573,8.307676,8.539947,8.536968,10.44491,10.72936
SELRC1,7.633368,7.701296,7.622464,9.510102,9.204682,9.173606,9.055952,9.317478,6.791203,6.764277
OR2W3,9.088126,8.927875,9.02962,9.33281,9.522465,9.385417,9.617393,9.491945,11.42783,11.52581
IPO4,8.786238,8.699669,8.657369,9.726752,9.893497,9.839313,9.754839,9.862587,8.04496,7.971871
FAM104A,8.189409,8.139253,8.191684,8.87181,8.918888,8.730103,9.116734,9.000453,10.81669,10.91068
DDX10,8.371753,8.561738,8.606146,9.159672,9.071688,9.081729,8.951978,8.980084,7.123926,7.130354
OTTHUMG00000154423,8.983893,8.990691,8.926773,8.543061,8.315621,8.57087,8.075951,8.293428,5.851922,6.047887
SLC7A6,9.438763,9.433284,9.511056,9.385053,9.453612,9.479656,9.287854,9.286543,7.264693,7.524487
SMIM10,6.98748,7.146342,7.217302,9.478876,9.658487,9.369301,9.374355,9.284402,7.013247,7.165358
PLAGL1,9.4291,9.541286,9.539385,9.028735,8.741651,8.89755,8.374763,8.565931,6.032981,6.274327
SLC38A1,10.51222,10.59091,10.75421,10.36858,10.48551,10.39148,10.40316,10.14368,7.346044,7.762134
YPEL4,6.708883,6.471602,6.549878,6.775115,6.834282,6.856466,7.02748,7.105264,9.390504,9.829783
RPP40,7.184043,7.360699,7.423947,7.879887,7.891047,7.677476,7.919389,7.810007,5.817778,5.719873
EXOSC5,9.239194,9.312339,9.340148,9.922017,9.927805,9.761911,9.691076,9.792052,7.962948,8.022901
MSTO2P,9.113013,9.18967,9.143448,9.473096,9.314889,9.319929,9.243372,9.229049,7.544976,7.60243
ZBTB9,8.196645,8.099201,8.183468,8.77546,9.084176,8.866956,9.067265,9.067932,7.077335,7.12669
NOLC1,9.021944,9.091693,9.146244,10.39728,10.36113,10.19504,10.28332,10.09577,8.302298,8.279767
ADSS,8.809682,8.863334,8.971611,9.164477,9.007162,9.131111,8.738706,8.764572,6.829996,6.99966
NOP16,6.810263,6.970074,6.995766,8.412116,8.468515,8.286593,8.290118,8.146195,6.324537,6.344807
ZC3HAV1L,9.021376,9.184661,9.232898,9.505756,9.326693,9.676339,9.390854,9.562893,7.212825,7.193882
TRIB2,8.593589,8.390606,8.439927,9.783307,9.704255,9.904606,9.093199,9.098969,7.107069,7.249099
TSR1,8.171592,8.275775,8.430772,9.712998,9.765432,9.574789,9.739298,9.566315,7.613011,7.622549
RBBP9,8.114326,8.478158,8.337565,8.4541,8.143974,8.124784,7.782066,7.540423,5.008343,4.870274
XPO5,9.295559,9.325163,9.269291,10.18412,10.23104,10.12577,10.1096,10.03214,8.302956,8.48002
GEMIN5,8.682936,8.786286,8.827997,9.828976,9.856458,10.06512,9.905282,9.974697,7.985551,8.090058
SFXN4,7.665546,7.933635,8.126929,8.877031,8.948713,8.804152,8.826793,8.967575,6.473118,6.332243
FAM216A,7.992452,8.174047,8.064847,8.221952,8.204243,7.960281,7.961677,7.909445,5.985409,5.909383
URB1,8.458395,8.42731,8.349799,9.051106,9.346799,9.350257,9.410321,9.364472,7.392541,7.294514
PCNXL4,10.00213,10.08586,10.13678,10.61196,10.50033,10.69206,10.44059,10.50082,8.76083,8.770975
CPNE8,8.185903,8.395615,8.350622,7.509126,7.141049,7.339229,6.223807,6.21607,4.004398,3.81156
DDX31,7.304007,7.403508,7.405583,7.925185,7.886199,7.987504,7.813668,7.847531,6.283734,6.311852
APOA1BP,8.294559,8.244669,8.132445,8.930622,9.043689,8.973646,9.084911,8.965565,7.290172,7.371063
PYGL,8.819907,9.013131,8.909359,9.247627,8.885293,9.157325,8.526872,8.828149,6.008668,5.621526
WDR3,7.92929,8.219297,8.2969,9.064921,9.092566,8.942974,9.020828,8.708447,6.303334,6.432629
OSBPL1A,8.317375,7.905402,8.565639,8.231436,8.29879,8.432321,8.196659,8.150971,5.114026,5.165976
PFAS,8.828852,8.752522,8.769233,9.594592,9.585538,9.731444,9.706104,9.748216,8.150134,8.17094
FAM45A,8.428157,8.528286,8.66186,9.352748,9.55612,9.575409,9.564667,9.608167,7.688452,7.643046
WDR26,8.608479,8.62463,8.593146,8.206883,8.069842,8.260577,8.282243,8.355993,10.25799,10.62008
WDR77,8.550328,8.867677,8.768078,9.646441,9.798594,9.624441,9.711205,9.679522,7.710962,7.597102
SMYD2,7.415643,7.607259,7.610788,8.311275,8.58443,8.374087,8.027109,7.655758,5.447777,5.348897
HEPACAM2,3.684648,3.676291,3.471072,3.889398,4.100105,3.83869,4.031334,4.085196,6.141853,6.408848
CCDC6,10.47942,10.6448,10.45846,10.81693,10.78193,10.82685,10.77839,10.726,9.166782,9.120039
TBC1D4,8.050578,8.182742,8.261387,8.603229,9.103942,9.093523,8.513199,8.561981,5.870316,5.800856
PLEK,10.28878,10.04897,9.968083,8.152844,8.244249,8.34609,7.824617,7.691046,5.378109,5.622011
EBPL,8.347475,8.555118,8.79953,8.093487,8.276697,8.197377,8.03598,7.888854,5.620087,5.596085
XPO7,10.01665,10.01029,10.05096,10.40693,10.35486,10.45165,10.46091,10.52232,12.13544,12.41673
HBM,7.776976,7.621003,7.347005,8.046164,8.254199,7.865226,10.01259,9.874281,12.55737,12.61132
MACF1,10.18127,10.11209,10.2473,8.884657,8.688888,8.741215,8.440299,8.247,6.273005,6.486465
NCR3LG1,5.974674,6.236656,6.210757,9.231246,9.047196,9.006333,8.981174,8.759423,6.658047,6.396111
DOCK8,10.48006,10.47221,10.48841,9.663935,9.336524,9.358258,8.762197,8.704075,6.800508,6.777812
RRS1,7.519755,7.780707,7.688386,9.294976,9.438175,9.35947,9.549828,9.37526,7.492315,7.594308
KIF2A,10.26264,10.25905,10.32861,10.13835,10.32757,10.13133,10.12158,9.890658,8.161284,8.179289
ARG1,5.237998,6.398088,5.81207,4.69297,4.768032,4.746602,4.753487,4.73368,9.261909,9.41243
IARS2,8.016881,8.244089,8.263298,9.125619,9.173177,8.94045,8.942796,8.661348,5.923042,6.331532
RAPGEF2,8.890495,8.94854,8.94348,8.263665,8.085893,8.204361,8.113264,8.120344,10.10603,10.52925
TREML5P,7.980883,8.063268,8.066016,7.729038,7.832676,7.643374,7.769693,7.824053,9.443283,9.642588
SRD5A1,7.331324,7.261232,7.311031,8.655766,8.816665,8.588456,8.669304,8.487311,6.829125,6.738753
NPM1,10.35753,10.47672,10.68537,10.96457,10.8864,11.04545,10.84725,10.86809,8.944715,8.922227
WDR36,8.971939,9.218869,9.245587,9.859332,9.746417,9.907783,9.804131,9.746106,7.907553,7.90129
GNL3,7.957441,8.194089,8.353424,9.154531,8.910721,9.026404,8.690251,8.852618,6.387986,6.509488
FAM136A,9.011,8.988472,9.093123,9.801897,9.695582,9.883023,9.513353,9.704111,7.671236,7.347728
DCTPP1,10.3439,10.39974,10.22532,11.5568,11.0751,11.21366,11.07441,11.08723,8.715219,8.560514
WDR12,7.894677,8.121592,8.214279,9.42301,9.348557,9.284143,9.267013,9.208997,7.341862,7.347158
ZZZ3,8.764059,8.921511,8.981348,8.994322,8.922281,8.993945,8.70675,8.750968,7.129805,7.08495
BCL9,8.726506,8.716005,8.833454,8.316864,8.511816,8.443769,8.220325,8.113323,6.402757,6.522246
GPR125,8.403858,8.660985,8.591884,8.257179,7.990316,8.286443,7.936071,8.030134,5.893669,5.71619
8-Mar,8.857473,8.931412,8.760096,8.99259,8.840466,9.077199,9.059753,9.171019,10.89298,11.04025
DPY19L3,8.286571,8.429923,8.346914,8.427855,8.432325,8.496308,8.126552,8.145879,5.743894,6.180548
PRMT5,9.826896,9.937913,9.915026,11.17712,11.21628,11.02883,11.25502,11.06437,9.177896,9.382115
PPRC1,8.679474,8.840138,8.6887,9.566715,9.7156,9.725194,9.657936,9.768847,7.959184,8.052544
DANCR,8.366344,8.437933,8.046776,9.533601,9.562387,9.449177,9.650037,9.609321,7.460794,7.185621
TREML2,7.496778,7.827658,7.73441,7.518159,7.729142,7.438032,7.582634,7.477704,9.914114,10.29448
TRIT1,7.686509,7.848074,8.082989,8.73033,8.742311,8.750304,8.808427,8.762258,6.814282,6.812163
OTTHUMG00000019458,5.070813,4.994142,4.872242,4.929518,4.661634,4.709396,4.696262,4.755287,7.016976,6.717262
MYC,10.26205,10.46488,10.40391,10.91825,11.11227,10.85929,10.96485,10.9102,9.075954,9.14587
SNX14,8.750645,8.914979,8.949927,9.212241,8.997808,8.963283,8.475061,8.48035,6.527544,6.665534
JHDM1D,8.423583,8.021868,8.180902,6.900737,7.158994,7.150613,7.846035,7.922489,10.28579,10.6248
NME1,6.338727,6.529185,6.419188,7.660697,7.705068,7.729834,7.477868,7.641188,5.659911,5.291046
PLXNC1,10.10203,10.21899,10.20502,9.523326,9.275538,9.687222,8.491807,8.074744,5.402734,5.695445
TTC8,7.568206,7.696118,7.654384,8.379557,8.259371,8.182439,8.159536,8.057101,6.476899,6.52379
EXOSC2,8.719666,8.799017,8.811267,9.832393,9.886583,9.964551,9.830578,9.94661,8.408497,8.314707
PRPS2,9.628031,9.68673,9.76115,10.87742,10.85571,10.86741,10.95806,10.92403,9.550334,9.546343
KIAA0232,7.398967,7.527886,7.461233,8.007924,7.913046,7.728594,7.8342,7.846857,9.680601,9.955502
PUS7L,8.443919,8.598936,8.659475,8.777885,8.73852,8.923857,8.683613,8.683518,6.940748,7.02437
PRMT1,9.269074,9.406922,9.322822,10.09446,10.13145,10.00621,10.04944,9.970051,8.429668,8.205574
ICA1,7.463984,7.638668,7.462243,7.595403,7.515351,7.718853,7.75377,7.913846,6.097086,6.054402
ZMYM3,9.223181,9.282816,9.257709,9.16361,9.422442,9.461528,9.243706,9.276072,7.523679,7.446551
ATP1B2,6.41119,6.248486,5.912187,7.384894,7.531814,7.233089,9.024422,8.884052,11.54349,11.44696
AKAP1,8.33602,8.309086,8.307467,9.122978,9.352765,9.479485,9.181734,9.379776,7.309153,7.338743
ACACA,8.12053,8.305063,8.387097,9.144508,9.265972,9.596416,9.233706,9.481754,6.896072,6.739841
MRPS35,8.571038,8.685534,8.638571,9.740021,9.573886,9.405978,9.597242,9.468684,7.44943,7.648552
PGRMC1,10.19398,10.27918,10.0546,10.60489,10.66381,10.48845,10.55924,10.34871,8.498329,8.649251
TTC3,9.207945,9.411356,9.543631,8.869073,8.803133,8.976892,8.657208,8.583224,6.371825,6.643868
PIGB,8.748981,8.942418,8.853528,9.546371,9.452651,9.294483,9.231382,9.096249,7.385017,7.389013
ARF3,9.950026,9.932602,9.937424,10.34753,10.39008,10.09839,10.04511,9.715165,7.788065,7.833963
SNORA9,8.77295,8.576159,8.590844,8.778174,8.764751,9.069549,8.717083,8.914996,6.772207,6.748265
DDX21,9.486835,9.642034,9.698863,10.79189,10.73801,10.67221,10.73415,10.57722,8.963223,9.019113
SYNCRIP,10.16508,10.1898,10.27127,10.84257,10.84167,10.85506,10.80252,10.66616,9.272265,9.323739
LCP1,10.38868,10.47701,10.52623,10.52777,10.07698,10.36718,9.895719,9.934998,7.643867,7.799911
ALDH18A1,8.863088,9.111538,9.126678,9.597047,9.517441,9.470027,9.600348,9.579281,7.892681,7.836244
SMIM5,6.815632,6.757949,6.873873,7.371827,7.264655,7.280002,7.434681,7.519336,9.24742,9.626445
SMYD5,7.517984,7.614418,7.537967,8.156832,8.321694,8.355955,8.240294,8.270219,6.607682,6.730033
PARP6,9.699853,9.561821,9.562529,8.700243,8.451689,8.64405,8.013149,8.010309,6.22081,6.349505
AHCY,8.340818,8.510436,8.37801,9.645363,9.865457,9.507226,9.867892,9.620852,7.583346,7.675051
EARS2,7.355649,7.401907,7.479949,8.2694,8.453608,8.253132,8.448007,8.311443,6.76755,6.713099
FAM65C,8.218339,8.172696,7.999259,7.468507,7.641871,7.713676,8.007047,8.158112,9.990357,10.2466
CLUH,8.657805,8.462543,8.485215,9.823091,10.07216,10.01574,10.03418,10.15177,8.296429,8.126676
DCTD,9.129233,9.277894,9.259537,9.540261,9.257904,9.358185,9.077254,9.136599,7.20954,6.89231
ABCG2,5.182763,5.704872,5.654251,5.64622,6.045491,5.740231,7.120948,6.965293,10.04599,10.46972
TERF2IP,9.166299,9.267179,9.252797,9.217693,9.230799,9.130462,9.391808,9.310135,10.74751,10.83093
SLC16A10,6.682073,7.061618,6.808921,8.771701,8.76724,8.731441,8.496401,8.481936,6.47957,6.630939
GCSAML,8.36159,8.465087,8.418951,9.986968,9.464335,9.812999,8.64573,8.439607,6.15786,5.97252
DOCK5,9.212025,9.342121,9.300618,8.278998,8.269068,8.228608,7.808842,7.521301,5.812927,5.504554
BLMH,8.846061,8.930529,8.916949,9.557473,9.690404,9.549396,9.754696,9.554082,7.727418,7.97632
IMPDH2,9.005471,9.024317,9.025931,9.311127,9.359224,9.430246,9.387596,9.551933,7.969885,8.033094
PDP2,7.651784,7.936,7.794575,8.766935,8.659259,8.849929,8.579304,8.717603,6.782643,6.546863
NAT10,9.56169,9.579923,9.590034,10.55232,10.5772,10.43509,10.55161,10.45708,8.641926,8.924148
ICAM2,9.261431,9.151819,8.993605,9.672455,9.543073,9.662646,9.381333,9.469831,7.674721,7.761519
PHACTR2,8.747754,8.58318,8.703319,10.00305,9.880718,9.542593,9.389545,9.118103,6.633996,6.867149
NT5DC1,8.221177,8.488883,8.470673,8.659502,8.501898,8.499744,8.53573,8.394182,6.631181,6.461391
PCYOX1,7.47617,7.587692,7.446008,7.835139,7.96488,8.044332,7.681331,7.673486,5.799921,5.402786
CCDC176,5.6357,5.817465,5.789192,5.903451,5.72577,5.426265,5.813964,5.518401,8.111567,8.087678
CNKSR3,7.267763,7.212564,7.334101,9.901739,9.495976,9.445093,8.897263,9.036867,6.691235,6.74788
TAB3,8.761774,8.730666,8.804673,8.974987,8.748633,8.777973,8.794561,8.78291,10.31488,10.39494
FKBP4,9.706614,9.864558,9.834312,10.63438,10.88291,10.8297,10.82484,10.79544,8.573421,8.927663
METTL1,7.53618,7.366668,7.283667,8.207648,8.487412,8.312647,8.526733,8.471318,6.641519,6.684837
PCCA,8.365276,8.459467,8.43867,7.880579,7.679936,7.763397,7.772071,7.608979,5.471709,5.846756
SUCLG2,7.747555,7.728136,7.666155,9.486196,9.155462,9.396396,9.044149,9.187338,7.32861,7.251121
PLEKHA5,8.478928,8.534386,8.523458,7.344913,7.416318,7.576407,7.432694,7.365073,5.660419,5.844428
AGPAT4,8.133394,8.126581,7.858191,6.370121,6.160026,6.089223,6.592445,6.055082,9.033034,9.330208
KAT2A,10.01105,9.778471,9.788607,9.455499,9.723729,9.790918,9.629337,9.720678,7.627,7.712292
MXI1,8.346828,8.173017,8.29854,8.647209,8.566175,8.650158,9.088723,9.249838,10.68327,10.7807
UTP20,8.274632,8.44693,8.530282,9.199866,9.441519,9.397463,9.538933,9.346146,7.48333,7.578379
MSTO1,8.381124,8.457094,8.470756,8.78049,8.60034,8.667102,8.538669,8.618366,7.082708,7.141075
ELP5,9.109593,9.051265,9.040813,9.60507,9.618175,9.652994,9.558399,9.657573,7.871614,8.136905
GYPB,4.819613,5.141988,5.015907,5.76344,5.728469,5.655095,8.720074,9.306599,11.6301,11.80606
HIST1H1T,5.063125,5.385117,5.462432,6.317961,6.404888,5.956046,6.286551,6.09089,8.886049,8.751819
JAZF1,7.350412,6.981659,7.200578,7.21773,7.344598,7.193101,7.603935,7.460097,9.44174,9.590654
EFTUD2,9.939883,9.978203,10.0073,10.93605,10.92088,10.88855,10.94912,10.83981,9.44348,9.571351
MLH3,7.828699,7.882664,7.986305,7.566092,7.617781,7.894587,7.526241,7.72639,5.447806,5.668334
DNPH1,9.527326,9.412463,9.44732,10.15147,10.35446,10.26979,10.101,10.08763,8.577072,8.641776
RPGRIP1L,6.872413,7.170874,7.20104,7.521137,7.264552,7.455479,7.019159,7.230068,5.047903,5.012293
PAK2,10.13908,10.2751,10.19566,10.53179,10.61558,10.59294,10.47929,10.41102,8.724199,8.968072
NKRF,7.689208,7.832514,7.879619,8.290913,8.630879,8.344831,8.503269,8.345043,6.483303,6.465599
STAT5A,9.79774,9.805972,9.757716,10.0663,10.02433,10.11273,9.794135,9.737432,8.482157,8.465374
MRPL4,9.309754,9.288313,9.179705,10.37085,10.56742,10.49248,10.48856,10.57971,8.999849,9.037786
DNAJC10,9.131021,9.207887,9.481272,9.051758,8.809438,8.897739,8.588974,8.353552,6.376365,6.191915
DTWD2,7.687277,7.874439,8.068508,7.985528,7.854922,7.945872,7.713647,7.435142,5.48337,5.523596
CDKN2C,6.025646,6.011228,5.840067,7.007707,6.92344,6.889531,7.040402,7.02015,8.766356,9.128868
SPIN1,10.40451,10.63106,10.6879,9.810137,9.698999,9.797554,9.534728,9.518427,7.844425,7.899516
RANBP10,8.097297,8.051948,8.142473,8.196835,8.358676,8.256856,8.664104,8.649553,10.06142,10.02263
TBC1D22B,8.519839,8.412117,8.38095,8.468616,8.808116,8.527594,8.836497,8.783028,10.60981,10.7458
CCNDBP1,8.925307,9.067804,9.049192,8.752815,8.553407,8.418942,8.808475,8.788683,10.5538,10.71861
RAB3IP,7.746777,8.316355,8.036749,6.902966,6.845862,6.769887,7.136545,7.142738,9.443403,9.599126
