id,GSM1618288,GSM1618289,GSM1618290,GSM1618291,GSM1618292,GSM1618293,GSM1618294,GSM1618295,GSM1618296,GSM1618297
GGCT,5.973213,6.321331,6.25869,7.229517,7.160738,7.105104,7.137891,7.076165,5.742785,5.500117
SCARB1,8.397659,8.395893,8.434374,8.769893,9.188307,9.139524,9.179156,9.259291,7.735655,7.725127
SLAIN1,8.661671,8.613291,8.713638,7.590215,7.777375,7.86649,7.883989,7.938606,6.666312,6.742029
METTL4,7.405686,7.780281,7.867903,8.190964,8.127876,8.298508,8.174252,8.409883,9.975675,10.02493
LRRC8B,9.044301,8.864738,8.918148,9.356377,8.788613,9.064807,8.462587,8.700543,6.750571,6.67952
CLCN3,7.90031,8.355016,8.264057,9.017656,8.783463,8.796932,9.057079,9.15379,10.79432,11.10046
RBM28,8.083912,8.25576,8.458474,8.863634,8.733817,8.774408,8.592213,8.638627,7.279632,7.207375
SHQ1,8.143126,8.449923,8.521919,9.040762,8.758293,8.956643,8.659574,8.720838,7.111462,7.155097
PABPC4,9.179052,9.352323,9.358222,10.15687,10.02852,10.02101,10.04492,10.09532,8.953249,8.945961
FNDC3B,8.563762,8.398606,8.348664,8.448745,8.101692,8.208941,7.943089,7.971492,6.588635,6.467278
ASUN,8.869449,9.339386,9.362131,9.945683,9.928214,9.845799,9.893779,9.672882,7.858119,8.039756
HMGN1,9.385573,9.323685,9.357177,9.296476,9.126536,9.205935,9.121924,9.103665,8.052444,8.115676
WDR74,9.782493,10.0126,9.960876,10.69433,10.41498,10.52467,10.37748,10.64449,9.040394,9.055859
COMMD7,9.373716,9.463643,9.416192,9.217224,9.057337,8.7385,8.727002,8.416875,6.863002,6.616133
BID,8.455044,8.503008,8.517574,8.790975,8.75316,8.587585,8.717475,8.344659,7.138628,7.032462
MTFMT,8.116233,8.185822,8.351423,9.229207,9.356867,8.88782,9.276292,8.902724,7.224475,6.955955
SNORD56,8.380179,8.533534,8.560504,9.378573,9.306627,9.549304,9.295767,9.459156,8.074449,8.123935
HEBP2,9.828477,9.839024,9.678568,9.287622,9.660763,9.499416,9.675728,9.561805,8.237239,8.14754
AGPAT4-IT1,6.804749,7.042962,6.383584,4.786874,5.543993,5.330677,5.228481,5.205623,7.890394,8.157432
GBA,8.848247,8.9589,8.872194,9.525357,9.554485,9.541919,9.298274,9.382042,8.216692,8.367888
BOP1,8.902928,8.765802,8.78138,10.090735,10.18453,9.999275,10.226495,10.247685,9.170523,9.051685
FUCA2,6.508401,6.785156,6.530411,8.813966,8.341484,8.576916,8.151759,8.316234,6.395141,6.544046
EMR2,10.02683,10.11712,10.02262,10.03079,9.42874,9.528898,9.054688,9.297352,7.252027,7.095233
ZDHHC20,8.838708,9.04041,9.095737,9.602808,9.14855,9.247755,8.81343,8.794186,7.106908,7.188674
MRPL15,7.525052,7.762888,7.74966,8.723214,8.879835,8.585743,8.834877,8.628968,6.980094,7.268529
TMEM57,9.060208,9.259896,9.289547,9.777556,9.808059,9.539008,9.782936,9.676584,11.09348,11.06409
ARL4A,7.520238,7.497091,7.304824,8.616939,8.610942,8.459274,8.55914,8.459914,9.709491,9.923603
ANKRD28,10.66253,10.6995,10.67558,9.58386,9.225831,9.18377,8.802255,8.448534,6.932734,6.965823
NIPSNAP1,8.733895,8.59601,8.672029,8.947829,8.941871,9.387493,8.746602,9.242026,6.890249,7.012132
GTF3C4,7.851442,8.141269,7.932745,9.089746,9.159105,8.905035,8.884508,8.767252,7.462097,7.443449
SELENBP1,7.189855,7.004764,6.910542,7.487804,7.919127,7.988837,8.692849,9.166651,11.01782,11.16796
GBAS,8.694887,8.895138,8.8894,9.472749,9.434899,9.471441,9.148563,9.422058,7.899113,8.038655
DMTN,8.186115,7.868398,7.88768,8.380215,8.759592,8.391008,9.09262,8.820875,10.71339,10.88627
RILPL2,9.777942,9.632297,9.864487,10.49527,10.57263,10.07918,10.09693,9.435689,7.336164,7.436788
POC1B,8.135164,8.253839,8.087724,8.281363,8.315378,8.096734,8.522292,8.377144,9.635445,9.727649
LAPTM4B,11.1028,11.09604,11.02762,10.85929,10.55837,10.12521,10.13881,9.414886,7.057877,7.031328
DAPK1,10.07687,10.09625,10.01836,8.830651,8.600775,8.60084,8.016733,7.81097,9.397564,9.877351
CERS5,8.501459,8.627791,8.551121,8.193445,7.96372,8.05088,7.945456,8.139837,6.831758,6.823052
HEATR3,6.817723,7.032921,7.112213,7.630959,7.784168,7.566312,7.625257,7.476211,6.049615,6.218594
WWC3,7.76161,7.823765,7.897995,7.747239,7.668238,7.56705,7.70243,7.496181,9.041602,9.526121
WDR41,8.990203,9.217295,9.116329,9.260465,9.200091,9.064432,9.204203,8.87829,7.638943,7.457145
CYTL1,9.752402,9.95822,9.722108,9.573274,9.210809,9.139337,9.113705,8.446377,6.452804,6.509344
C1GALT1,8.237386,8.253148,8.098703,8.297932,8.269299,8.465605,8.218843,8.423229,9.534725,9.70167
FABP5P7,8.474828,9.005486,8.909221,10.04091,9.428035,9.383423,8.959395,8.648761,6.053743,5.362817
CDCA7,9.355468,9.523957,9.674683,8.875597,8.586831,9.1118,8.322104,8.843193,6.088317,6.4155
CYFIP1,8.766426,8.832336,8.702547,8.309356,8.217693,8.107721,7.909657,7.718351,6.627947,6.650777
TFAM,7.59572,7.920547,8.026517,8.99032,8.892567,8.86013,8.829732,8.779982,7.289182,7.360412
ZNF512,9.16756,9.457909,9.308819,9.214041,8.860944,9.066727,8.749292,8.873111,7.081422,7.334826
RRN3P3,8.950668,8.811861,8.959384,8.728424,8.665268,8.664144,8.370443,8.319445,6.98584,7.263835
EEF1E1,8.611665,8.641233,8.447768,9.899738,9.926506,9.961823,9.914968,9.968464,8.901439,8.751845
DFFA,8.95502,9.207374,9.186095,9.513735,9.37345,9.426967,9.27243,9.388652,7.929986,8.120564
PNPT1,7.597058,7.882217,8.029118,8.965008,8.904942,8.934747,9.040536,8.985977,7.432474,7.615588
PM20D2,9.177866,9.469134,9.833001,8.847389,8.443762,8.712219,8.852222,8.814719,5.860295,6.509681
SNORA32,9.169617,9.22909,9.266238,9.010721,8.830832,9.109045,8.683918,8.951753,7.467175,7.499661
SYNJ2BP-COX16,8.558221,8.742948,8.678445,8.964397,8.860213,8.831201,8.717464,8.579281,7.502645,7.550425
KIAA0754,7.345358,7.567951,7.496029,7.469741,7.482356,8.078313,7.433406,7.824669,5.377691,5.418959
NOA1,10.35361,10.43334,10.47945,10.33906,10.4951,10.32609,10.64988,10.46997,9.325453,9.441593
PINX1,7.006114,7.076706,7.105101,7.937149,7.937305,7.797032,7.854766,7.904653,6.866888,6.862391
CCDC71L,7.633066,7.999933,7.937633,8.151037,7.963641,7.648608,8.185607,7.836185,10.12357,10.6356
TRIM28,10.96095,10.91134,10.91975,11.67618,11.91722,11.66692,11.9144,11.69161,10.39803,10.55908
PPIB,11.60316,11.58769,11.66303,12.17348,12.06515,12.00178,12.01165,11.90219,10.87527,10.93486
KIAA1147,9.655413,9.875788,9.851517,7.693635,7.836853,7.830435,7.752981,7.573669,6.441768,6.234892
ITSN1,6.649608,6.442563,6.569488,7.026917,6.790558,6.92349,6.664587,6.810206,7.953612,8.120276
TMEM185B,8.539062,8.955214,8.886908,8.656075,8.410332,8.200469,8.085107,7.798385,6.036873,5.786698
LIG3,8.336871,8.44736,8.451439,8.353573,8.268154,8.456955,8.385829,8.44073,7.157329,7.349058
SNORD50A,9.223972,9.351763,9.333991,9.734905,9.229494,9.855056,9.04752,9.343789,7.174863,7.174627
POGK,8.784081,8.732359,8.798723,8.294483,8.280643,8.155231,8.028244,7.779078,6.715179,6.455998
ACTG1,12.84187,12.86285,12.86442,12.36942,12.09514,12.30019,11.92953,11.99493,10.75576,10.45774
DCAF12,9.209341,9.466421,9.385692,9.67998,9.707464,9.558973,9.847109,9.693085,11.03455,11.32075
FAM138A,5.178801,5.163068,5.364782,5.463701,5.509031,5.683365,5.688664,5.828926,7.130898,7.527273
SLC5A6,8.104522,8.360545,8.09726,9.273736,9.185452,9.443163,8.997561,9.264764,7.689053,7.605775
RRN3P1,9.271174,9.276551,9.337852,9.227052,8.869909,9.123087,8.528628,8.662918,7.091064,7.292224
CHST2,7.137254,6.781182,6.802374,7.568069,7.713317,7.48073,7.713946,7.623444,9.142591,9.43557
TUFM,8.955082,8.994005,9.080329,9.993405,10.1867,9.968659,10.32951,10.0853,8.741345,8.956902
HPGDS,10.12915,10.18337,9.88706,10.96765,10.08693,10.23668,8.81499,7.757678,4.720313,4.390502
ZNF480,8.778492,8.953484,9.096351,9.35917,9.351556,9.504046,9.383848,9.478765,8.170136,8.156957
POLR3G,7.246378,7.363636,7.269219,8.938543,8.298363,8.816983,8.114604,8.242783,6.287062,6.047619
R3HDM1,9.109249,9.128259,9.177122,9.479137,9.503888,9.458064,9.381301,9.335022,8.142035,8.389518
SNORD1C,9.119417,9.264053,9.026278,9.763405,9.382897,9.682487,9.514477,9.811401,8.069467,7.822754
METTL8,7.277411,7.607494,7.732276,8.209904,8.19337,8.121871,8.121032,8.118368,6.626053,6.68042
DNAJA3,8.56775,8.486422,8.567097,9.607871,9.81996,9.705651,9.864003,9.827171,8.613584,8.797872
DDHD1,8.845487,8.892664,9.03127,8.852211,8.67811,8.787821,8.777429,8.715243,9.824543,9.863289
FRYL,8.903409,9.003049,9.049906,8.478206,8.093937,8.555314,8.162925,8.523882,10.07139,10.17534
FBN1,8.487611,8.584628,8.398345,8.678692,8.88903,8.9736,8.525787,8.825508,6.274228,6.901625
AMER1,6.998124,7.2658,7.151511,7.459553,7.424928,7.446465,7.584116,7.459648,6.336466,6.054204
SLC25A33,7.442068,7.828378,7.738164,8.685274,8.363909,8.273402,8.427039,8.18096,6.543465,6.484858
ZNF280B,6.953254,7.205025,7.260808,7.4983,7.229282,7.17584,7.297327,7.133707,5.713673,5.713005
TAL1,8.431278,8.249317,8.200064,8.682692,8.83507,8.750187,9.001069,9.115693,10.28036,10.59155
LRP8,8.827023,8.838696,8.847244,9.196297,9.113147,9.077649,8.797907,8.564,7.592617,7.392561
BCL6,7.65117,7.36172,6.862468,5.26855,5.241411,5.024619,5.260763,5.339781,7.903665,8.752005
MBNL2,9.552093,9.633626,9.606544,10.26715,9.888367,10.02,9.591445,9.702783,10.94038,11.05921
FAM86EP,6.986842,6.870899,6.800224,7.208148,7.287785,7.486698,7.482232,7.481631,6.29913,6.218948
SLC22A4,6.178523,6.646529,6.450936,6.386498,7.02004,6.681046,8.102423,7.657633,10.19131,10.3576
ARRDC2,8.995872,9.154099,8.969316,8.826941,8.971551,8.592316,8.916849,8.785314,10.25973,10.53049
TRAM2,9.550493,9.508742,9.349794,10.5031,10.24212,10.37853,9.83871,9.847649,7.667994,8.267108
DROSHA,8.450538,8.647866,8.540444,8.918962,8.934878,8.955243,8.957216,8.925947,7.877651,7.960815
CCS,8.632231,8.768592,8.88938,8.414445,8.391149,8.340679,8.483548,8.658596,9.713415,9.791126
COPG2,8.69887,9.055552,9.123673,9.189633,8.648081,8.606903,8.545311,8.394311,6.352114,6.013204
MXD3,7.95008,7.795534,7.783396,7.776255,7.831381,7.871376,7.980643,8.003042,8.996223,9.16622
CALCOCO1,8.30785,8.187446,8.30836,7.593571,7.260995,7.363774,7.469636,7.609707,9.3129,10.01275
DENND2D,8.203082,8.030601,8.273288,8.186669,8.159684,8.115882,8.072245,8.183623,7.001699,7.034235
SMAD3,8.965439,8.821956,8.858176,8.859584,8.507206,8.722003,8.495872,8.678793,7.260107,7.207871
CDC123,9.019896,9.32218,9.288725,10.02345,9.890728,9.801855,9.742834,9.608754,8.366346,8.276625
OTTHUMG00000011982,5.092779,5.314763,5.21299,5.36799,5.166217,5.192818,5.193172,5.284924,6.441834,6.709181
KIAA1919,8.118794,8.192698,8.09441,8.198298,8.097608,8.258494,8.099567,8.173072,7.003416,7.148383
STAM,10.1009,10.1064,10.11306,10.06435,9.782198,9.833885,9.939693,10.19888,11.33466,11.47827
CDCA7L,8.855652,9.202973,9.452753,9.016099,9.105285,9.091173,9.234958,9.022455,7.383155,7.303762
SCARNA9,10.54647,10.48921,10.46337,8.642482,8.144602,8.304358,7.774139,8.292939,10.0028,10.37484
CYB5B,8.564066,8.77696,8.853575,9.707781,9.573944,9.461484,9.228958,9.178151,7.847558,7.952312
ATP5G1P5,6.070357,5.998935,5.984433,7.207273,7.25178,7.181035,7.422721,7.231731,6.260917,5.998152
ZDHHC21,9.049979,9.091077,9.522636,8.6196,8.166874,8.573375,8.162045,8.378568,6.250755,6.280366
EIF2AK1,10.46501,10.37995,10.33176,10.89984,10.87091,10.90796,11.01533,11.04392,11.96773,12.15102
AGMAT,6.154678,6.464464,6.629622,8.04227,8.136406,7.907552,7.481352,7.339098,5.80511,5.846911
SGPP1,8.131265,8.12768,8.12117,9.542115,9.166152,9.264021,8.856399,8.993275,7.615392,7.387146
PIGW,7.695486,7.981026,7.914145,9.228273,9.618526,9.278551,9.546659,9.4012,7.954664,7.802132
FABP5P1,8.486594,8.888253,8.76179,9.926416,9.26658,9.182225,8.718252,8.602943,6.330911,5.99227
GYPC,9.100288,9.200991,9.243867,9.45967,9.5432,9.554828,9.881124,10.0998,11.11288,11.35647
TTLL7,5.715407,5.666906,5.317029,4.773782,4.699624,4.682407,4.974679,4.822832,6.338911,6.303121
GNPDA1,6.380583,6.421546,6.326465,8.391275,8.159531,8.331064,8.111073,8.295704,7.069748,7.022348
SSR3,8.813777,8.964075,8.831056,9.763969,9.723564,9.763808,9.653307,9.629318,8.637048,8.387749
RFFL,8.021948,8.127105,7.96463,8.043833,7.809948,7.947489,7.992584,8.255789,9.41565,9.687348
KIAA0430,10.03737,10.0848,10.21235,9.330134,9.115874,9.346536,9.043903,9.38868,10.59595,10.72768
CRYZ,7.370708,7.592583,7.836926,7.859972,8.007161,7.825691,7.488912,7.43002,4.903452,5.589064
TNRC6B,9.893347,9.79503,9.888062,8.953876,8.800073,8.908486,8.846283,8.980311,10.10752,10.49962
SDC4,6.666726,6.683158,6.458615,9.601666,9.311832,9.356267,9.538681,10.04619,8.06526,7.925396
OTTHUMG00000019459,7.551034,7.336574,7.584119,6.730939,6.777087,6.711894,6.799226,6.55755,8.011429,7.87904
SPRYD4,9.494379,9.655352,9.683132,9.847548,10.11253,9.762872,9.925008,9.774306,8.363173,8.516253
AP1G2,10.1971,10.19498,10.32104,9.217714,9.053965,9.133681,8.852773,8.854404,7.83857,7.856794
SLC15A4,8.378414,8.278901,8.342556,8.118389,8.335243,8.074065,8.277147,8.116931,7.046452,6.958188
OSBPL2,8.031012,8.091879,8.173261,7.853894,7.70387,7.589234,7.601402,7.661795,8.740409,8.794002
USP9X,9.622928,9.72763,9.783968,9.766845,9.640232,9.64859,9.810266,9.73946,10.843,11.11613
LRRN2,6.935971,6.824419,6.958558,6.7727,6.899862,6.953306,7.07373,7.022604,8.154696,8.458862
CBFB,9.973709,10.33641,10.46804,10.63153,10.38421,10.03387,9.304633,8.353163,5.600341,5.84098
DPY19L4,7.965061,8.258166,8.414012,7.822396,7.45037,7.673955,7.179988,7.332173,5.568008,5.581981
CMAS,8.80961,9.149965,9.164278,10.04499,9.926992,9.822727,10.17295,10.10205,11.50278,11.61944
SDAD1,8.185328,8.431827,8.428922,9.355504,9.181152,9.03897,9.279582,9.055087,7.743945,7.737143
NAA25,8.716955,8.776044,8.902476,9.240075,9.047619,9.460661,9.076394,9.368312,7.578732,7.715408
GCSH,8.890577,9.060162,9.004828,10.14448,9.946418,9.684238,9.776328,9.551612,8.152469,8.049474
ANKRD9,7.670099,7.513288,7.488533,7.950414,8.27709,8.025358,8.439544,8.338553,9.684298,9.934027
MTRR,8.298591,8.396279,8.561221,8.75579,8.506186,8.772046,8.552766,8.657149,7.259893,7.330648
GALNT1,9.379192,9.605702,9.706432,10.44307,10.07693,10.02558,9.535475,9.352812,7.735512,7.830194
PARP1,9.877715,9.926353,10.19248,10.27632,10.23345,10.12856,9.944776,9.921995,8.698479,8.711092
CYP4F12,6.091771,5.982424,5.95848,6.087262,6.338199,6.204484,6.484155,6.546235,7.9252,8.458508
RALGAPA2,9.202594,9.076435,9.089034,8.088918,7.984797,8.021706,7.823971,7.427287,6.264006,6.308453
HMBS,7.823092,7.678109,7.580499,9.882563,9.647274,9.744789,10.18174,10.59849,11.88982,12.06076
RHD,6.148913,5.698643,5.825681,7.724757,7.932385,6.874013,9.120607,8.603622,12.0245,12.24906
VAV3,9.840576,9.846077,9.935996,7.947423,8.02823,7.878402,7.50865,6.875981,5.456729,5.30206
HSP90AB3P,10.45391,10.4198,10.23736,10.5797,10.80573,10.77991,10.79461,10.5248,9.281695,9.349697
RARS,8.933317,9.234001,9.212266,10.04873,10.17661,10.05847,10.14422,9.983603,8.791065,8.79581
PIGU,9.161112,9.35262,9.223091,9.925556,10.04041,9.823746,10.02185,9.813079,8.725595,8.70108
CCNB1IP1,8.124464,8.325012,8.352421,8.301113,7.929914,8.267578,7.727929,8.156282,6.239157,6.050559
ZSWIM8,8.276491,8.165232,8.126674,7.883594,7.978722,7.856565,8.015934,8.075068,9.051706,9.273363
TMEM236,5.047027,5.059615,4.841738,4.894629,4.766798,4.856727,4.907073,5.044935,6.290743,6.735938
ESF1,6.941826,7.160385,7.257096,8.162995,7.883324,8.018292,8.079042,7.886862,6.526773,6.617021
XRCC6,9.417653,9.626182,9.505464,10.38853,10.34302,10.29946,10.26637,10.26653,9.280104,9.15952
TRIB3,7.888687,7.766306,7.646544,7.468048,7.70927,7.700344,8.182727,8.156019,9.399096,9.661813
OTTHUMG00000021681,6.389646,6.472556,6.776736,5.766747,5.975648,5.797561,5.835083,5.854926,4.480177,4.412476
KLHDC8A,7.306396,7.055739,7.066899,7.53909,7.493655,7.227634,7.540866,7.522801,8.852085,8.905275
MUC1,7.414362,7.656036,7.312755,9.255676,9.625365,9.613359,9.59903,9.912476,7.82372,8.071506
BAG2,7.087285,7.524051,7.384908,9.420272,9.406659,9.225109,9.381762,9.244423,7.578081,7.840641
TP53INP2,7.677573,7.540001,7.495297,7.761777,7.893838,7.728521,8.029296,8.133488,9.141593,9.311166
DCUN1D5,7.442643,7.643864,7.776173,9.101139,9.059861,8.981213,9.015697,8.892615,7.667998,7.750596
DNAJB2,7.162675,7.060985,7.094111,6.878906,7.017791,6.875772,7.128265,7.070783,8.054432,8.186472
ARHGEF12,7.880913,7.531177,7.418477,9.601079,9.440359,9.281883,9.501027,9.263594,11.0537,11.30678
ATG14,8.13828,8.389443,8.448236,8.451365,8.109815,8.348836,8.301146,8.540149,10.14478,10.69852
ZFAND5,9.848929,9.579024,9.547929,8.91589,9.098916,8.968421,9.083507,8.823816,10.35933,10.67509
LINC00656,6.139409,5.837445,6.071929,6.197074,6.483614,6.267983,6.458216,6.519867,8.434891,9.263294
ARHGAP23,7.252657,7.389701,7.462631,7.027599,7.112875,6.916811,7.598418,7.682363,8.723776,8.794501
AKR1B1,8.589756,8.574286,8.526407,8.7093,8.799438,8.889827,8.713017,8.936008,7.747211,7.701377
TNS1,7.509777,7.309423,7.413704,6.663609,6.738455,6.639289,6.937621,6.79873,8.090483,7.911796
USP28,7.389193,7.602913,8.04983,8.234001,8.181423,8.380208,8.044337,8.091853,5.899385,6.219898
SRFBP1,8.952921,9.239273,9.338935,9.579766,9.454142,9.464329,9.459932,9.358995,8.109798,7.963026
SMS,8.017125,8.523834,8.607589,9.876719,9.840387,9.503682,9.59764,9.357611,7.452084,7.392953
PMS1,6.829102,7.040824,7.016695,7.154212,6.916841,7.288947,6.800647,7.135166,5.448608,5.257072
SRGAP2,8.442392,8.105008,8.135702,8.686533,8.386495,8.414804,8.275025,8.398396,9.82913,10.14948
ZNF542,6.965445,7.19262,7.304876,7.230783,7.158921,7.235424,7.332831,7.5121,6.115375,6.185488
ALG1,8.111897,8.290214,8.319862,9.28721,9.34833,9.03267,9.300423,9.071937,7.786332,7.825387
CUL1,10.22481,10.19703,10.30731,10.66873,10.71131,10.85322,10.68112,10.72547,9.72369,9.643951
SNX22,8.034167,7.793983,7.90871,7.715827,7.919192,7.997147,8.181855,8.275311,9.441782,9.540821
MRPS34,9.267045,9.156208,8.975082,10.6088,10.73537,10.49962,10.92597,10.5975,9.307646,9.00776
EIF4A1,10.46509,10.44745,10.44025,10.57288,10.65692,10.71814,10.69469,10.77359,9.586599,9.789678
RMND1,6.952197,7.249228,7.246838,7.684878,7.845391,7.631726,7.575177,7.496888,6.065079,6.266739
FUT8,8.126073,8.315554,8.34897,8.627728,8.4291,8.586475,8.235808,8.277362,6.78338,7.079246
CNIH,8.594877,8.839854,8.603375,9.659525,9.382627,9.404747,9.28157,9.281584,8.018353,7.961868
LOC401397,7.373314,7.541598,7.528195,8.294054,8.157569,7.877861,7.833184,7.569593,6.21998,6.170032
LPCAT2,10.50599,10.48096,10.32667,10.2127,9.819817,9.439733,8.891887,7.79851,5.015546,5.129665
CCDC138,6.391955,6.898811,7.113232,7.745223,7.718173,7.78405,7.776813,7.706193,5.680318,5.853401
RUVBL2,9.134584,9.438055,9.254245,10.68875,10.51454,10.5633,10.47328,10.69566,9.274441,9.312099
SEC24D,7.515631,7.500065,7.617714,7.455895,7.559346,7.510344,7.150245,7.025783,5.933875,6.119411
TGFBR2,9.642931,9.705999,9.737543,8.573741,8.24996,8.14884,7.939615,7.57138,6.116014,5.731741
ABCE1,9.158926,9.431901,9.463947,10.09167,9.957831,10.21232,9.973542,10.07848,8.738596,8.565352
PTK2B,9.086191,9.222398,9.347595,7.895826,7.93996,7.642335,7.625409,7.537417,9.01408,9.457704
TREML3P,6.54077,6.492447,6.201634,6.152533,6.11145,6.170756,6.021256,6.251352,7.432292,7.48887
FAM86A,8.275823,8.274708,8.120704,8.727898,8.668934,8.861935,8.729038,8.947649,7.684158,7.674372
CALM1,9.899563,10.05077,10.10688,10.51615,10.37187,10.11832,10.13525,9.942993,8.648915,8.546848
FAM210B,8.167851,7.897283,8.066172,8.871041,9.073351,8.71177,9.288674,9.37922,10.68862,10.9378
PDLIM1,9.713141,9.714796,9.513597,10.43899,10.48128,9.85864,10.02831,9.577835,7.541754,7.688822
DYSF,7.245834,7.18479,6.636384,6.407036,6.579409,6.363225,6.62857,6.504667,8.4769,8.398314
ZFAS1,10.50806,10.79397,10.77642,10.00081,9.950624,10.31059,10.0741,10.30974,8.692666,8.558864
PAM,7.080029,7.335256,7.208975,6.600484,6.673586,6.56151,6.493588,6.377521,5.343648,5.34705
ATR,7.744638,7.951082,8.014415,8.194988,7.835006,8.07561,7.737344,7.793839,6.338973,6.431688
CD80,4.666466,4.67319,4.48876,5.278422,5.365482,5.197195,5.224137,5.424611,6.627199,7.063833
FRAT1,7.124293,6.921292,7.031616,7.087233,7.098625,7.187865,7.407164,7.314612,6.366435,6.228076
IMP4,8.673956,8.779734,8.787045,9.796244,9.707581,9.596626,9.697308,9.560579,8.605268,8.477183
NCLN,8.839553,8.812325,8.759401,9.768478,10.03784,9.998675,9.905494,10.06557,8.83318,8.83971
CASP6,7.841266,8.196159,8.194557,8.501768,8.253603,8.259128,8.066579,8.036606,6.61733,6.641588
VPS13B,9.263386,9.286212,9.272488,8.518303,8.099035,8.467033,8.131991,8.328862,9.644975,9.910732
E2F5,8.048264,8.474881,8.821017,7.757765,7.812941,8.092646,7.638122,7.844474,5.549472,5.553075
SCARNA5,9.548521,9.634609,9.636359,8.090902,7.8196,7.916924,7.471537,7.782797,8.887795,9.006579
GDF15,8.283555,8.715582,8.1126,8.087646,8.466082,8.490528,9.492843,9.911778,11.87818,12.29445
OSBP2,7.761309,7.555317,7.539169,7.959534,8.228562,8.296267,8.890984,8.873846,10.15362,10.3042
MAK16,7.774009,8.167684,7.986362,9.512707,9.189034,9.228274,9.240208,9.217964,7.748428,7.757563
GTPBP2,9.041245,8.848459,8.948135,9.224146,9.215924,9.179543,9.23767,9.551663,11.00498,11.67237
CMSS1,7.51242,7.782781,7.721272,8.734015,8.498182,8.403841,8.409613,8.259419,6.947461,6.993763
LOC100507459,7.577101,7.821342,7.62949,7.473407,7.489949,7.58237,7.635855,7.611474,6.572973,6.558553
CCNF,7.189459,7.29258,7.257635,9.62951,9.607282,9.540405,9.56974,9.718401,10.68319,10.9964
GLUD2,6.954606,7.136046,7.057245,7.776976,7.865944,7.622121,7.673265,7.33974,6.197121,5.996684
IL12RB2,9.479586,9.566965,9.469536,5.473269,5.69347,5.774697,6.676679,6.499786,5.420687,5.321572
MKNK2,9.117601,9.018653,9.144506,9.236474,9.39337,9.445055,9.851258,9.930376,10.9259,11.13916
C20orf96,7.923738,8.229874,8.177925,7.88024,7.991941,8.220953,7.805507,8.073436,6.433124,6.43457
NEK3,8.1987,8.222633,8.290281,7.679085,7.909973,7.739928,7.911945,7.82126,6.507543,6.786062
ZNF652,8.850638,8.678811,8.801331,7.860888,8.124753,8.218409,8.450441,8.38976,6.798235,7.119205
TUBGCP4,9.513748,9.818792,9.748319,10.58668,10.67706,10.88301,10.77262,10.91148,9.493037,9.501932
SLC31A1,9.088084,9.178585,9.292251,10.82478,10.85577,10.71116,10.94818,11.0007,9.979322,9.881747
PRPF19,9.742219,9.939478,9.841456,10.78232,11.12221,11.06533,10.94624,11.06987,9.683158,9.741413
FAR2,9.488168,9.714394,9.73328,9.751106,9.559793,9.223441,9.042209,8.595648,6.723736,6.962072
TMEM216,7.449525,7.483313,7.375139,8.02538,8.175316,7.928658,7.876329,7.708685,6.708248,6.657887
SCFD2,8.578752,8.766533,8.593668,8.762431,8.990263,8.587001,8.991735,8.630035,7.237987,7.256043
ZNF174,7.877693,7.950862,7.878323,8.520816,8.741146,8.586073,8.742046,8.709655,7.226464,7.600811
FANCE,7.571064,7.779,7.617665,8.470861,8.735357,8.585506,8.708944,8.705532,7.553786,7.580907
EXT2,9.225918,9.309509,9.183521,9.278107,9.380358,9.164831,9.267595,9.067954,8.077297,8.051823
CCNJ,9.006965,9.062561,8.969944,9.241886,9.493273,9.680813,9.441146,9.703981,7.374678,7.929991
C9orf41,7.975245,8.304112,8.410772,9.196286,9.072809,9.042839,9.467932,9.240977,7.576147,7.883585
MIR1908,8.691404,8.775256,8.667445,9.639476,9.801867,9.93339,9.742819,10.00997,8.620875,8.356264
SNORD58C,8.684513,8.105235,8.369258,7.843992,8.259464,8.48105,8.158,8.37942,5.995736,6.114631
WDR89,6.75445,7.150903,7.117826,7.992995,7.704555,7.828634,7.663811,7.770455,6.16757,5.740501
POLB,7.716444,8.066582,8.029036,7.418629,7.385997,7.232205,7.505221,7.089982,5.729771,5.670282
DTD1,8.558604,8.815926,8.685328,9.251173,8.91683,8.626023,8.835971,8.504107,6.816874,6.658156
SCAI,8.733216,9.066852,9.115057,7.743126,7.512384,7.841383,7.615133,7.708565,6.140742,6.205222
DPH5,6.798971,7.136908,7.32707,7.711101,7.50813,7.533412,7.451333,7.526265,5.88236,5.960674
RNPEP,8.391362,8.444727,8.250565,8.961234,9.068097,8.920761,8.764313,8.707387,7.574821,7.742859
DIEXF,7.505818,7.637263,7.951874,8.349724,8.231901,8.184581,8.337145,8.202613,6.771556,6.892422
MKRN1,9.306774,9.376509,9.328647,9.418394,9.358379,9.355001,9.320532,9.353652,10.26434,10.54774
HDHD3,7.646658,7.880109,7.730543,8.746478,8.48643,8.389399,8.785542,8.990616,7.520041,7.518083
POLR1C,7.300591,7.428636,7.393487,8.166545,8.050292,7.89593,7.970769,7.879454,6.848399,6.828353
PAGE2B,4.675955,4.53975,4.440664,4.711973,4.862314,4.707726,4.778458,4.656019,5.792453,5.976274
C12orf45,6.849707,7.032742,7.236566,7.733885,7.70924,7.590759,7.718134,7.579792,6.387573,6.325707
SGMS1,8.023982,8.237141,8.181485,9.248892,9.067551,9.133227,8.899409,8.917029,9.963984,10.20192
