"","x"
"KIAA0232",0.990146831529146
"CLIC2",0.963251271417618
"OLFML3",0.438096572213273
"EGR1",0.803394067987009
"TUBA4A",0.952207819132945
"FAM71A",0.947673130466018
"HIST3H2BB",0.861533142383549
"RASD2",0.501795516516833
"HIST1H3H",0.975504616061486
"ATG14",0.954429837263356
"C17orf103",0.890714871172866
"ERMN",0.927786965818816
"RNF11",0.992202408030174
"YPEL3",0.986427710655244
"R3HDM4",0.968687160633364
"POU2F2",0.8653110629442
"C2orf61",0.513753693117395
"SEPP1",0.819771284681372
"LGALSL",0.941217840512604
"TMC5",0.957344674191213
"MAP1A",0.867309815761211
"PPBP",0.953605848354507
"NCOA4",0.991811654808008
"CYP4F2",0.934143137623684
"C7orf53",0.524114489381809
"LINC00346",0.934143137623685
"LPIN2",0.960658078984466
"PRRT3",0.985982567050472
"TRAF1",0.758308640600128
"LINC00266-1",0.934143137623685
"LOC100128164",0.983972711455031
"TCEANC",0.99101867004479
"LOC84989",0.989603354234404
"LOC100507066",0.858156945523296
"NEFM",0.851513789999003
"LOC127841",0.934143137623684
"FOXO3",0.991279886644426
"ACP5",0.32006612743528
"ASAH2",0.934143137623684
"SLCO2B1",0.982325311173992
"CADM3",0.971766975802227
"OASL",0.732498405173329
"KRT18",0.623184954340726
"MXI1",0.90415605040372
"YOD1",0.994918937941628
"KLF5",0.957032319086404
"IGJ",0.738861139356791
"PHOSPHO1",0.981950392109264
"GBP2",0.937107461080522
"ATP1A3",0.995297406969155
"MYO18B",0.95325506201199
"DIRC3",0.857927234208224
"ZFAND5",0.992524346438153
"C1orf61",0.649667698489327
"VASN",0.786042503040357
"MAPK13",0.934432769958783
"OSGIN1",0.918086889034769
"FAM177B",0.934143137623685
"RHOB",0.986178267699833
"E2F2",0.664102119607772
"ZNF185",0.927385693118529
"CNPPD1",0.98185072312344
"EPS8L3",0.746964892745574
"ZNF423",0.933998423280604
"POU5F1P3",0.960640229413652
"CREB3L1",0.87001601131262
"NLRP6",0.976836819051673
"DLX2",0.922322027876323
"VWA7",0.957931552645271
"FAM214B",0.923537321485509
"SLC43A2",0.992716696137766
"CLMN",0.989728569525678
"FAM3C",0.359716106108099
"LOC100128071",0.90711305694192
"HDAC5",0.940536940605368
"SNX24",0.927858018331298
"PF4",0.744764247691467
"ARC",0.764222072204841
"XPO7",0.962563622547162
"ANKRD26P1",0.934143137623685
"C10orf105",0.388848290518028
"SERTAD1",0.935767313777114
"GPCPD1",0.975805977601277
"PNKD",0.462014781406061
"FAM110B",0.980014154744213
"HEXIM1",0.975877179980615
"TSC22D3",0.839691127699549
"C14orf45",0.781620674224555
"HBM",0.750823358465538
"PRDM1",0.949950133325205
"C5",0.926954118380796
"SLFN14",0.758381038161877
"HIST1H1T",0.969950403449605
"OR1L8",0.934143137623684
"LOC100129046",0.934143137623685
"TSSK3",0.988599522661321
"UBAP1",0.954228177372302
"LGALS2",0.802098881243999
"HEPACAM2",0.894523186026701
"PLA2G16",0.983198782769775
"OR2T8",0.482990116304255
"NINJ2",0.962659867508755
"GBP3",0.779154035278818
"STK17B",0.988912189684566
"MIR23A",0.636290757157833
"ABLIM3",0.983739842333733
"CCNG2",0.951798606723298
"HIST1H2AC",0.920912636866401
"HBB",0.911001307479781
"MAST3",0.990015318823438
"GPR183",0.704374373010233
"RBM38",0.990358749286437
"LARP6",0.934889762766692
"LOC646329",0.910061039043832
"FAM111B",0.610010142817498
"PTPRH",0.947249472272756
"SRC",0.966412456799507
"COX4I2",0.934143137623684
"KCNK1",0.95025656336329
"RNF10",0.972121805556638
"UBXN6",0.96001525302524
"ESPN",0.386686741779301
"KISS1R",0.955954718485173
"RGAG1",0.986603387701862
"CDKN1A",0.971970343641355
"IRAK2",0.983996519075351
"SERPINE1",0.812868733780725
"MICAL2",0.989367396184704
"MAP3K15",0.914278223401878
"MYLK",0.826238734780566
"AP1M2",0.934143137623685
"VSTM5",0.887260046595934
"GADD45A",0.985660097350511
"HNF4A",0.963307590627197
"KLF2",0.963980491221566
"STYK1",0.96369152163402
"GMPR",0.935791350433067
"RASD1",0.803109841244931
"ABHD4",0.986360757663096
"MIR3189",0.987658087355825
"CASP4",0.423402911036168
"FLJ42709",0.934143137623684
"FANK1",0.315728731765868
"SPDEF",0.696364266691557
"SH3BGRL3",0.934874484132199
"XIRP2",0.958150297500994
"DDIT3",0.898050958792137
"SLC25A47",0.939017807447808
"NANOS3",0.95602246104343
"RAP1GAP",0.954181208835118
"MKRN1",0.980085846548642
"ABI3",0.980345488778257
"PPP1R14C",0.907885876615404
"GPR146",0.993701435147223
"MKRN9P",0.974910310118366
"IBA57",0.933395336638298
"PNPLA2",0.967040963365711
"HIST1H2BD",0.943738694013291
"ARG2",0.963234593620182
"MAFF",0.977386567628086
"RHD",0.606623228724677
"SCARA5",0.780901001469389
"KIAA0513",0.985189161743567
"FITM1",0.822211862250325
"ZSCAN4",0.790742474249636
"HPD",0.97871538822064
"HIST2H2BE",0.937241866784614
"MIR101-1",0.934143137623685
"RGS9",0.455563576745752
"SLC2A1",0.94468791439942
"ADIPOR1",0.994847975955398
"STK17A",0.967177199829515
"UNC5B",0.994073060732306
"TES",0.982335219982905
"BIRC2",0.991183195514139
"SLC6A12",0.865189727943568
"PLS3",0.588549347895581
"LHX3",0.740530942512103
"PNMA1",0.89511687730179
"TMEM40",0.942807046847884
"LOC100128292",0.962011945482739
"MALAT1",0.990147665082847
"LOC100507373",0.76017975056879
"DYSF",0.982924369303687
"SLC8A2",0.792451982053224
"PVRL4",0.954455599763649
"APOBEC3A",0.443430297797589
"TRIB3",0.756334430929746
"UBE2B",0.990152438449914
"SCGN",0.922576101228479
"SLC22A1",0.989359745177653
"SELENBP1",0.807390228361789
"KLC3",0.803090135205731
"UBR2",0.933932841551207
"CDKL1",0.942987960695917
"MIR29C",0.770379889654831
"SERTAD2",0.950620512706272
"MFAP3L",0.894526957097231
"OR10H2",0.905431084528697
"TTYH2",0.931123867020963
"SLC25A37",0.856624099922868
"CLEC1B",0.571085717035257
"PLSCR1",0.557211887456912
"NIN",0.618353945598924
"PIM1",0.917484709883851
"MIR4656",0.972397841621692
"WDR86",0.571943390944117
"ABTB2",0.945399044347287
"FAM55A",0.375433367717342
"LY6G6C",0.934143137623684
"CRB1",0.665480193167619
"SNTA1",0.865085109815635
"USP1",0.605874894820919
"OR2AK2",0.934143137623684
"CDR2",0.903335413264603
"ADAM12",0.797242283401116
"WWC3",0.994560859260913
"SLC13A4",0.984070805068574
"CLN8",0.992640106289005
"FMNL2",0.98864631610706
"C17orf98",0.57517470690996
"OR2AT4",0.571620339881235
"CCDC17",0.876773488296047
"PCSK6",0.980234078266158
"CHIT1",0.823332432311005
"HLA-A",0.883860866535745
"YPEL4",0.872489014810887
"LINC00299",0.79318524204873
"LRRC31",0.934143137623685
"VWF",0.860081253152468
"8-Mar",0.992477985682822
"GUCY2E",0.695375618108901
"ATF3",0.818557635867754
"SEC14L1",0.992541773841777
"CD163L1",0.912133311185431
"SEMA3E",0.969463542916827
"LOC441455",0.983361771860098
"CD69",0.974034075681571
"SIAH2",0.953038266061672
"HBP1",0.991670091745203
"HPSE",0.85856577579423
"BEND7",0.589159203406311
"RAPGEF2",0.987969147553831
"PINK1",0.97472611027643
"SNORA11",0.815805973463518
"ZNF746",0.937282138531997
"ANKRD53",0.886885516317047
"LOC100134229",0.935947610275577
"CD274",0.993544583500797
"FBXO32",0.792053553343189
"B4GALT3",0.946010967442278
"LRRC73",0.629548175802821
"TERF2IP",0.99426720764295
"FFAR3",0.934143137623685
"C9orf131",0.972193048371663
"FOS",0.491141248492936
"SLC6A13",0.81816181844213
"C1orf35",0.412190717982933
"HBG1",0.96141231099636
"ABTB1",0.984899704687909
"TSPAN5",0.967968950686786
"ANXA3",0.438821553998122
"FZR1",0.961866405069595
"IL36B",0.934143137623685
"RNF19A",0.977885270282456
"LOC100505783",0.940574442722274
"BCAM",0.658875326690547
"C5orf27",0.423307340845045
"TUBA4B",0.916739338730236
"FOXO3B",0.991403339606637
"ULK1",0.983700600249099
"ZFP36",0.909127692745207
"CMKLR1",0.724714061142798
"NR4A2",0.950402997213462
"AGPAT4-IT1",0.941761937917176
"ARR3",0.755341323334404
"DNAJB2",0.701817492062991
"ALPK1",0.536075317609647
"EPB41",0.995164539360108
"CNIH3",0.892118163248368
"CALCOCO1",0.99514726018451
"DCAF8L2",0.934348535757267
"ABCG2",0.692617591768784
"GNAT2",0.538988662018048
"PLVAP",0.974903672685088
"JHDM1D",0.92325618342761
"ISCU",0.973758752203603
"HBG2",0.963455549882272
"S100A10",0.987121779973834
"MAN1A1",0.962863600300231
"FRMD3",0.843506072036467
"S100P",0.982583792914648
"PTPRN",0.974392179944051
"ETV5",0.887149212338147
"C12orf51",0.99464387083668
"SORBS1",0.918680644439358
"SEC62",0.995844258923024
"CPM",0.985756308831281
"ADAP1",0.429150115348387
"C19orf59",0.88909524505241
"MARVELD3",0.845450463614143
"PFKFB1",0.938937471182174
"SLC6A9",0.759698020736932
"TRPV5",0.722922682780044
"C20orf111",0.995106316567799
"OR52A5",0.986642937300188
"LOC729799",0.993192284437871
"LRP10",0.950628797722841
"FAS-AS1",0.814577346316886
"ZEB1-AS1",0.499215167731639
"TMEM241",0.748980693022929
"ABCB6",0.925326554069872
"LOC641364",0.644020121447061
"FAS",0.982286049540561
"TMEM140",0.984272955049718
"HIST1H2BJ",0.823069445820198
"TMEM236",0.872559636458993
"2-Mar",0.904937946398848
"SEPX1",0.891481697661756
"WDR45",0.984573662347142
"ALAS2",0.893937783444714
"HIF3A",0.934990667934657
"DEDD2",0.995807139621857
"3-Mar",0.953870012182235
"ULBP1",0.698162245247168
"CXCL1",0.929979165849438
"STOM",0.836067900105625
"SPOPL",0.445174551299713
"RASGRP3",0.97632642597251
"TSPO2",0.705891033221643
"CDC34",0.995883854644223
"GYLTL1B",0.934143137623684
"HOXB2",0.676885124292095
"LRRC8A",0.995453244887016
"TREML1",0.970687537011866
"CAMSAP3",0.982341188905391
"NEBL",0.938976161416301
"SLC22A23",0.993512350757408
"RPS6KA5",0.56826700118092
"NUDT4",0.923794223347035
"C1orf55",0.977206595325503
"MSC",0.970564654269278
"GADD45G",0.791137949308609
"ALS2CR11",0.96651849135327
"TFE3",0.962393784200762
"YPEL2",0.913638260903011
"MOB1B",0.985249161125682
"PIP5KL1",0.934615794236798
"PLEKHF1",0.824447748002861
"RAET1G",0.606649863527261
"ST3GAL5",0.898148743073638
"ESRG",0.963069361481498
"BTG1",0.985609803460945
"DHRS2",0.775506398641062
"KDM6B",0.988831248084522
"ZNF23",0.934349868749449
"MRC2",0.533783844806113
"HLCS",0.857229703387791
"PDK4",0.687613878237485
"FOXO4",0.973451370835753
"HIST1H3G",0.758948285952844
"MBNL2",0.926714904564163
"RORA",0.837235646221171
"SCARNA17",0.918828101026819
"DUSP5P",0.689504581992994
"ZNF558",0.819690409416181
"CD55",0.959930828154824
"LOC100288846",0.596067505753477
"ARHGEF12",0.979443070649056
"PCDH1",0.549599562162416
"EPB49",0.854094552616643
"LOC339807",0.934143137623685
"TMEM217",0.946650958011637
"FKBP8",0.993300780927108
"VCL",0.904051491243181
"RAB43",0.860528992488569
"MEGF9",0.985345424382153
"LRRC32",0.987191775111302
"THBS1",0.970744897372035
"TNNT1",0.855110395381326
"MCOLN1",0.847754428589259
"LOC100289187",0.870357017710656
"HIST1H2AI",0.92235931851411
"DCAF8L1",0.903407628924105
"GPR98",0.995055707816835
"CMTM5",0.616288290413435
"SLC25A39",0.929737400975201
"CCDC71L",0.941555012883237
"HECA",0.986412841852433
"FLJ42969",0.934143137623685
"COL6A2",0.826213972025919
"FAM104A",0.901840897330863
"NLRP10",0.934143137623685
"IFI30",0.99446965271157
"NELL2",0.903143085717783
"GABARAPL2",0.987769593822821
"TSPAN7",0.967314468521176
"ID3",0.87922851280138
"WDR66",0.850385476489514
"MOSPD1",0.995456869354155
"USP12",0.995052452039123
"GLI1",0.407130092423618
"STX18",0.924425935222638
"FAM41C",0.57517470690996
"SLC4A1",0.668976464845018
"MAFK",0.894414049196599
"CXCL3",0.911207921571793
"NXN",0.318923110726302
"FAM71F2",0.617529876817775
"FAM100B",0.790335227925076
"ULBP2",0.738223686934453
"KLHDC8A",0.714776858440304
"IRS2",0.951306252791601
"CXCR2P1",0.574445282304703
"BEST3",0.504264611906783
"TNNI3",0.801539092481905
"PCMTD1",0.928718694040646
"BEST2",0.388401248467224
"TBX2",0.969463542916827
"SAMD7",0.922373600607983
"PTPN3",0.481312072863251
"C17orf110",0.894134661573536
"MYH13",0.762839944384954
"IGFALS",0.904466390671813
"RASL11A",0.583099865476988
"FAM134A",0.921598267995652
"NODAL",0.579115221173218
"AAK1",0.965096077797081
"COL11A2",0.951050446645594
"OR10X1",0.89007952038767
"IMPA2",0.836590198647393
"PIM2",0.974016250464297
"KLHDC7B",0.976096267211826
"ABCB5",0.69235199421246
"SGCG",0.963191031221416
"ATG9A",0.976222289994489
"DCAF8",0.940007332770746
"HIST1H3E",0.976973079153718
"CD9",0.911026587661884
"H19",0.887274799818834
"KLF7",0.964782640617857
"YPEL5",0.991574015547904
"ID1",0.943346420537087
"ZNF653",0.995427244487072
"CDHR2",0.467081690477916
"SLC23A3",0.98500268311568
"TSPAN9",0.914137376311581
"LOC254100",0.778707250647167
"TMEM111",0.995313484788999
"IFI44L",0.732827671096119
"RUNX2",0.969482791513284
"LOC646576",0.322488052324814
"BTG3",0.509930599418484
"SNCA",0.956244730323549
"MIRLET7A1",0.934143137623685
"MRVI1",0.865311554610149
"FOXO1",0.586492661642006
"MAP3K8",0.987155085499703
"CR1L",0.505237935102321
"LY6G6E",0.970304211308288
"GCLC",0.969652894230497
"PLCL1",0.840798144077822
"ARID3A",0.951396151684545
"MTMR3",0.993770546100764
"RNF168",0.773608016649855
"TMEM57",0.979497890553336
"HOXB7",0.647393235779609
"PPM1A",0.993680141668444
"EPAS1",0.733374605949124
"SGTB",0.860228027722158
"HBQ1",0.986658211094856
"LY9",0.628485265481131
"DNAH12",0.628873259629022
"SNHG10",0.648660876444216
"CRHR2",0.982043575150159
"GSDMB",0.962361511698404
"BNIP3L",0.848208014925198
"RTCD1",0.567164485299911
"MIR3613",0.923738453270529
"ARRDC3",0.958212362835458
"MAP2K3",0.606213524647839
"DAPK1",0.898158347363859
"RHCE",0.583711625976475
"IQUB",0.695477583173455
"HIST1H2BC",0.97122509180829
"RB1CC1",0.988310284575418
"MCOLN2",0.57517470690996
"MAP1LC3B2",0.980933209789225
"MIR3671",0.848372507290076
"DAPP1",0.902759391495501
"CCDC88B",0.456279191404766
"PECR",0.783998267694046
"CYSTM1",0.9885521747199
"MIR1281",0.988655820056094
"VCPIP1",0.867261196266339
"BHLHA15",0.57517470690996
"MAFG-AS1",0.982222049717053
"C8orf12",0.547887676761017
"FRY",0.449744065654135
"LRRN2",0.617953412259959
"TAS2R30",0.449992657097624
"SOX6",0.625437338244386
"ZDBF2",0.653194350726996
"JAZF1",0.75882844687965
"H1F0",0.425803817366913
"COL15A1",0.429344359943547
"ADM2",0.596335373095775
"MXD3",0.461792715563449
"EREG",0.556366513411727
"IFIT1",0.376507604042409
"C2orf88",0.756729298169052
"C17orf99",0.534273087837035
"STRA6",0.605757291699835
"RAB11FIP5",0.328848254925933
"TTLL7",0.725252833074462
"KCNK4",0.631805144850119
"LOC200261",0.676335218324786
"SLC7A11",0.593192013408731
"CELF3",0.632603442177373
"SCN4A",0.64859165069848
"RAB33A",0.404612114914616
"TP63",0.721350331289969
"HEMGN",0.542445987820772
"TMEM74",0.525789627899107
"PKD1L3",0.781774232460842
"ISG20",0.748776819337715
"SMOX",0.673243485748761
"FOXD1",0.900084259702095
"NEURL1B",0.485322933838526
"DDIT4",0.704681059287506
"TMPRSS5",0.630282651647607
"KRT72",0.294782086457223
"BRWD1-IT2",0.589699283648376
"COL6A4P2",0.958714809321916
"LOC284950",0.934143137623685
"TRHR",0.978011550877886
"LOC389634",0.952301629249171
"ALS2CL",0.964391652604911
"ESRP1",0.986720395924402
"RIMS2",0.95558829691663
"MTRNR2L3",0.973118348281267
"HOXB9",0.960040569353245
"MT1L",0.978600479677368
"PCDHGA1",0.965461871314596
"HOXB8",0.991052516963514
"GPR50",0.966788157731391
"LOC646324",0.925245636100862
"PRDM16",0.946672531446289
"MLXIPL",0.977461082733867
"COL21A1",0.934143137623684
"COL9A2",0.979052249903944
"MOCOS",0.946341662441574
"CYP3A43",0.975658230928371
"LOC100506190",0.931945763526045
"MAP6",0.907802570736717
"PAPPA2",0.860984630105323
"RELN",0.9682218907367
"MDGA1",0.967722943727418
"RASSF6",0.934143137623685
"CDKN2B-AS1",0.972208509409779
"RERG",0.939327220022283
"CDKN2A",0.972490199329522
"LOC286002",0.836644777989216
"C10orf90",0.986666624294061
"WT1-AS",0.923818687385971
"FAM138E",0.8391786193751
"FCRLA",0.803898119400809
"GNG12",0.934143137623685
"FAM129A",0.886060859919186
"BHMT",0.989604786521483
"BTC",0.934143137623684
"MAP1B",0.975872791998188
"PPM1J",0.932904099836352
"SLITRK6",0.934143137623684
"LAG3",0.905872437805951
"AGPAT4",0.925973530554419
"CREB5",0.909467780797224
"NFKBIZ",0.929190974357459
"GTPBP2",0.936296141137545
"RUNX1T1",0.872194169249566
"PGM2L1",0.980804935898259
"GRHL1",0.88619717682728
"DMGDH",0.994216907472517
"BEX2",0.977361455134909
"BEST1",0.882943513666147
"ODZ1",0.645096576306071
"WNT16",0.972402255953378
"DDX25",0.970192530036233
"LOC653513",0.94911207154937
"TRPM8",0.948551446143094
"KIF5C",0.917734856830742
"SV2B",0.917412847314933
"MIR4666A",0.970539389389448
"TMIE",0.956969644376399
"PEBP4",0.921048641173833
"CR1",0.800383927975906
"SESN2",0.808983069594465
"LAMA3",0.916163206635258
"TUBB1",0.802321880405858
"TRIM38",0.992533303701214
"FEZ1",0.843233950972336
"IL16",0.953083707687497
"MIR1238",0.916163206635258
"PDE4DIP",0.983605494070508
"C1QL1",0.861023638629069
"HPSE2",0.857303321704086
"IDO2",0.934143137623684
"LOC338758",0.983735102728399
"MEF2B",0.991130056543353
"SLC7A9",0.95826894288511
"BAI3",0.934143137623684
"SYCE1L",0.968386664798206
"TFAP2C",0.8135693341663
"TRAK2",0.97879899695168
"NEAT1",0.993574294630628
"SYT6",0.934143137623685
"ZFPM2",0.896028352365441
"RBM11",0.949910936542085
"HSPA13",0.955459405794765
"MIR554",0.934143137623685
"MIOX",0.983504214784108
"TDRD9",0.845496686532072
"TMEM169",0.847815094904285
"ATF5",0.846759312544139
"HKDC1",0.970418024350195
"EDIL3",0.717800079647889
"CTSL1",0.920885956771377
"OR6K3",0.992985181860562
"CCDC144C",0.903044474074591
"C8orf44-SGK3",0.934143137623685
"TGM1",0.981446008215679
"SLC7A5P2",0.988124143993791
"HS3ST3B1",0.963605118398183
"ADAMTS4",0.69241058557628
"ADM",0.55620286601635
"GYPA",0.77882449619902
"KNCN",0.779769005837394
"TMSB4X",0.859658500923324
"LOC100507472",0.926572858858007
"PLK3",0.993085236478334
"JAZF1-AS1",0.906348532605207
"IL20RB",0.977392318496781
"FMN1",0.976112772637639
"CKAP4",0.978810815401344
"ITSN1",0.779790625900429
"RNF213",0.85513671499867
"DLEU2",0.92819701637857
"UCP3",0.993965752684513
"SNORA70F",0.900960302536075
"SLC44A3",0.923729531690575
"APOBEC2",0.633037048080805
"CPZ",0.934143137623684
"CEBPB",0.921900068552699
"CCBE1",0.882056390552066
"THBD",0.995474268838425
"KCNK6",0.701176801693182
"C17orf109",0.848900403605827
"DUSP8",0.972371243624221
"WT1",0.992527557895903
"RGMB",0.738477945155503
"ADIPOQ",0.58540569300217
"ZNF705A",0.934143137623685
"GPR160",0.934320281947067
"FLJ42289",0.851397508160796
"RAB11FIP4",0.97462451813261
"LMOD2",0.773026966626504
"CBX7",0.898696623934913
"TRIM31",0.944023513235939
"OR6K2",0.934143137623684
"LOC100506795",0.732287472953987
"LOC728228",0.761028648195078
"BAIAP2L2",0.873560475649323
"CCR4",0.847706491295535
"C21orf63",0.992748954875404
"TPST2",0.982876390923899
"SLC22A4",0.851540126095705
"RHEBL1",0.786995843448802
"CEBPG",0.815164497789261
"LOC100505695",0.928045420054083
"NPIPL3",0.92671900322551
"TMC1",0.968697977182961
"TMEM233",0.719960845226334
"ART4",0.710829104573199
"TNC",0.934143137623685
"MIR4637",0.901320670207607
"RIIAD1",0.78195350372487
"CAMK1D",0.983027397465071
"WIF1",0.463705978713786
"GRAP2",0.795601562399423
"PNPLA1",0.960702950186398
"EP300",0.994297204121861
"RGS6",0.885071201620467
"LOC100271836",0.981628011280369
"GDA",0.934143137623684
"GAB2",0.826809222159546
"CCDC11",0.82770127113932
"ARL4C",0.819970583976953
"KRT9",0.934143137623685
"AGAP7",0.90018749065877
"SRGAP2P2",0.942621700575646
"C8orf80",0.603848773678068
"LY6G5C",0.840205333680949
"DARC",0.837145400797201
"TSPAN8",0.683794603197436
"RAB39B",0.988718578050493
"NLRP9",0.95801680039041
"SPINK1",0.959570572572526
"MIR3682",0.725300003013373
"UBASH3B",0.991596528105755
"IL12RB1",0.857699929018716
"CACNA1B",0.980011084379771
"LOC644248",0.502504722222914
"OSBP2",0.858453460236107
"FGF21",0.612261041228034
"ADAMTS18",0.933449982169853
"GAS2",0.975213700087205
"SYT5",0.986493191804663
