id	D1	D2	D3	M1	M2	M3
EGFL6	3.16992500144231	2.32192809488736	2.8073549220576	1.58496250072116	1.58496250072116	0
COLEC12	1.58496250072116	1.58496250072116	0	2.8073549220576	2.32192809488736	3.16992500144231
TBKBP1	5.49185309632967	4.39231742277876	5	3.16992500144231	3.70043971814109	4.16992500144231
SOX7	2.8073549220576	1	2	3.4594316186373	3.32192809488736	3.8073549220576
UPK1A	0	1	2	2.58496250072116	2.58496250072116	3.32192809488736
NEFHP1	0	1.58496250072116	1.58496250072116	2.8073549220576	2.32192809488736	3
NRG4	2	2.32192809488736	2	0	0	1.58496250072116
FFAR3	2	2.32192809488736	2	0	0	1.58496250072116
PCP4L1	0	1.58496250072116	0	2	2.32192809488736	2
PGAM1P8	5	4.95419631038687	4.4594316186373	4.24792751344359	3	3.58496250072116
CPHL1P	2.32192809488736	3.16992500144231	3.90689059560852	1.58496250072116	1.58496250072116	2
ETNK1-DT	0	1.58496250072116	2	3	3.16992500144231	2.8073549220576
ANO1	4	4.58496250072116	4.16992500144231	2.8073549220576	2.32192809488736	0
PTMAP1	1	3	2	3.90689059560852	3.8073549220576	3.4594316186373
ACRV1	3.16992500144231	4.08746284125034	3.4594316186373	4.32192809488736	4.95419631038687	4.4594316186373
GPR132	3.16992500144231	4.32192809488736	2.32192809488736	1.58496250072116	1.58496250072116	1.58496250072116
ANGPTL6	3.16992500144231	3.90689059560852	4.32192809488736	2.58496250072116	2.32192809488736	3
GNA15-DT	4.95419631038687	4.8073549220576	4.95419631038687	3.16992500144231	4.4594316186373	3
FAM110B	4.24792751344359	3.58496250072116	4.16992500144231	2	3.32192809488736	2.8073549220576
SLC26A8	2.8073549220576	3	4.24792751344359	1.58496250072116	1	2.32192809488736
RPL39P16	1.58496250072116	2.8073549220576	1.58496250072116	3	3.32192809488736	3.4594316186373
PMEL	3.32192809488736	2.8073549220576	3	4	3.8073549220576	5.08746284125034
KLK3	0	0	2.32192809488736	3.4594316186373	2.58496250072116	3.32192809488736
