id	C1	C2	C3	C4	J1	J2	J3	J4
KLK5	0	1	0	0	0	1.58496250072116	0	0
ANKRD36P1	0	1	0	0	0	0	1.58496250072116	0
RNU6-476P	0	1	0	0	1.58496250072116	0	0	0
LINC00896	0	0	1	0	0	1.58496250072116	0	0
KCNE1B	0	0	1.58496250072116	0	1	0	0	0
SLC1A5	12.2155329997457	12.6345841934937	11.963257356633	11.9355334129507	12.2091487103557	11.5622424242211	12.2842457498297	12.3103287586168
LINC00471	5.12928301694497	5.90689059560852	5.32192809488736	5.39231742277876	4.52356195605701	5.97727992349992	5.4594316186373	5.32192809488736
PKD2	9.83130724380205	10.3376219019925	9.89481776330794	9.62388149001346	9.75822321472672	9.64024493622235	9.86263735755879	10.0874628412503
GYPB	9.75488750216347	9.97441458980553	9.61286849729104	9.73131903102506	9.51766938813381	9.70563238736142	9.55074678538324	9.98726401207254
METRN	5.55458885167764	6.49185309632967	5.75488750216347	5.49185309632967	5.55458885167764	6.04439411935845	5.4594316186373	5.83289001416474
RASSF2	2	3.16992500144231	2.58496250072116	2.58496250072116	1.58496250072116	6.08746284125034	1.58496250072116	2.32192809488736
GPR35	2	2.8073549220576	2.8073549220576	2	1.58496250072116	4.16992500144231	2.58496250072116	2
OR7E128P	5.6724253419715	7	6.18982455888002	6.4262647547021	6.18982455888002	5.16992500144231	6.32192809488736	7.02236781302845
CDRT15P1	1.58496250072116	3.16992500144231	1	2	1.58496250072116	2	2	2.8073549220576
MIR140	1	1.58496250072116	2	2	2.32192809488736	0	2	1.58496250072116
IGSF8	5.08746284125034	5.04439411935845	5.39231742277876	5.04439411935845	3.8073549220576	7.39231742277876	4.08746284125034	4.32192809488736
CKMT2	2.32192809488736	4.58496250072116	3.70043971814109	3.58496250072116	3.90689059560852	3.70043971814109	3.58496250072116	3.58496250072116
GOLGA8R	6.74146698640115	7.51569983828404	6.83289001416474	7.06608919045777	6.8703647195834	6.02236781302845	7.09803208296053	7.66533591718518
SEMA3F	2	1.58496250072116	1.58496250072116	1.58496250072116	0	5.52356195605701	1.58496250072116	1
IL1B	3	4	2.32192809488736	2.58496250072116	1	8.04439411935845	2.32192809488736	2.32192809488736
IPO9-AS1	4.52356195605701	3.8073549220576	4.08746284125034	3.4594316186373	4.08746284125034	3.16992500144231	4.08746284125034	4.08746284125034
EFNA1	2.58496250072116	4.16992500144231	2.8073549220576	2.8073549220576	2.8073549220576	4.39231742277876	2.8073549220576	3
DOK4	3.58496250072116	3.8073549220576	3.16992500144231	3.32192809488736	2	5.61470984411521	2.32192809488736	3
TUBA4A	8.0389189892923	8.07146236255662	7.76818432477693	7.76155123244448	8.06608919045777	7.15987133677839	7.98299357469431	8.05528243550119
BATF3	2.32192809488736	3	3	2	0	7.35755200461808	0	1
PPM1B-DT	1	1.58496250072116	2.32192809488736	1	1	0	3	2.8073549220576
TMPRSS9	6.37503943134692	7.28540221886225	6.6724253419715	6.6724253419715	5.83289001416474	7.84549005094437	6.08746284125034	6.64385618977472
IGFL2	0	1.58496250072116	1.58496250072116	0	0	2.32192809488736	0	0
ESAM	2	2.58496250072116	3.16992500144231	2.32192809488736	1	3.70043971814109	3.32192809488736	2.8073549220576
ADSS1	4.4594316186373	5	4.58496250072116	3.90689059560852	3.70043971814109	5.08746284125034	4.58496250072116	4.08746284125034
CDC42-AS1	4.32192809488736	4.95419631038687	4.39231742277876	4.4594316186373	3.90689059560852	4.4594316186373	4.52356195605701	4.85798099512757
PCOLCE	4.4594316186373	4.85798099512757	4.16992500144231	4.16992500144231	3	7.10852445677817	2.58496250072116	3.8073549220576
CCDC3	1	2.32192809488736	2.58496250072116	1.58496250072116	0	4.16992500144231	1.58496250072116	2.8073549220576
NOTCH3	2.32192809488736	2	1.58496250072116	1.58496250072116	1.58496250072116	6.5077946401987	1	0
ZMAT1	5.7279204545632	6.70043971814109	6.44294349584873	6.28540221886225	5.52356195605701	7.29462074889163	5.93073733756289	5.85798099512757
MAP3K20-AS1	1.58496250072116	1	1	1	1	1	1	2
GP6-AS1	4.24792751344359	5.49185309632967	5	4.8073549220576	4.52356195605701	4.16992500144231	5.24792751344359	5.12928301694497
CHM	7.16992500144231	7.82654848729092	7.43462822763672	7.31288295528436	6.20945336562895	8.84549005094438	6.96578428466209	7.04439411935845
IER5	11.0251395622785	11.4635243732712	10.8948177633079	10.7253662578956	10.8041310211833	10.3037807481771	11.2969162068793	11.2934716488381
IFI16	6.37503943134692	7.33985000288462	6.91886323727459	6.39231742277876	5.39231742277876	9.76155123244448	6.71424551766612	6.24792751344359
RBMS2	4	4.16992500144231	4.95419631038687	3.4594316186373	3.16992500144231	6.58496250072116	2.58496250072116	3.16992500144231
CARMAL	1	0	0	1.58496250072116	0	3.70043971814109	0	0
SEPTIN7P13	7.08746284125034	7.91288933622996	7.38370429247405	7.4178525148859	7.15987133677839	7.74146698640115	6.93073733756289	7.58496250072116
ONECUT1	1	0	1	1	0	2.8073549220576	1	0
TUBB2B	3.4594316186373	3.90689059560852	4.24792751344359	4.08746284125034	2.58496250072116	7.59245703726808	4.24792751344359	2.58496250072116
DLGAP3	2.8073549220576	2.58496250072116	2.32192809488736	2.32192809488736	1.58496250072116	3.32192809488736	2.32192809488736	2.32192809488736
SIM1	1	1.58496250072116	0	1.58496250072116	1	3	1	0
RBMS2P1	0	1.58496250072116	1.58496250072116	1	1	3	1	0
BEND7	1.58496250072116	2	1	1	1	6.22881869049588	0	0
B3GAT2	1.58496250072116	3	2	0	1	0	2.32192809488736	2.32192809488736
PRDX3P1	3.32192809488736	4.32192809488736	2.58496250072116	3	3	3.32192809488736	2.8073549220576	3.58496250072116
CRIP2	3	3.58496250072116	3.58496250072116	3	2.8073549220576	6.8703647195834	3.16992500144231	1.58496250072116
ZFAS1	7.4757334309664	8.11894107272351	7.60733031374961	7.57742882803575	7.45121111183233	8.31741261376487	7.60733031374961	7.77478705960117
PRAM1	2	2.8073549220576	1.58496250072116	1	2	2	2.32192809488736	1.58496250072116
SYCE1L	2.32192809488736	4.24792751344359	2.8073549220576	3.58496250072116	2.8073549220576	4.32192809488736	2.32192809488736	2.8073549220576
CACNB3	4.64385618977472	5.55458885167764	5.16992500144231	4.85798099512757	3	7.5077946401987	3.8073549220576	4.8073549220576
PRICKLE1	3.58496250072116	4.39231742277876	3.70043971814109	3.16992500144231	3.16992500144231	4.08746284125034	4.24792751344359	2.8073549220576
PYGB	8.75822321472672	9.19721669311005	8.7515440590891	8.78135971352466	8.39231742277876	9.86573327085176	8.74819284958946	8.92777796208234
GJB3	0	1.58496250072116	1	0	1	0	0	1
LINC02811	1	1.58496250072116	0	0	0	1	1	0
MYCL-AS1	0	1.58496250072116	0	1	1	1	0	0
C1orf189	0	1	0	1	1.58496250072116	1	0	0
FMOD	0	1	1.58496250072116	0	0	0	1	1
RN7SKP272	0	1	0	1	1	0	0	1.58496250072116
LINC01031	1	0	0	1	1.58496250072116	1	0	0
PDE4DIPP1	0	1	0	1	0	1.58496250072116	0	1
C1orf194	1	0	0	1.58496250072116	0	1	0	1
CD1E	0	1	0	1	1	0	0	1.58496250072116
UBE2D3P3	1	0	0	1	1	0	1.58496250072116	0
SERPINC1	0	1.58496250072116	0	1	1	0	1	0
TNN	0	1	0	1	1	0	0	1.58496250072116
RGS4	0	0	1	1	1	1.58496250072116	0	0
RNU7-13P	0	0	1	1	0	0	1.58496250072116	1
GALNT13	1	1.58496250072116	0	0	0	0	1	1
RPL21P31	1	1	0	0	1	0	1.58496250072116	0
RNA5SP108	0	1	1	0	1	1.58496250072116	0	0
TFCP2L1	0	1	1	0	0	1	0	1.58496250072116
RNU7-45P	1.58496250072116	1	0	0	0	0	1	1
SAG	1.58496250072116	1	0	0	1	0	1	0
BTLA	0	1.58496250072116	1	0	1	0	0	1
PROK2	0	0	1	1.58496250072116	0	1	1	0
NAALADL2-AS2	0	1.58496250072116	1	0	0	1	1	0
RPL23AP43	0	1	1.58496250072116	0	1	1	0	0
CFAP100	0	1	1.58496250072116	0	0	1	0	1
RNF212	0	1	0	1	1	0	1.58496250072116	0
LINC02484	0	1	1	0	0	1.58496250072116	0	1
RPL7AP26	1	0	0	1.58496250072116	1	1	0	0
DBIP2	0	1	1.58496250072116	0	1	0	1	0
GRPEL2-AS1	1.58496250072116	0	1	0	1	1	0	0
PCDHGB8P	1.58496250072116	0	0	1	0	0	1	1
PCDHB5	0	1	0	1.58496250072116	0	1	1	0
LINC01511	0	0	1	1	0	1	1.58496250072116	0
FTH1P5	0	1	1	0	1.58496250072116	0	0	1
HSPE1P11	1.58496250072116	1	0	0	0	1	1	0
TCP11	0	1	1	0	0	1.58496250072116	0	1
TUBB8P2	1	1	0	0	1.58496250072116	0	1	0
PIMREGP3	0	1.58496250072116	1	0	0	1	0	1
ESR1	0	0	1	1.58496250072116	1	0	1	0
ZNF603P	0	1.58496250072116	0	1	0	1	1	0
WDR86	0	1	0	1.58496250072116	1	1	0	0
RN7SL569P	1	1	0	0	1	0	0	1.58496250072116
DPY19L2P4	0	1	1.58496250072116	0	0	1	0	1
WBP11P3	0	1.58496250072116	0	1	1	0	1	0
HNRNPCP10	0	1.58496250072116	1	0	1	0	1	0
RNU6-3P	1	1	0	0	0	0	1.58496250072116	1
SYP-AS1	1	1.58496250072116	0	0	1	1	0	0
MIR652	0	1	1	0	0	0	1	1.58496250072116
MXRA5	1	1	0	0	0	1	0	1.58496250072116
ENPP7P12	1.58496250072116	1	0	0	1	0	0	1
ANXA13	1	0	0	1	0	0	1	1.58496250072116
RNU6-875P	1	0	0	1	0	1.58496250072116	0	1
C8orf44-SGK3	1	0	1	0	1	0	0	1.58496250072116
FOXD4L3	0	1	0	1	1	1.58496250072116	0	0
ODF2-AS1	1.58496250072116	0	0	1	1	1	0	0
ALDOB	1	0	1.58496250072116	0	1	0	0	1
TEX12	0	1.58496250072116	1	0	0	1	1	0
DDX25	1	0	0	1	1.58496250072116	0	1	0
ARHGAP20	1	0	1	0	0	1.58496250072116	1	0
LMO1	1	1	0	0	1	1.58496250072116	0	0
CYP26C1	0	1	0	1.58496250072116	1	0	1	0
RPL12P27	1	1.58496250072116	0	0	1	1	0	0
RN7SKP78	0	1.58496250072116	1	0	0	1	1	0
OR7M1P	0	1	0	1	0	1.58496250072116	1	0
SUCLG2P2	0	0	1	1	1	0	1.58496250072116	0
RNU6-36P	1	1	0	0	0	1	0	1.58496250072116
RPL31P52	0	0	1	1.58496250072116	1	0	1	0
PARP4P2	0	0	1.58496250072116	1	0	0	1	1
RPL35P9	1	1	0	0	0	1	1.58496250072116	0
PPP1R26P1	0	0	1	1	0	0	1	1.58496250072116
ESRRAP2	0	0	1	1.58496250072116	1	0	1	0
PCNX4-DT	1.58496250072116	0	0	1	0	1	0	1
RPL7AP2	1	1.58496250072116	0	0	0	0	1	1
LINC02288	0	1	1	0	0	1	0	1.58496250072116
BNIP3P5	0	0	1	1.58496250072116	1	0	1	0
CTDSPL2-DT	1	0	1.58496250072116	0	1	1	0	0
HNRNPA1P62	0	1	0	1.58496250072116	0	1	1	0
MIR4513	1.58496250072116	0	1	0	1	0	0	1
HNRNPA1P44	0	1.58496250072116	1	0	0	0	1	1
ULK4P1	1	1	0	0	0	1	0	1.58496250072116
DDX11L10	1	0	1	0	0	1	1.58496250072116	0
GSG1L	1.58496250072116	0	1	0	0	1	1	0
OTOA	0	0	1.58496250072116	1	0	1	0	1
PPIAP51	1	0	0	1.58496250072116	1	1	0	0
MIR6767	0	0	1	1	0	0	1	1.58496250072116
SLC47A1P2	0	1.58496250072116	1	0	1	0	1	0
FADS6	1	1.58496250072116	0	0	1	0	0	1
TMIGD2	0	1	0	1	1	0	1.58496250072116	0
GRAMD1A-AS1	0	0	1.58496250072116	1	1	0	0	1
SLC1A6	0	1	1.58496250072116	0	0	1	0	1
NIFKP6	1	0	0	1	1	1.58496250072116	0	0
LINC00467	7.25738784269265	7.90086680798075	7.55458885167764	7.5077946401987	7.4178525148859	7.31288295528436	8.02236781302845	7.82017896241519
TPT1P4	1.58496250072116	1.58496250072116	0	0	2	2	0	0
FAM174A-DT	1	4.16992500144231	2.58496250072116	2.32192809488736	2.8073549220576	2.58496250072116	1	2.8073549220576
ITFG2-AS1	1	0.584962500721156	0	0	0.584962500721156	0	0	0.584962500721156
EEF1A1P3	1.58496250072116	1	1	1.58496250072116	2	1.58496250072116	1	1
SRP14-DT	4.4594316186373	4.58496250072116	4.32192809488736	4.39231742277876	4.24792751344359	5.8073549220576	4.32192809488736	3.90689059560852
PRPF19-DT	1.58496250072116	3	1.58496250072116	2.58496250072116	2.32192809488736	1.58496250072116	2.8073549220576	2.58496250072116
WDR54	4	4.95419631038687	4.64385618977472	4	3	7.4178525148859	4.16992500144231	4.08746284125034
